# 14N(p,gamma)15O S-factor potential model data
# Source: Xu et al. 2013
#
# data = SC87, IM05, RU05, BE06b, LE06b
#
# Units:
#  E - keV
#  S - keV barn
#
     E              S              S_min          S_max
     7.5000e+02     1.3147e+00     1.0880e+00     1.4590e+00
     7.5050e+02     1.3149e+00     1.0881e+00     1.4593e+00
     7.5100e+02     1.3152e+00     1.0882e+00     1.4595e+00
     7.5150e+02     1.3154e+00     1.0883e+00     1.4597e+00
     7.5200e+02     1.3156e+00     1.0883e+00     1.4600e+00
     7.5250e+02     1.3159e+00     1.0884e+00     1.4603e+00
     7.5300e+02     1.3162e+00     1.0885e+00     1.4605e+00
     7.5350e+02     1.3164e+00     1.0886e+00     1.4608e+00
     7.5400e+02     1.3167e+00     1.0887e+00     1.4610e+00
     7.5450e+02     1.3170e+00     1.0888e+00     1.4613e+00
     7.5500e+02     1.3172e+00     1.0888e+00     1.4615e+00
     7.5550e+02     1.3175e+00     1.0890e+00     1.4618e+00
     7.5600e+02     1.3177e+00     1.0890e+00     1.4619e+00
     7.5650e+02     1.3180e+00     1.0891e+00     1.4623e+00
     7.5700e+02     1.3183e+00     1.0892e+00     1.4626e+00
     7.5750e+02     1.3185e+00     1.0893e+00     1.4627e+00
     7.5800e+02     1.3188e+00     1.0894e+00     1.4630e+00
     7.5850e+02     1.3191e+00     1.0895e+00     1.4633e+00
     7.5900e+02     1.3194e+00     1.0896e+00     1.4636e+00
     7.5950e+02     1.3196e+00     1.0897e+00     1.4638e+00
     7.6000e+02     1.3199e+00     1.0898e+00     1.4641e+00
     7.6050e+02     1.3202e+00     1.0899e+00     1.4644e+00
     7.6100e+02     1.3204e+00     1.0900e+00     1.4645e+00
     7.6150e+02     1.3207e+00     1.0901e+00     1.4649e+00
     7.6200e+02     1.3210e+00     1.0902e+00     1.4652e+00
     7.6250e+02     1.3213e+00     1.0903e+00     1.4654e+00
     7.6300e+02     1.3215e+00     1.0904e+00     1.4656e+00
     7.6350e+02     1.3219e+00     1.0905e+00     1.4660e+00
     7.6400e+02     1.3221e+00     1.0906e+00     1.4662e+00
     7.6450e+02     1.3224e+00     1.0907e+00     1.4664e+00
     7.6500e+02     1.3227e+00     1.0908e+00     1.4668e+00
     7.6550e+02     1.3230e+00     1.0909e+00     1.4670e+00
     7.6600e+02     1.3233e+00     1.0910e+00     1.4673e+00
     7.6650e+02     1.3235e+00     1.0911e+00     1.4676e+00
     7.6700e+02     1.3238e+00     1.0912e+00     1.4678e+00
     7.6750e+02     1.3241e+00     1.0913e+00     1.4681e+00
     7.6800e+02     1.3244e+00     1.0915e+00     1.4684e+00
     7.6850e+02     1.3246e+00     1.0915e+00     1.4686e+00
     7.6900e+02     1.3250e+00     1.0917e+00     1.4689e+00
     7.6950e+02     1.3252e+00     1.0917e+00     1.4691e+00
     7.7000e+02     1.3255e+00     1.0919e+00     1.4695e+00
     7.7050e+02     1.3258e+00     1.0920e+00     1.4698e+00
     7.7100e+02     1.3260e+00     1.0921e+00     1.4699e+00
     7.7150e+02     1.3263e+00     1.0922e+00     1.4703e+00
     7.7200e+02     1.3266e+00     1.0923e+00     1.4705e+00
     7.7250e+02     1.3269e+00     1.0924e+00     1.4708e+00
     7.7300e+02     1.3272e+00     1.0925e+00     1.4712e+00
     7.7350e+02     1.3275e+00     1.0926e+00     1.4713e+00
     7.7400e+02     1.3278e+00     1.0927e+00     1.4716e+00
     7.7450e+02     1.3281e+00     1.0929e+00     1.4719e+00
     7.7500e+02     1.3284e+00     1.0930e+00     1.4723e+00
     7.7550e+02     1.3286e+00     1.0931e+00     1.4724e+00
     7.7600e+02     1.3290e+00     1.0932e+00     1.4727e+00
     7.7650e+02     1.3293e+00     1.0934e+00     1.4731e+00
     7.7700e+02     1.3295e+00     1.0935e+00     1.4733e+00
     7.7750e+02     1.3298e+00     1.0936e+00     1.4736e+00
     7.7800e+02     1.3301e+00     1.0937e+00     1.4740e+00
     7.7850e+02     1.3305e+00     1.0939e+00     1.4743e+00
     7.7900e+02     1.3307e+00     1.0940e+00     1.4745e+00
     7.7950e+02     1.3310e+00     1.0941e+00     1.4747e+00
     7.8000e+02     1.3314e+00     1.0943e+00     1.4751e+00
     7.8050e+02     1.3316e+00     1.0943e+00     1.4753e+00
     7.8100e+02     1.3319e+00     1.0945e+00     1.4756e+00
     7.8150e+02     1.3323e+00     1.0947e+00     1.4760e+00
     7.8200e+02     1.3326e+00     1.0948e+00     1.4763e+00
     7.8250e+02     1.3328e+00     1.0949e+00     1.4765e+00
     7.8300e+02     1.3332e+00     1.0950e+00     1.4769e+00
     7.8350e+02     1.3335e+00     1.0952e+00     1.4772e+00
     7.8400e+02     1.3337e+00     1.0953e+00     1.4774e+00
     7.8450e+02     1.3341e+00     1.0954e+00     1.4778e+00
     7.8500e+02     1.3344e+00     1.0956e+00     1.4781e+00
     7.8550e+02     1.3347e+00     1.0958e+00     1.4784e+00
     7.8600e+02     1.3350e+00     1.0959e+00     1.4786e+00
     7.8650e+02     1.3353e+00     1.0960e+00     1.4790e+00
     7.8700e+02     1.3357e+00     1.0962e+00     1.4793e+00
     7.8750e+02     1.3360e+00     1.0963e+00     1.4795e+00
     7.8800e+02     1.3363e+00     1.0964e+00     1.4799e+00
     7.8850e+02     1.3366e+00     1.0966e+00     1.4802e+00
     7.8900e+02     1.3370e+00     1.0968e+00     1.4805e+00
     7.8950e+02     1.3372e+00     1.0969e+00     1.4808e+00
     7.9000e+02     1.3376e+00     1.0970e+00     1.4811e+00
     7.9050e+02     1.3379e+00     1.0972e+00     1.4815e+00
     7.9100e+02     1.3382e+00     1.0973e+00     1.4817e+00
     7.9150e+02     1.3385e+00     1.0975e+00     1.4821e+00
     7.9200e+02     1.3389e+00     1.0976e+00     1.4824e+00
     7.9250e+02     1.3392e+00     1.0978e+00     1.4826e+00
     7.9300e+02     1.3395e+00     1.0979e+00     1.4830e+00
     7.9350e+02     1.3399e+00     1.0981e+00     1.4833e+00
     7.9400e+02     1.3402e+00     1.0983e+00     1.4836e+00
     7.9450e+02     1.3405e+00     1.0984e+00     1.4840e+00
     7.9500e+02     1.3408e+00     1.0986e+00     1.4843e+00
     7.9550e+02     1.3412e+00     1.0987e+00     1.4846e+00
     7.9600e+02     1.3415e+00     1.0989e+00     1.4849e+00
     7.9650e+02     1.3418e+00     1.0990e+00     1.4852e+00
     7.9700e+02     1.3422e+00     1.0992e+00     1.4856e+00
     7.9750e+02     1.3426e+00     1.0994e+00     1.4859e+00
     7.9800e+02     1.3428e+00     1.0995e+00     1.4862e+00
     7.9850e+02     1.3432e+00     1.0997e+00     1.4865e+00
     7.9900e+02     1.3436e+00     1.0999e+00     1.4869e+00
     7.9950e+02     1.3439e+00     1.1000e+00     1.4872e+00
     8.0000e+02     1.3442e+00     1.1002e+00     1.4876e+00
     8.0050e+02     1.3446e+00     1.1004e+00     1.4879e+00
     8.0100e+02     1.3449e+00     1.1005e+00     1.4882e+00
     8.0150e+02     1.3452e+00     1.1007e+00     1.4885e+00
     8.0200e+02     1.3456e+00     1.1009e+00     1.4889e+00
     8.0250e+02     1.3459e+00     1.1011e+00     1.4892e+00
     8.0300e+02     1.3463e+00     1.1013e+00     1.4896e+00
     8.0350e+02     1.3466e+00     1.1015e+00     1.4899e+00
     8.0400e+02     1.3470e+00     1.1017e+00     1.4902e+00
     8.0450e+02     1.3474e+00     1.1019e+00     1.4906e+00
     8.0500e+02     1.3477e+00     1.1020e+00     1.4909e+00
     8.0550e+02     1.3481e+00     1.1022e+00     1.4913e+00
     8.0600e+02     1.3485e+00     1.1024e+00     1.4916e+00
     8.0650e+02     1.3488e+00     1.1026e+00     1.4921e+00
     8.0700e+02     1.3492e+00     1.1028e+00     1.4924e+00
     8.0750e+02     1.3495e+00     1.1030e+00     1.4927e+00
     8.0800e+02     1.3499e+00     1.1032e+00     1.4931e+00
     8.0850e+02     1.3503e+00     1.1034e+00     1.4935e+00
     8.0900e+02     1.3506e+00     1.1035e+00     1.4937e+00
     8.0950e+02     1.3510e+00     1.1038e+00     1.4941e+00
     8.1000e+02     1.3514e+00     1.1040e+00     1.4945e+00
     8.1050e+02     1.3518e+00     1.1042e+00     1.4949e+00
     8.1100e+02     1.3521e+00     1.1044e+00     1.4952e+00
     8.1150e+02     1.3525e+00     1.1046e+00     1.4956e+00
     8.1200e+02     1.3529e+00     1.1048e+00     1.4960e+00
     8.1250e+02     1.3533e+00     1.1050e+00     1.4963e+00
     8.1300e+02     1.3536e+00     1.1052e+00     1.4967e+00
     8.1350e+02     1.3540e+00     1.1054e+00     1.4971e+00
     8.1400e+02     1.3544e+00     1.1057e+00     1.4975e+00
     8.1450e+02     1.3548e+00     1.1059e+00     1.4978e+00
     8.1500e+02     1.3552e+00     1.1061e+00     1.4983e+00
     8.1550e+02     1.3556e+00     1.1063e+00     1.4986e+00
     8.1600e+02     1.3560e+00     1.1065e+00     1.4989e+00
     8.1650e+02     1.3564e+00     1.1068e+00     1.4993e+00
     8.1700e+02     1.3567e+00     1.1070e+00     1.4997e+00
     8.1750e+02     1.3572e+00     1.1072e+00     1.5001e+00
     8.1800e+02     1.3576e+00     1.1074e+00     1.5005e+00
     8.1850e+02     1.3579e+00     1.1076e+00     1.5009e+00
     8.1900e+02     1.3583e+00     1.1079e+00     1.5012e+00
     8.1950e+02     1.3588e+00     1.1081e+00     1.5016e+00
     8.2000e+02     1.3592e+00     1.1084e+00     1.5021e+00
     8.2050e+02     1.3596e+00     1.1086e+00     1.5025e+00
     8.2100e+02     1.3600e+00     1.1088e+00     1.5028e+00
     8.2150e+02     1.3604e+00     1.1091e+00     1.5033e+00
     8.2200e+02     1.3608e+00     1.1094e+00     1.5037e+00
     8.2250e+02     1.3612e+00     1.1096e+00     1.5041e+00
     8.2300e+02     1.3616e+00     1.1098e+00     1.5045e+00
     8.2350e+02     1.3620e+00     1.1101e+00     1.5049e+00
     8.2400e+02     1.3625e+00     1.1104e+00     1.5053e+00
     8.2450e+02     1.3629e+00     1.1106e+00     1.5056e+00
     8.2500e+02     1.3633e+00     1.1108e+00     1.5061e+00
     8.2550e+02     1.3637e+00     1.1111e+00     1.5065e+00
     8.2600e+02     1.3641e+00     1.1113e+00     1.5068e+00
     8.2650e+02     1.3646e+00     1.1116e+00     1.5074e+00
     8.2700e+02     1.3650e+00     1.1119e+00     1.5078e+00
     8.2750e+02     1.3655e+00     1.1122e+00     1.5082e+00
     8.2800e+02     1.3659e+00     1.1124e+00     1.5086e+00
     8.2850e+02     1.3663e+00     1.1127e+00     1.5090e+00
     8.2900e+02     1.3668e+00     1.1130e+00     1.5095e+00
     8.2950e+02     1.3672e+00     1.1132e+00     1.5099e+00
     8.3000e+02     1.3677e+00     1.1135e+00     1.5104e+00
     8.3050e+02     1.3681e+00     1.1138e+00     1.5108e+00
     8.3100e+02     1.3685e+00     1.1141e+00     1.5112e+00
     8.3150e+02     1.3690e+00     1.1144e+00     1.5116e+00
     8.3200e+02     1.3695e+00     1.1147e+00     1.5122e+00
     8.3250e+02     1.3700e+00     1.1150e+00     1.5126e+00
     8.3300e+02     1.3704e+00     1.1152e+00     1.5130e+00
     8.3350e+02     1.3709e+00     1.1155e+00     1.5135e+00
     8.3400e+02     1.3713e+00     1.1159e+00     1.5140e+00
     8.3450e+02     1.3718e+00     1.1162e+00     1.5144e+00
     8.3500e+02     1.3723e+00     1.1165e+00     1.5149e+00
     8.3550e+02     1.3727e+00     1.1167e+00     1.5153e+00
     8.3600e+02     1.3732e+00     1.1171e+00     1.5158e+00
     8.3650e+02     1.3737e+00     1.1174e+00     1.5163e+00
     8.3700e+02     1.3742e+00     1.1177e+00     1.5168e+00
     8.3750e+02     1.3746e+00     1.1180e+00     1.5172e+00
     8.3800e+02     1.3752e+00     1.1183e+00     1.5177e+00
     8.3850e+02     1.3757e+00     1.1187e+00     1.5181e+00
     8.3900e+02     1.3762e+00     1.1190e+00     1.5187e+00
     8.3950e+02     1.3767e+00     1.1193e+00     1.5192e+00
     8.4000e+02     1.3771e+00     1.1196e+00     1.5196e+00
     8.4050e+02     1.3776e+00     1.1200e+00     1.5202e+00
     8.4100e+02     1.3781e+00     1.1203e+00     1.5206e+00
     8.4150e+02     1.3787e+00     1.1207e+00     1.5211e+00
     8.4200e+02     1.3791e+00     1.1210e+00     1.5216e+00
     8.4250e+02     1.3797e+00     1.1213e+00     1.5221e+00
     8.4300e+02     1.3802e+00     1.1217e+00     1.5226e+00
     8.4350e+02     1.3807e+00     1.1221e+00     1.5231e+00
     8.4400e+02     1.3812e+00     1.1224e+00     1.5236e+00
     8.4450e+02     1.3818e+00     1.1228e+00     1.5242e+00
     8.4500e+02     1.3823e+00     1.1231e+00     1.5247e+00
     8.4550e+02     1.3828e+00     1.1235e+00     1.5253e+00
     8.4600e+02     1.3833e+00     1.1238e+00     1.5257e+00
     8.4650e+02     1.3839e+00     1.1242e+00     1.5262e+00
     8.4700e+02     1.3844e+00     1.1246e+00     1.5267e+00
     8.4750e+02     1.3850e+00     1.1250e+00     1.5274e+00
     8.4800e+02     1.3855e+00     1.1253e+00     1.5278e+00
     8.4850e+02     1.3861e+00     1.1257e+00     1.5283e+00
     8.4900e+02     1.3866e+00     1.1262e+00     1.5290e+00
     8.4950e+02     1.3872e+00     1.1266e+00     1.5295e+00
     8.5000e+02     1.3877e+00     1.1269e+00     1.5300e+00
     8.5050e+02     1.3883e+00     1.1273e+00     1.5306e+00
     8.5100e+02     1.3889e+00     1.1278e+00     1.5312e+00
     8.5150e+02     1.3895e+00     1.1282e+00     1.5317e+00
     8.5200e+02     1.3900e+00     1.1285e+00     1.5323e+00
     8.5250e+02     1.3906e+00     1.1290e+00     1.5328e+00
     8.5300e+02     1.3912e+00     1.1294e+00     1.5334e+00
     8.5350e+02     1.3918e+00     1.1298e+00     1.5340e+00
     8.5400e+02     1.3924e+00     1.1302e+00     1.5346e+00
     8.5450e+02     1.3930e+00     1.1307e+00     1.5352e+00
     8.5500e+02     1.3936e+00     1.1311e+00     1.5357e+00
     8.5550e+02     1.3942e+00     1.1316e+00     1.5363e+00
     8.5600e+02     1.3948e+00     1.1320e+00     1.5370e+00
     8.5650e+02     1.3954e+00     1.1324e+00     1.5375e+00
     8.5700e+02     1.3960e+00     1.1329e+00     1.5381e+00
     8.5750e+02     1.3966e+00     1.1334e+00     1.5388e+00
     8.5800e+02     1.3973e+00     1.1338e+00     1.5394e+00
     8.5850e+02     1.3979e+00     1.1343e+00     1.5401e+00
     8.5900e+02     1.3986e+00     1.1348e+00     1.5407e+00
     8.5950e+02     1.3992e+00     1.1353e+00     1.5413e+00
     8.6000e+02     1.3999e+00     1.1358e+00     1.5420e+00
     8.6050e+02     1.4005e+00     1.1363e+00     1.5426e+00
     8.6100e+02     1.4012e+00     1.1368e+00     1.5433e+00
     8.6150e+02     1.4018e+00     1.1372e+00     1.5439e+00
     8.6200e+02     1.4025e+00     1.1377e+00     1.5445e+00
     8.6250e+02     1.4032e+00     1.1383e+00     1.5453e+00
     8.6300e+02     1.4039e+00     1.1388e+00     1.5459e+00
     8.6350e+02     1.4046e+00     1.1393e+00     1.5466e+00
     8.6400e+02     1.4052e+00     1.1398e+00     1.5472e+00
     8.6450e+02     1.4059e+00     1.1404e+00     1.5479e+00
     8.6500e+02     1.4066e+00     1.1409e+00     1.5486e+00
     8.6550e+02     1.4074e+00     1.1415e+00     1.5493e+00
     8.6600e+02     1.4081e+00     1.1420e+00     1.5500e+00
     8.6650e+02     1.4087e+00     1.1425e+00     1.5507e+00
     8.6700e+02     1.4095e+00     1.1431e+00     1.5514e+00
     8.6750e+02     1.4102e+00     1.1437e+00     1.5521e+00
     8.6800e+02     1.4110e+00     1.1442e+00     1.5529e+00
     8.6850e+02     1.4116e+00     1.1448e+00     1.5536e+00
     8.6900e+02     1.4124e+00     1.1454e+00     1.5543e+00
     8.6950e+02     1.4132e+00     1.1460e+00     1.5551e+00
     8.7000e+02     1.4140e+00     1.1466e+00     1.5559e+00
     8.7050e+02     1.4147e+00     1.1472e+00     1.5565e+00
     8.7100e+02     1.4155e+00     1.1478e+00     1.5574e+00
     8.7150e+02     1.4163e+00     1.1484e+00     1.5581e+00
     8.7200e+02     1.4171e+00     1.1490e+00     1.5589e+00
     8.7250e+02     1.4179e+00     1.1497e+00     1.5597e+00
     8.7300e+02     1.4187e+00     1.1503e+00     1.5605e+00
     8.7350e+02     1.4194e+00     1.1509e+00     1.5613e+00
     8.7400e+02     1.4203e+00     1.1516e+00     1.5620e+00
     8.7450e+02     1.4211e+00     1.1523e+00     1.5629e+00
     8.7500e+02     1.4220e+00     1.1530e+00     1.5638e+00
     8.7550e+02     1.4228e+00     1.1537e+00     1.5646e+00
     8.7600e+02     1.4236e+00     1.1543e+00     1.5653e+00
     8.7650e+02     1.4245e+00     1.1550e+00     1.5663e+00
     8.7700e+02     1.4253e+00     1.1557e+00     1.5671e+00
     8.7750e+02     1.4262e+00     1.1564e+00     1.5680e+00
     8.7800e+02     1.4271e+00     1.1571e+00     1.5688e+00
     8.7850e+02     1.4280e+00     1.1579e+00     1.5698e+00
     8.7900e+02     1.4289e+00     1.1586e+00     1.5706e+00
     8.7950e+02     1.4298e+00     1.1593e+00     1.5715e+00
     8.8000e+02     1.4307e+00     1.1601e+00     1.5725e+00
     8.8050e+02     1.4316e+00     1.1609e+00     1.5733e+00
     8.8100e+02     1.4326e+00     1.1617e+00     1.5743e+00
     8.8150e+02     1.4335e+00     1.1624e+00     1.5752e+00
     8.8200e+02     1.4344e+00     1.1632e+00     1.5761e+00
     8.8250e+02     1.4354e+00     1.1640e+00     1.5770e+00
     8.8300e+02     1.4364e+00     1.1648e+00     1.5780e+00
     8.8350e+02     1.4373e+00     1.1656e+00     1.5789e+00
     8.8400e+02     1.4383e+00     1.1664e+00     1.5799e+00
     8.8450e+02     1.4393e+00     1.1673e+00     1.5809e+00
     8.8500e+02     1.4404e+00     1.1681e+00     1.5819e+00
     8.8550e+02     1.4414e+00     1.1690e+00     1.5830e+00
     8.8600e+02     1.4424e+00     1.1699e+00     1.5840e+00
     8.8650e+02     1.4434e+00     1.1707e+00     1.5849e+00
     8.8700e+02     1.4445e+00     1.1716e+00     1.5861e+00
     8.8750e+02     1.4455e+00     1.1725e+00     1.5871e+00
     8.8800e+02     1.4466e+00     1.1735e+00     1.5882e+00
     8.8850e+02     1.4477e+00     1.1743e+00     1.5893e+00
     8.8900e+02     1.4488e+00     1.1753e+00     1.5903e+00
     8.8950e+02     1.4499e+00     1.1763e+00     1.5914e+00
     8.9000e+02     1.4511e+00     1.1772e+00     1.5925e+00
     8.9050e+02     1.4522e+00     1.1782e+00     1.5938e+00
     8.9100e+02     1.4534e+00     1.1792e+00     1.5949e+00
     8.9150e+02     1.4545e+00     1.1802e+00     1.5960e+00
     8.9200e+02     1.4557e+00     1.1812e+00     1.5972e+00
     8.9250e+02     1.4569e+00     1.1823e+00     1.5983e+00
     8.9300e+02     1.4581e+00     1.1833e+00     1.5996e+00
     8.9350e+02     1.4593e+00     1.1844e+00     1.6008e+00
     8.9400e+02     1.4606e+00     1.1855e+00     1.6020e+00
     8.9450e+02     1.4619e+00     1.1866e+00     1.6033e+00
     8.9500e+02     1.4631e+00     1.1876e+00     1.6044e+00
     8.9550e+02     1.4643e+00     1.1888e+00     1.6057e+00
     8.9600e+02     1.4656e+00     1.1899e+00     1.6070e+00
     8.9650e+02     1.4669e+00     1.1910e+00     1.6083e+00
     8.9700e+02     1.4683e+00     1.1923e+00     1.6097e+00
     8.9750e+02     1.4697e+00     1.1934e+00     1.6110e+00
     8.9800e+02     1.4710e+00     1.1946e+00     1.6124e+00
     8.9850e+02     1.4724e+00     1.1958e+00     1.6137e+00
     8.9900e+02     1.4738e+00     1.1971e+00     1.6151e+00
     8.9950e+02     1.4752e+00     1.1984e+00     1.6166e+00
     9.0000e+02     1.4766e+00     1.1996e+00     1.6180e+00
     9.0050e+02     1.4780e+00     1.2008e+00     1.6193e+00
     9.0100e+02     1.4795e+00     1.2022e+00     1.6208e+00
     9.0150e+02     1.4810e+00     1.2035e+00     1.6223e+00
     9.0200e+02     1.4826e+00     1.2049e+00     1.6239e+00
     9.0250e+02     1.4840e+00     1.2062e+00     1.6253e+00
     9.0300e+02     1.4856e+00     1.2077e+00     1.6269e+00
     9.0350e+02     1.4872e+00     1.2091e+00     1.6284e+00
     9.0400e+02     1.4888e+00     1.2105e+00     1.6300e+00
     9.0450e+02     1.4904e+00     1.2120e+00     1.6316e+00
     9.0500e+02     1.4920e+00     1.2134e+00     1.6333e+00
     9.0550e+02     1.4937e+00     1.2150e+00     1.6350e+00
     9.0600e+02     1.4954e+00     1.2165e+00     1.6365e+00
     9.0650e+02     1.4971e+00     1.2181e+00     1.6383e+00
     9.0700e+02     1.4989e+00     1.2196e+00     1.6401e+00
     9.0750e+02     1.5006e+00     1.2213e+00     1.6418e+00
     9.0800e+02     1.5024e+00     1.2229e+00     1.6436e+00
     9.0850e+02     1.5042e+00     1.2245e+00     1.6454e+00
     9.0900e+02     1.5060e+00     1.2262e+00     1.6472e+00
     9.0950e+02     1.5079e+00     1.2279e+00     1.6490e+00
     9.1000e+02     1.5098e+00     1.2297e+00     1.6510e+00
     9.1050e+02     1.5118e+00     1.2315e+00     1.6529e+00
     9.1100e+02     1.5137e+00     1.2333e+00     1.6549e+00
     9.1150e+02     1.5157e+00     1.2351e+00     1.6568e+00
     9.1200e+02     1.5177e+00     1.2370e+00     1.6589e+00
     9.1250e+02     1.5197e+00     1.2388e+00     1.6608e+00
     9.1300e+02     1.5218e+00     1.2407e+00     1.6629e+00
     9.1350e+02     1.5239e+00     1.2427e+00     1.6650e+00
     9.1400e+02     1.5262e+00     1.2447e+00     1.6673e+00
     9.1450e+02     1.5284e+00     1.2468e+00     1.6694e+00
     9.1500e+02     1.5306e+00     1.2488e+00     1.6716e+00
     9.1550e+02     1.5328e+00     1.2509e+00     1.6739e+00
     9.1600e+02     1.5351e+00     1.2530e+00     1.6761e+00
     9.1650e+02     1.5374e+00     1.2552e+00     1.6784e+00
     9.1700e+02     1.5397e+00     1.2573e+00     1.6807e+00
     9.1750e+02     1.5422e+00     1.2597e+00     1.6833e+00
     9.1800e+02     1.5446e+00     1.2619e+00     1.6857e+00
     9.1850e+02     1.5472e+00     1.2643e+00     1.6881e+00
     9.1900e+02     1.5497e+00     1.2667e+00     1.6908e+00
     9.1950e+02     1.5523e+00     1.2691e+00     1.6933e+00
     9.2000e+02     1.5549e+00     1.2716e+00     1.6959e+00
     9.2050e+02     1.5576e+00     1.2741e+00     1.6986e+00
     9.2100e+02     1.5603e+00     1.2766e+00     1.7013e+00
     9.2150e+02     1.5631e+00     1.2793e+00     1.7041e+00
     9.2200e+02     1.5660e+00     1.2820e+00     1.7069e+00
     9.2250e+02     1.5689e+00     1.2848e+00     1.7099e+00
     9.2300e+02     1.5719e+00     1.2876e+00     1.7128e+00
     9.2350e+02     1.5748e+00     1.2904e+00     1.7158e+00
     9.2400e+02     1.5779e+00     1.2933e+00     1.7188e+00
     9.2450e+02     1.5809e+00     1.2962e+00     1.7219e+00
     9.2500e+02     1.5841e+00     1.2992e+00     1.7250e+00
     9.2550e+02     1.5874e+00     1.3023e+00     1.7283e+00
     9.2600e+02     1.5907e+00     1.3055e+00     1.7316e+00
     9.2650e+02     1.5941e+00     1.3088e+00     1.7351e+00
     9.2700e+02     1.5976e+00     1.3120e+00     1.7385e+00
     9.2750e+02     1.6011e+00     1.3153e+00     1.7419e+00
     9.2800e+02     1.6046e+00     1.3187e+00     1.7454e+00
     9.2850e+02     1.6082e+00     1.3222e+00     1.7491e+00
     9.2900e+02     1.6120e+00     1.3258e+00     1.7529e+00
     9.2950e+02     1.6159e+00     1.3295e+00     1.7567e+00
     9.3000e+02     1.6198e+00     1.3333e+00     1.7607e+00
     9.3050e+02     1.6238e+00     1.3371e+00     1.7647e+00
     9.3100e+02     1.6278e+00     1.3410e+00     1.7687e+00
     9.3150e+02     1.6319e+00     1.3449e+00     1.7727e+00
     9.3200e+02     1.6361e+00     1.3490e+00     1.7770e+00
     9.3250e+02     1.6405e+00     1.3532e+00     1.7814e+00
     9.3300e+02     1.6450e+00     1.3576e+00     1.7859e+00
     9.3350e+02     1.6496e+00     1.3620e+00     1.7905e+00
     9.3400e+02     1.6542e+00     1.3664e+00     1.7950e+00
     9.3450e+02     1.6589e+00     1.3709e+00     1.7997e+00
     9.3500e+02     1.6636e+00     1.3756e+00     1.8045e+00
     9.3550e+02     1.6687e+00     1.3805e+00     1.8096e+00
     9.3600e+02     1.6739e+00     1.3855e+00     1.8148e+00
     9.3650e+02     1.6792e+00     1.3906e+00     1.8200e+00
     9.3700e+02     1.6845e+00     1.3958e+00     1.8254e+00
     9.3750e+02     1.6900e+00     1.4011e+00     1.8308e+00
     9.3800e+02     1.6955e+00     1.4065e+00     1.8363e+00
     9.3850e+02     1.7012e+00     1.4120e+00     1.8420e+00
     9.3900e+02     1.7073e+00     1.4179e+00     1.8482e+00
     9.3950e+02     1.7135e+00     1.4239e+00     1.8543e+00
     9.4000e+02     1.7198e+00     1.4301e+00     1.8606e+00
     9.4050e+02     1.7262e+00     1.4363e+00     1.8670e+00
     9.4100e+02     1.7327e+00     1.4426e+00     1.8736e+00
     9.4150e+02     1.7393e+00     1.4491e+00     1.8801e+00
     9.4200e+02     1.7463e+00     1.4560e+00     1.8872e+00
     9.4250e+02     1.7536e+00     1.4631e+00     1.8944e+00
     9.4300e+02     1.7610e+00     1.4703e+00     1.9018e+00
     9.4350e+02     1.7685e+00     1.4776e+00     1.9093e+00
     9.4400e+02     1.7762e+00     1.4852e+00     1.9170e+00
     9.4450e+02     1.7840e+00     1.4928e+00     1.9249e+00
     9.4500e+02     1.7923e+00     1.5010e+00     1.9332e+00
     9.4550e+02     1.8009e+00     1.5094e+00     1.9417e+00
     9.4600e+02     1.8097e+00     1.5180e+00     1.9506e+00
     9.4650e+02     1.8187e+00     1.5268e+00     1.9596e+00
     9.4700e+02     1.8279e+00     1.5358e+00     1.9687e+00
     9.4750e+02     1.8372e+00     1.5450e+00     1.9781e+00
     9.4800e+02     1.8472e+00     1.5548e+00     1.9881e+00
     9.4850e+02     1.8576e+00     1.5650e+00     1.9985e+00
     9.4900e+02     1.8682e+00     1.5754e+00     2.0091e+00
     9.4950e+02     1.8789e+00     1.5860e+00     2.0199e+00
     9.5000e+02     1.8900e+00     1.5969e+00     2.0309e+00
     9.5050e+02     1.9013e+00     1.6080e+00     2.0422e+00
     9.5100e+02     1.9136e+00     1.6201e+00     2.0545e+00
     9.5150e+02     1.9262e+00     1.6326e+00     2.0672e+00
     9.5200e+02     1.9391e+00     1.6453e+00     2.0801e+00
     9.5250e+02     1.9523e+00     1.6583e+00     2.0933e+00
     9.5300e+02     1.9657e+00     1.6715e+00     2.1067e+00
     9.5350e+02     1.9800e+00     1.6856e+00     2.1211e+00
     9.5400e+02     1.9952e+00     1.7006e+00     2.1363e+00
     9.5450e+02     2.0107e+00     1.7159e+00     2.1518e+00
     9.5500e+02     2.0265e+00     1.7316e+00     2.1677e+00
     9.5550e+02     2.0428e+00     1.7477e+00     2.1841e+00
     9.5600e+02     2.0598e+00     1.7644e+00     2.2010e+00
     9.5650e+02     2.0781e+00     1.7826e+00     2.2193e+00
     9.5700e+02     2.0970e+00     1.8012e+00     2.2383e+00
     9.5750e+02     2.1163e+00     1.8203e+00     2.2577e+00
     9.5800e+02     2.1362e+00     1.8400e+00     2.2776e+00
     9.5850e+02     2.1570e+00     1.8606e+00     2.2984e+00
     9.5900e+02     2.1795e+00     1.8829e+00     2.3210e+00
     9.5950e+02     2.2027e+00     1.9058e+00     2.3442e+00
     9.6000e+02     2.2265e+00     1.9294e+00     2.3681e+00
