# 14N(p,gamma)15O S-factor potential model data
# Source: Xu et al. 2013
#
# data = SC87, IM05, RU05, BE06b, LE06b
#
# Units:
#  E - keV
#  S - keV barn
#
     E              S              S_min          S_max
     2.0700e+02     3.1596e+00     2.9654e+00     3.3539e+00
     2.0750e+02     3.1937e+00     2.9988e+00     3.3886e+00
     2.0800e+02     3.2288e+00     3.0332e+00     3.4244e+00
     2.0850e+02     3.2654e+00     3.0690e+00     3.4618e+00
     2.0900e+02     3.3028e+00     3.1056e+00     3.4999e+00
     2.0950e+02     3.3410e+00     3.1431e+00     3.5390e+00
     2.1000e+02     3.3813e+00     3.1825e+00     3.5801e+00
     2.1050e+02     3.4224e+00     3.2228e+00     3.6220e+00
     2.1100e+02     3.4645e+00     3.2640e+00     3.6650e+00
     2.1150e+02     3.5087e+00     3.3073e+00     3.7101e+00
     2.1200e+02     3.5541e+00     3.3517e+00     3.7564e+00
     2.1250e+02     3.6005e+00     3.3972e+00     3.8038e+00
     2.1300e+02     3.6492e+00     3.4449e+00     3.8535e+00
     2.1350e+02     3.6993e+00     3.4940e+00     3.9047e+00
     2.1400e+02     3.7507e+00     3.5443e+00     3.9571e+00
     2.1450e+02     3.8045e+00     3.5969e+00     4.0120e+00
     2.1500e+02     3.8602e+00     3.6515e+00     4.0689e+00
     2.1550e+02     3.9172e+00     3.7072e+00     4.1271e+00
     2.1600e+02     3.9768e+00     3.7656e+00     4.1880e+00
     2.1650e+02     4.0387e+00     3.8262e+00     4.2512e+00
     2.1700e+02     4.1021e+00     3.8882e+00     4.3159e+00
     2.1750e+02     4.1686e+00     3.9534e+00     4.3839e+00
     2.1800e+02     4.2376e+00     4.0209e+00     4.4544e+00
     2.1850e+02     4.3084e+00     4.0902e+00     4.5267e+00
     2.1900e+02     4.3829e+00     4.1631e+00     4.6028e+00
     2.1950e+02     4.4602e+00     4.2387e+00     4.6817e+00
     2.2000e+02     4.5395e+00     4.3163e+00     4.7627e+00
     2.2050e+02     4.6234e+00     4.3985e+00     4.8484e+00
     2.2100e+02     4.7103e+00     4.4835e+00     4.9371e+00
     2.2150e+02     4.7993e+00     4.5706e+00     5.0281e+00
     2.2200e+02     4.8945e+00     4.6637e+00     5.1253e+00
     2.2250e+02     4.9924e+00     4.7595e+00     5.2253e+00
     2.2300e+02     5.0936e+00     4.8585e+00     5.3287e+00
     2.2350e+02     5.2013e+00     4.9639e+00     5.4388e+00
     2.2400e+02     5.3122e+00     5.0724e+00     5.5520e+00
     2.2450e+02     5.4281e+00     5.1857e+00     5.6704e+00
     2.2500e+02     5.5505e+00     5.3055e+00     5.7955e+00
     2.2550e+02     5.6767e+00     5.4289e+00     5.9244e+00
     2.2600e+02     5.8103e+00     5.5596e+00     6.0609e+00
     2.2650e+02     5.9500e+00     5.6964e+00     6.2037e+00
     2.2700e+02     6.0942e+00     5.8374e+00     6.3510e+00
     2.2750e+02     6.2495e+00     5.9893e+00     6.5097e+00
     2.2800e+02     6.4099e+00     6.1462e+00     6.6736e+00
     2.2850e+02     6.5782e+00     6.3108e+00     6.8456e+00
     2.2900e+02     6.7572e+00     6.4859e+00     7.0285e+00
     2.2950e+02     6.9424e+00     6.6671e+00     7.2177e+00
     2.3000e+02     7.1407e+00     6.8611e+00     7.4204e+00
     2.3050e+02     7.3483e+00     7.0641e+00     7.6325e+00
     2.3100e+02     7.5658e+00     7.2768e+00     7.8548e+00
     2.3150e+02     7.7992e+00     7.5051e+00     8.0933e+00
     2.3200e+02     8.0414e+00     7.7420e+00     8.3409e+00
     2.3250e+02     8.3021e+00     7.9969e+00     8.6072e+00
     2.3300e+02     8.5760e+00     8.2648e+00     8.8872e+00
     2.3350e+02     8.8654e+00     8.5479e+00     9.1830e+00
     2.3400e+02     9.1765e+00     8.8521e+00     9.5009e+00
     2.3450e+02     9.5004e+00     9.1689e+00     9.8319e+00
     2.3500e+02     9.8541e+00     9.5148e+00     1.0193e+01
     2.3550e+02     1.0224e+01     9.8767e+00     1.0572e+01
     2.3600e+02     1.0623e+01     1.0267e+01     1.0980e+01
     2.3650e+02     1.1048e+01     1.0683e+01     1.1414e+01
     2.3700e+02     1.1501e+01     1.1126e+01     1.1877e+01
     2.3750e+02     1.1992e+01     1.1605e+01     1.2378e+01
     2.3800e+02     1.2509e+01     1.2112e+01     1.2908e+01
     2.3850e+02     1.3079e+01     1.2669e+01     1.3490e+01
     2.3900e+02     1.3679e+01     1.3255e+01     1.4103e+01
     2.3950e+02     1.4342e+01     1.3904e+01     1.4781e+01
     2.4000e+02     1.5046e+01     1.4592e+01     1.5500e+01
     2.4050e+02     1.5821e+01     1.5350e+01     1.6293e+01
     2.4100e+02     1.6651e+01     1.6161e+01     1.7140e+01
     2.4150e+02     1.7568e+01     1.7058e+01     1.8078e+01
     2.4200e+02     1.8554e+01     1.8023e+01     1.9086e+01
     2.4250e+02     1.9651e+01     1.9095e+01     2.0207e+01
     2.4300e+02     2.0834e+01     2.0252e+01     2.1417e+01
     2.4350e+02     2.2162e+01     2.1550e+01     2.2774e+01
     2.4400e+02     2.3599e+01     2.2955e+01     2.4242e+01
     2.4450e+02     2.5228e+01     2.4548e+01     2.5908e+01
     2.4500e+02     2.6996e+01     2.6277e+01     2.7715e+01
     2.4550e+02     2.9024e+01     2.8260e+01     2.9788e+01
     2.4600e+02     3.1253e+01     3.0440e+01     3.2067e+01
     2.4650e+02     3.3793e+01     3.2923e+01     3.4663e+01
     2.4700e+02     3.6661e+01     3.5728e+01     3.7595e+01
     2.4750e+02     3.9894e+01     3.8888e+01     4.0899e+01
     2.4800e+02     4.3665e+01     4.2576e+01     4.4754e+01
     2.4850e+02     4.7936e+01     4.6753e+01     4.9120e+01
     2.4900e+02     5.2935e+01     5.1640e+01     5.4230e+01
     2.4950e+02     5.8807e+01     5.7382e+01     6.0232e+01
     2.5000e+02     6.5636e+01     6.4058e+01     6.7212e+01
     2.5050e+02     7.3847e+01     7.2088e+01     7.5607e+01
     2.5100e+02     8.3786e+01     8.1806e+01     8.5766e+01
     2.5150e+02     9.5785e+01     9.3538e+01     9.8032e+01
     2.5200e+02     1.1048e+02     1.0791e+02     1.1305e+02
     2.5250e+02     1.2924e+02     1.2625e+02     1.3223e+02
     2.5300e+02     1.5323e+02     1.4971e+02     1.5675e+02
     2.5350e+02     1.8449e+02     1.8027e+02     1.8870e+02
     2.5400e+02     2.2635e+02     2.2121e+02     2.3150e+02
     2.5450e+02     2.8430e+02     2.7787e+02     2.9074e+02
     2.5500e+02     3.6777e+02     3.5948e+02     3.7606e+02
     2.5550e+02     4.9413e+02     4.8303e+02     5.0523e+02
     2.5600e+02     6.9758e+02     6.8196e+02     7.1320e+02
     2.5650e+02     1.0518e+03     1.0283e+03     1.0753e+03
     2.5700e+02     1.7647e+03     1.7254e+03     1.8040e+03
     2.5750e+02     3.4233e+03     3.3471e+03     3.4995e+03
     2.5800e+02     8.3229e+03     8.1378e+03     8.5080e+03
     2.5850e+02     1.8760e+04     1.8343e+04     1.9177e+04
     2.5900e+02     1.0903e+04     1.0661e+04     1.1145e+04
     2.5950e+02     4.2427e+03     4.1483e+03     4.3371e+03
     2.6000e+02     2.0619e+03     2.0159e+03     2.1078e+03
     2.6050e+02     1.1913e+03     1.1647e+03     1.2179e+03
     2.6100e+02     7.7183e+02     7.5457e+02     7.8910e+02
     2.6150e+02     5.4041e+02     5.2828e+02     5.5253e+02
     2.6200e+02     3.9815e+02     3.8919e+02     4.0712e+02
     2.6250e+02     3.0389e+02     2.9702e+02     3.1076e+02
     2.6300e+02     2.4114e+02     2.3566e+02     2.4661e+02
     2.6350e+02     1.9555e+02     1.9109e+02     2.0001e+02
     2.6400e+02     1.6136e+02     1.5766e+02     1.6506e+02
     2.6450e+02     1.3597e+02     1.3283e+02     1.3911e+02
     2.6500e+02     1.1585e+02     1.1316e+02     1.1855e+02
     2.6550e+02     9.9896e+01     9.7560e+01     1.0223e+02
     2.6600e+02     8.7351e+01     8.5294e+01     8.9409e+01
     2.6650e+02     7.6405e+01     7.4591e+01     7.8219e+01
     2.6700e+02     6.8158e+01     6.6528e+01     6.9789e+01
     2.6750e+02     6.0876e+01     5.9407e+01     6.2345e+01
     2.6800e+02     5.4519e+01     5.3192e+01     5.5847e+01
     2.6850e+02     4.9523e+01     4.8306e+01     5.0739e+01
     2.6900e+02     4.4995e+01     4.3879e+01     4.6111e+01
     2.6950e+02     4.0916e+01     3.9891e+01     4.1942e+01
     2.7000e+02     3.7689e+01     3.6736e+01     3.8643e+01
     2.7050e+02     3.4725e+01     3.3837e+01     3.5612e+01
     2.7100e+02     3.2002e+01     3.1175e+01     3.2829e+01
     2.7150e+02     2.9701e+01     2.8926e+01     3.0477e+01
     2.7200e+02     2.7679e+01     2.6949e+01     2.8410e+01
     2.7250e+02     2.5801e+01     2.5112e+01     2.6490e+01
     2.7300e+02     2.4056e+01     2.3406e+01     2.4706e+01
     2.7350e+02     2.2618e+01     2.2000e+01     2.3236e+01
     2.7400e+02     2.1283e+01     2.0695e+01     2.1871e+01
     2.7450e+02     2.0031e+01     1.9471e+01     2.0592e+01
     2.7500e+02     1.8859e+01     1.8324e+01     1.9393e+01
     2.7550e+02     1.7876e+01     1.7364e+01     1.8389e+01
     2.7600e+02     1.6957e+01     1.6465e+01     1.7448e+01
     2.7650e+02     1.6088e+01     1.5616e+01     1.6561e+01
     2.7700e+02     1.5268e+01     1.4814e+01     1.5723e+01
     2.7750e+02     1.4547e+01     1.4109e+01     1.4985e+01
     2.7800e+02     1.3893e+01     1.3469e+01     1.4317e+01
     2.7850e+02     1.3271e+01     1.2861e+01     1.3681e+01
     2.7900e+02     1.2679e+01     1.2283e+01     1.3076e+01
     2.7950e+02     1.2120e+01     1.1735e+01     1.2504e+01
     2.8000e+02     1.1640e+01     1.1267e+01     1.2013e+01
     2.8050e+02     1.1182e+01     1.0819e+01     1.1545e+01
     2.8100e+02     1.0745e+01     1.0392e+01     1.1098e+01
     2.8150e+02     1.0327e+01     9.9828e+00     1.0671e+01
     2.8200e+02     9.9324e+00     9.5973e+00     1.0268e+01
     2.8250e+02     9.5882e+00     9.2608e+00     9.9157e+00
     2.8300e+02     9.2577e+00     8.9377e+00     9.5778e+00
     2.8350e+02     8.9402e+00     8.6273e+00     9.2532e+00
     2.8400e+02     8.6354e+00     8.3293e+00     8.9415e+00
     2.8450e+02     8.3426e+00     8.0431e+00     8.6421e+00
     2.8500e+02     8.0872e+00     7.7934e+00     8.3810e+00
     2.8550e+02     7.8421e+00     7.5538e+00     8.1303e+00
     2.8600e+02     7.6057e+00     7.3227e+00     7.8886e+00
     2.8650e+02     7.3778e+00     7.1000e+00     7.6556e+00
     2.8700e+02     7.1581e+00     6.8852e+00     7.4309e+00
     2.8750e+02     6.9555e+00     6.6872e+00     7.2238e+00
     2.8800e+02     6.7696e+00     6.5054e+00     7.0337e+00
     2.8850e+02     6.5897e+00     6.3296e+00     6.8498e+00
     2.8900e+02     6.4157e+00     6.1596e+00     6.6718e+00
     2.8950e+02     6.2474e+00     5.9950e+00     6.4997e+00
     2.9000e+02     6.0845e+00     5.8358e+00     6.3331e+00
     2.9050e+02     5.9367e+00     5.6914e+00     6.1820e+00
     2.9100e+02     5.7973e+00     5.5552e+00     6.0395e+00
     2.9150e+02     5.6620e+00     5.4229e+00     5.9011e+00
     2.9200e+02     5.5307e+00     5.2946e+00     5.7668e+00
     2.9250e+02     5.4034e+00     5.1702e+00     5.6366e+00
     2.9300e+02     5.2798e+00     5.0494e+00     5.5102e+00
     2.9350e+02     5.1665e+00     4.9386e+00     5.3943e+00
     2.9400e+02     5.0597e+00     4.8343e+00     5.2851e+00
     2.9450e+02     4.9558e+00     4.7327e+00     5.1788e+00
     2.9500e+02     4.8546e+00     4.6339e+00     5.0753e+00
     2.9550e+02     4.7562e+00     4.5377e+00     4.9747e+00
     2.9600e+02     4.6606e+00     4.4443e+00     4.8769e+00
     2.9650e+02     4.5697e+00     4.3555e+00     4.7839e+00
     2.9700e+02     4.4864e+00     4.2741e+00     4.6987e+00
     2.9750e+02     4.4051e+00     4.1946e+00     4.6155e+00
     2.9800e+02     4.3258e+00     4.1172e+00     4.5344e+00
     2.9850e+02     4.2485e+00     4.0417e+00     4.4554e+00
     2.9900e+02     4.1732e+00     3.9681e+00     4.3783e+00
     2.9950e+02     4.0997e+00     3.8963e+00     4.3031e+00
     3.0000e+02     4.0318e+00     3.8299e+00     4.2336e+00
     3.0050e+02     3.9671e+00     3.7668e+00     4.1674e+00
     3.0100e+02     3.9041e+00     3.7052e+00     4.1029e+00
     3.0150e+02     3.8424e+00     3.6449e+00     4.0398e+00
     3.0200e+02     3.7821e+00     3.5861e+00     3.9782e+00
     3.0250e+02     3.7232e+00     3.5285e+00     3.9179e+00
     3.0300e+02     3.6657e+00     3.4723e+00     3.8590e+00
     3.0350e+02     3.6126e+00     3.4205e+00     3.8047e+00
     3.0400e+02     3.5617e+00     3.3708e+00     3.7526e+00
     3.0450e+02     3.5118e+00     3.3221e+00     3.7016e+00
     3.0500e+02     3.4630e+00     3.2744e+00     3.6516e+00
     3.0550e+02     3.4153e+00     3.2278e+00     3.6027e+00
     3.0600e+02     3.3685e+00     3.1821e+00     3.5549e+00
     3.0650e+02     3.3227e+00     3.1374e+00     3.5080e+00
     3.0700e+02     3.2797e+00     3.0954e+00     3.4640e+00
     3.0750e+02     3.2389e+00     3.0556e+00     3.4222e+00
     3.0800e+02     3.1989e+00     3.0165e+00     3.3812e+00
     3.0850e+02     3.1597e+00     2.9782e+00     3.3411e+00
     3.0900e+02     3.1212e+00     2.9407e+00     3.3017e+00
     3.0950e+02     3.0835e+00     2.9039e+00     3.2632e+00
     3.1000e+02     3.0465e+00     2.8678e+00     3.2252e+00
     3.1050e+02     3.0105e+00     2.8326e+00     3.1883e+00
     3.1100e+02     2.9774e+00     2.8003e+00     3.1545e+00
     3.1150e+02     2.9449e+00     2.7686e+00     3.1212e+00
     3.1200e+02     2.9130e+00     2.7375e+00     3.0885e+00
     3.1250e+02     2.8816e+00     2.7068e+00     3.0564e+00
     3.1300e+02     2.8508e+00     2.6768e+00     3.0248e+00
     3.1350e+02     2.8206e+00     2.6473e+00     2.9939e+00
     3.1400e+02     2.7909e+00     2.6184e+00     2.9635e+00
     3.1450e+02     2.7624e+00     2.5905e+00     2.9343e+00
     3.1500e+02     2.7356e+00     2.5644e+00     2.9068e+00
     3.1550e+02     2.7093e+00     2.5387e+00     2.8799e+00
     3.1600e+02     2.6834e+00     2.5135e+00     2.8533e+00
     3.1650e+02     2.6580e+00     2.4886e+00     2.8273e+00
     3.1700e+02     2.6330e+00     2.4643e+00     2.8017e+00
     3.1750e+02     2.6084e+00     2.4403e+00     2.7765e+00
     3.1800e+02     2.5842e+00     2.4167e+00     2.7517e+00
     3.1850e+02     2.5608e+00     2.3938e+00     2.7277e+00
     3.1900e+02     2.5390e+00     2.3726e+00     2.7054e+00
     3.1950e+02     2.5174e+00     2.3516e+00     2.6833e+00
     3.2000e+02     2.4962e+00     2.3308e+00     2.6615e+00
     3.2050e+02     2.4753e+00     2.3105e+00     2.6401e+00
     3.2100e+02     2.4548e+00     2.2905e+00     2.6191e+00
     3.2150e+02     2.4345e+00     2.2707e+00     2.5983e+00
     3.2200e+02     2.4146e+00     2.2513e+00     2.5778e+00
     3.2250e+02     2.3950e+00     2.2322e+00     2.5578e+00
     3.2300e+02     2.3768e+00     2.2145e+00     2.5391e+00
     3.2350e+02     2.3589e+00     2.1971e+00     2.5208e+00
     3.2400e+02     2.3413e+00     2.1799e+00     2.5027e+00
     3.2450e+02     2.3239e+00     2.1630e+00     2.4849e+00
     3.2500e+02     2.3068e+00     2.1463e+00     2.4673e+00
     3.2550e+02     2.2899e+00     2.1298e+00     2.4500e+00
     3.2600e+02     2.2734e+00     2.1137e+00     2.4330e+00
     3.2650e+02     2.2570e+00     2.0978e+00     2.4163e+00
     3.2700e+02     2.2411e+00     2.0823e+00     2.4000e+00
     3.2750e+02     2.2262e+00     2.0678e+00     2.3846e+00
     3.2800e+02     2.2115e+00     2.0534e+00     2.3695e+00
     3.2850e+02     2.1969e+00     2.0392e+00     2.3545e+00
     3.2900e+02     2.1825e+00     2.0253e+00     2.3398e+00
     3.2950e+02     2.1683e+00     2.0114e+00     2.3252e+00
     3.3000e+02     2.1543e+00     1.9978e+00     2.3108e+00
     3.3050e+02     2.1405e+00     1.9843e+00     2.2967e+00
     3.3100e+02     2.1269e+00     1.9711e+00     2.2827e+00
     3.3150e+02     2.1138e+00     1.9584e+00     2.2693e+00
     3.3200e+02     2.1013e+00     1.9462e+00     2.2565e+00
     3.3250e+02     2.0890e+00     1.9342e+00     2.2438e+00
     3.3300e+02     2.0767e+00     1.9223e+00     2.2312e+00
     3.3350e+02     2.0647e+00     1.9106e+00     2.2188e+00
     3.3400e+02     2.0528e+00     1.8990e+00     2.2066e+00
     3.3450e+02     2.0411e+00     1.8876e+00     2.1945e+00
     3.3500e+02     2.0294e+00     1.8763e+00     2.1826e+00
     3.3550e+02     2.0180e+00     1.8652e+00     2.1709e+00
     3.3600e+02     2.0069e+00     1.8544e+00     2.1595e+00
     3.3650e+02     1.9964e+00     1.8441e+00     2.1486e+00
     3.3700e+02     1.9859e+00     1.8339e+00     2.1379e+00
     3.3750e+02     1.9756e+00     1.8239e+00     2.1272e+00
     3.3800e+02     1.9654e+00     1.8140e+00     2.1168e+00
     3.3850e+02     1.9553e+00     1.8042e+00     2.1064e+00
     3.3900e+02     1.9453e+00     1.7945e+00     2.0962e+00
     3.3950e+02     1.9355e+00     1.7849e+00     2.0861e+00
     3.4000e+02     1.9258e+00     1.7755e+00     2.0760e+00
     3.4050e+02     1.9162e+00     1.7662e+00     2.0662e+00
     3.4100e+02     1.9071e+00     1.7574e+00     2.0569e+00
     3.4150e+02     1.8982e+00     1.7487e+00     2.0477e+00
     3.4200e+02     1.8894e+00     1.7402e+00     2.0386e+00
     3.4250e+02     1.8807e+00     1.7317e+00     2.0296e+00
     3.4300e+02     1.8721e+00     1.7233e+00     2.0208e+00
     3.4350e+02     1.8635e+00     1.7150e+00     2.0120e+00
     3.4400e+02     1.8551e+00     1.7069e+00     2.0034e+00
     3.4450e+02     1.8468e+00     1.6987e+00     1.9947e+00
     3.4500e+02     1.8385e+00     1.6908e+00     1.9863e+00
     3.4550e+02     1.8305e+00     1.6829e+00     1.9780e+00
     3.4600e+02     1.8228e+00     1.6755e+00     1.9701e+00
     3.4650e+02     1.8152e+00     1.6681e+00     1.9623e+00
     3.4700e+02     1.8077e+00     1.6609e+00     1.9545e+00
     3.4750e+02     1.8002e+00     1.6536e+00     1.9469e+00
     3.4800e+02     1.7929e+00     1.6465e+00     1.9393e+00
     3.4850e+02     1.7856e+00     1.6394e+00     1.9318e+00
     3.4900e+02     1.7784e+00     1.6324e+00     1.9244e+00
     3.4950e+02     1.7713e+00     1.6255e+00     1.9170e+00
     3.5000e+02     1.7642e+00     1.6187e+00     1.9097e+00
     3.5050e+02     1.7574e+00     1.6120e+00     1.9027e+00
     3.5100e+02     1.7508e+00     1.6056e+00     1.8959e+00
     3.5150e+02     1.7442e+00     1.5993e+00     1.8891e+00
     3.5200e+02     1.7378e+00     1.5930e+00     1.8825e+00
     3.5250e+02     1.7313e+00     1.5868e+00     1.8759e+00
     3.5300e+02     1.7250e+00     1.5807e+00     1.8693e+00
     3.5350e+02     1.7187e+00     1.5746e+00     1.8629e+00
     3.5400e+02     1.7125e+00     1.5686e+00     1.8564e+00
     3.5450e+02     1.7064e+00     1.5626e+00     1.8501e+00
     3.5500e+02     1.7002e+00     1.5567e+00     1.8437e+00
     3.5550e+02     1.6942e+00     1.5509e+00     1.8376e+00
     3.5600e+02     1.6885e+00     1.5453e+00     1.8316e+00
     3.5650e+02     1.6828e+00     1.5399e+00     1.8258e+00
     3.5700e+02     1.6772e+00     1.5344e+00     1.8200e+00
     3.5750e+02     1.6716e+00     1.5290e+00     1.8143e+00
     3.5800e+02     1.6661e+00     1.5237e+00     1.8086e+00
     3.5850e+02     1.6607e+00     1.5184e+00     1.8030e+00
     3.5900e+02     1.6552e+00     1.5132e+00     1.7973e+00
     3.5950e+02     1.6499e+00     1.5080e+00     1.7918e+00
     3.6000e+02     1.6445e+00     1.5028e+00     1.7863e+00
     3.6050e+02     1.6393e+00     1.4977e+00     1.7808e+00
     3.6100e+02     1.6342e+00     1.4929e+00     1.7756e+00
     3.6150e+02     1.6292e+00     1.4880e+00     1.7705e+00
     3.6200e+02     1.6243e+00     1.4833e+00     1.7654e+00
     3.6250e+02     1.6195e+00     1.4786e+00     1.7604e+00
     3.6300e+02     1.6147e+00     1.4739e+00     1.7554e+00
     3.6350e+02     1.6098e+00     1.4693e+00     1.7504e+00
     3.6400e+02     1.6051e+00     1.4647e+00     1.7455e+00
     3.6450e+02     1.6004e+00     1.4602e+00     1.7406e+00
     3.6500e+02     1.5957e+00     1.4556e+00     1.7358e+00
     3.6550e+02     1.5911e+00     1.4512e+00     1.7310e+00
     3.6600e+02     1.5865e+00     1.4467e+00     1.7262e+00
     3.6650e+02     1.5821e+00     1.4425e+00     1.7217e+00
     3.6700e+02     1.5778e+00     1.4383e+00     1.7172e+00
     3.6750e+02     1.5734e+00     1.4342e+00     1.7127e+00
     3.6800e+02     1.5692e+00     1.4301e+00     1.7083e+00
     3.6850e+02     1.5650e+00     1.4260e+00     1.7039e+00
     3.6900e+02     1.5608e+00     1.4219e+00     1.6996e+00
     3.6950e+02     1.5566e+00     1.4179e+00     1.6952e+00
