MG,BP-RP,MG0,BP-RP0
16.853151,1.094116,5.125050054,0.978856255
17.905428,1.674877,6.177327054,1.559617255
15.000932,0.959957,3.272831054,0.844697255
16.54468,1.045098,4.816579054,0.929838255
14.922919,1.110186,3.194818054,0.994926255
15.68588,0.905714,3.957779054,0.790454255
14.788931,0.938168,3.060830054,0.822908255
17.535019,1.483232,5.806918054,1.367972255
17.943563,1.298037,6.215462054,1.182777255
14.612676,0.901182,2.884575054,0.785922255
15.497844,0.868645,3.769743054,0.753385255
16.239462,0.994554,4.511361054,0.879294255
14.959401,0.854013,3.231300054,0.738753255
15.200149,0.872066,3.472048054,0.756806255
17.404057,1.180924,5.675956054,1.065664255
16.46946,1.079125,4.741359054,0.963865255
17.927706,1.432013,6.199605054,1.316753255
15.381099,0.862417,3.652998054,0.747157255
16.280264,1.003886,4.552163054,0.888626255
16.803959,1.070959,5.075858054,0.955699255
16.503435,1.148773,4.775334054,1.033513255
16.144041,0.964471,4.415940054,0.849211255
15.790668,0.910641,4.062567054,0.795381255
15.137473,0.881324,3.409372054,0.766064255
17.571348,1.300066,5.843247054,1.184806255
17.192225,1.168743,5.464124054,1.053483255
14.607098,0.866233,2.878997054,0.750973255
16.88968,1.0762,5.161579054,0.960940255
15.523842,0.973736,3.795741054,0.858476255
14.95104,0.864107,3.222939054,0.748847255
16.434046,0.983728,4.705945054,0.868468255
15.991871,0.940176,4.263770054,0.824916255
17.662079,1.305412,5.933978054,1.190152255
17.473124,1.238039,5.745023054,1.122779255
14.699844,1.205998,2.971743054,1.090738255
17.040442,1.108257,5.312341054,0.992997255
16.784273,1.080994,5.056172054,0.965734255
12.383574,1.42854,0.655473054,1.313280255
17.87015,1.353195,6.142049054,1.237935255
14.53869,1.200754,2.810589054,1.085494255
17.720566,1.325355,5.992465054,1.210095255
17.337706,1.20484,5.609605054,1.089580255
15.175327,0.871783,3.447226054,0.756523255
13.079805,1.34944,1.351704054,1.234180255
15.170754,0.863352,3.442653054,0.748092255
16.282457,1.055674,4.554356054,0.940414255
16.362452,0.981789,4.634351054,0.866529255
14.783676,0.934216,3.055575054,0.818956255
14.853537,1.180084,3.125436054,1.064824255
16.26235,0.97891,4.534249054,0.863650255
16.06416,0.952488,4.336059054,0.837228255
16.194683,0.959533,4.466582054,0.844273255
14.938821,1.21778,3.210720054,1.102520255
17.971996,1.455107,6.243895054,1.339847255
15.326382,0.87305,3.598281054,0.757790255
16.148611,0.989511,4.420510054,0.874251255
15.492988,0.898801,3.764887054,0.783541255
15.561891,0.914589,3.833790054,0.799329255
16.86274,1.087381,5.134639054,0.972121255
15.257692,0.888891,3.529591054,0.773631255
15.150256,0.933499,3.422155054,0.818239255
16.997955,1.105514,5.269854054,0.990254255
17.245575,1.172089,5.517474054,1.056829255
17.249578,1.355858,5.521477054,1.240598255
15.199319,0.915037,3.471218054,0.799777255
14.202538,1.219122,2.474437054,1.103862255
14.914469,0.898403,3.186368054,0.783143255
17.37309,1.23263,5.644989054,1.117370255
15.633128,0.835861,3.905027054,0.720601255
16.137651,0.933032,4.409550054,0.817772255
17.793755,1.337385,6.065654054,1.222125255
16.791697,1.252186,5.063596054,1.136926255
16.96811,1.085508,5.240009054,0.970248255
14.68217,0.922648,2.954069054,0.807388255
14.955904,0.924412,3.227803054,0.809152255
15.321358,0.929573,3.593257054,0.814313255
15.593891,1.003429,3.865790054,0.888169255
15.876684,0.989455,4.148583054,0.874195255
15.282662,0.933167,3.554561054,0.817907255
17.878572,1.390499,6.150471054,1.275239255
17.569067,1.280106,5.840966054,1.164846255
15.221726,0.871944,3.493625054,0.756684255
15.397902,0.894252,3.669801054,0.778992255
16.973406,1.133852,5.245305054,1.018592255
12.480049,1.333407,0.751948054,1.218147255
17.245552,1.201467,5.517451054,1.086207255
15.599418,0.885093,3.871317054,0.769833255
17.502434,1.268698,5.774333054,1.153438255
15.198344,0.867989,3.470243054,0.752729255
13.815822,1.25024,2.087721054,1.134980255
16.577496,1.031954,4.849395054,0.916694255
14.873668,0.891802,3.145567054,0.776542255
16.506887,1.022249,4.778786054,0.906989255
15.825124,0.966022,4.097023054,0.850762255
14.854991,0.871582,3.126890054,0.756322255
15.534655,0.887594,3.806554054,0.772334255
14.830027,1.019451,3.101926054,0.904191255
17.707111,1.247898,5.979010054,1.132638255
14.900753,1.097502,3.172652054,0.982242255
17.533564,1.250715,5.805463054,1.135455255
14.778446,0.903563,3.050345054,0.788303255
15.839457,1.056977,4.111356054,0.941717255
14.782804,0.979345,3.054703054,0.864085255
16.762041,1.23016,5.033940054,1.114900255
17.255873,1.204052,5.527772054,1.088792255
16.496178,0.996479,4.768077054,0.881219255
14.954345,0.860731,3.226244054,0.745471255
16.045261,0.952535,4.317160054,0.837275255
15.884727,0.912156,4.156626054,0.796896255
16.757414,1.067062,5.029313054,0.951802255
16.322018,0.957954,4.593917054,0.842694255
14.733318,0.930661,3.005217054,0.815401255
16.012173,0.917739,4.284072054,0.802479255
15.603237,0.921491,3.875136054,0.806231255
15.976422,0.925137,4.248321054,0.809877255
15.682028,0.871241,3.953927054,0.755981255
15.794936,0.893604,4.066835054,0.778344255
14.751575,0.976724,3.023474054,0.861464255
13.060768,1.343606,1.332667054,1.228346255
14.88783,0.900859,3.159729054,0.785599255
15.577326,0.844814,3.849225054,0.729554255
14.922515,0.902619,3.194414054,0.787359255
15.727356,0.892625,3.999255054,0.777365255
14.702307,0.911911,2.974206054,0.796651255
14.781105,1.193692,3.053004054,1.078432255
15.442618,0.880502,3.714517054,0.765242255
14.322626,1.235372,2.594525054,1.120112255
13.371302,0.65782,1.643201054,0.542560255
17.47678,1.232529,5.748679054,1.117269255
15.293607,0.869771,3.565506054,0.754511255
16.629753,1.042221,4.901652054,0.926961255
15.745643,0.902939,4.017542054,0.787679255
15.062279,0.867505,3.334178054,0.752245255
14.775595,0.898247,3.047494054,0.782987255
17.298845,1.248114,5.570744054,1.132854255
17.80782,1.460646,6.079719054,1.345386255
15.509252,0.873717,3.781151054,0.758457255
15.889322,0.752754,4.161221054,0.637494255
17.088097,1.157473,5.359996054,1.042213255
15.944452,1.05253,4.216351054,0.937270255
15.715277,0.994575,3.987176054,0.879315255
15.97559,0.94742,4.247489054,0.832160255
15.267575,0.907053,3.539474054,0.791793255
17.680296,1.307602,5.952195054,1.192342255
16.337317,0.979672,4.609216054,0.864412255
15.137705,0.874882,3.409604054,0.759622255
15.550991,0.883415,3.822890054,0.768155255
17.739574,1.27811,6.011473054,1.162850255
17.282585,1.379528,5.554484054,1.264268255
16.10677,0.957299,4.378669054,0.842039255
16.613052,1.035519,4.884951054,0.920259255
15.986643,0.930469,4.258542054,0.815209255
15.503645,0.963366,3.775544054,0.848106255
15.374996,0.88566,3.646895054,0.770400255
16.25312,1.052274,4.525019054,0.937014255
14.914121,0.885936,3.186020054,0.770676255
15.468031,0.878139,3.739930054,0.762879255
15.973495,0.917615,4.245394054,0.802355255
17.144537,1.146235,5.416436054,1.030975255
16.713337,1.040163,4.985236054,0.924903255
13.360203,1.306663,1.632102054,1.191403255
13.355918,1.294046,1.627817054,1.178786255
15.957161,0.958965,4.229060054,0.843705255
15.716895,1.087017,3.988794054,0.971757255
13.781948,1.260212,2.053847054,1.144952255
17.64873,1.370199,5.920629054,1.254939255
14.544093,1.217908,2.815992054,1.102648255
17.015965,1.105368,5.287864054,0.990108255
17.627008,1.277883,5.898907054,1.162623255
15.64513,0.897267,3.917029054,0.782007255
14.803624,0.897481,3.075523054,0.782221255
15.817657,0.902086,4.089556054,0.786826255
15.825947,0.925881,4.097846054,0.810621255
15.956826,0.922767,4.228725054,0.807507255
15.333066,0.873427,3.604965054,0.758167255
15.563165,0.915889,3.835064054,0.800629255
15.352155,0.890181,3.624054054,0.774921255
16.800226,1.181873,5.072125054,1.066613255
17.747776,1.309639,6.019675054,1.194379255
17.67259,1.29162,5.944489054,1.176360255
16.553574,1.032974,4.825473054,0.917714255
14.768767,0.926771,3.040666054,0.811511255
14.933208,0.898726,3.205107054,0.783466255
15.737697,0.911035,4.009596054,0.795775255
16.194405,0.95698,4.466304054,0.841720255
14.922084,0.874865,3.193983054,0.759605255
16.082088,0.938867,4.353987054,0.823607255
14.806609,0.993755,3.078508054,0.878495255
15.510086,0.890645,3.781985054,0.775385255
15.660907,0.870288,3.932806054,0.755028255
16.433603,1.005974,4.705502054,0.890714255
15.73126,0.906733,4.003159054,0.791473255
17.69091,1.339886,5.962809054,1.224626255
15.847116,0.926976,4.119015054,0.811716255
14.334409,0.874978,2.606308054,0.759718255
17.649889,1.269937,5.921788054,1.154677255
15.718569,0.840931,3.990468054,0.725671255
16.038126,0.933145,4.310025054,0.817885255
17.316761,1.427351,5.588660054,1.312091255
17.100939,1.181379,5.372838054,1.066119255
14.793942,0.928684,3.065841054,0.813424255
14.822646,0.894416,3.094545054,0.779156255
15.493878,0.869678,3.765777054,0.754418255
11.133034,1.505047,-0.595066946,1.389787255
16.284214,0.989031,4.556113054,0.873771255
15.933506,0.905363,4.205405054,0.790103255
15.76835,0.910055,4.040249054,0.794795255
15.167491,0.880836,3.439390054,0.765576255
16.014603,0.925508,4.286502054,0.810248255
15.011197,0.856631,3.283096054,0.741371255
14.555053,1.246567,2.826952054,1.131307255
14.600646,0.705751,2.872545054,0.590491255
17.087673,1.13666,5.359572054,1.021400255
17.287552,1.200251,5.559451054,1.084991255
15.627179,0.928539,3.899078054,0.813279255
16.839705,1.093569,5.111604054,0.978309255
14.88456,1.216589,3.156459054,1.101329255
17.311749,1.237202,5.583648054,1.121942255
15.107762,0.903533,3.379661054,0.788273255
17.105131,1.12281,5.377030054,1.007550255
15.792894,0.993869,4.064793054,0.878609255
15.943194,0.937078,4.215093054,0.821818255
14.969861,0.991359,3.241760054,0.876099255
15.601929,0.881917,3.873828054,0.766657255
16.660065,1.095402,4.931964054,0.980142255
10.789782,1.760507,-0.938318946,1.645247255
15.901922,0.909226,4.173821054,0.793966255
15.190477,0.913609,3.462376054,0.798349255
15.313875,0.889171,3.585774054,0.773911255
15.078883,0.902901,3.350782054,0.787641255
16.215406,0.952183,4.487305054,0.836923255
17.579008,1.282101,5.850907054,1.166841255
12.056948,1.339414,0.328847054,1.224154255
15.918136,0.917795,4.190035054,0.802535255
16.510628,0.989675,4.782527054,0.874415255
15.068308,0.870961,3.340207054,0.755701255
14.980285,0.861195,3.252184054,0.745935255
16.14171,0.935135,4.413609054,0.819875255
14.821133,0.911173,3.093032054,0.795913255
16.506874,1.002888,4.778773054,0.887628255
14.695971,1.227907,2.967870054,1.112647255
17.386839,1.429552,5.658738054,1.314292255
15.115112,0.850355,3.387011054,0.735095255
15.83463,0.905831,4.106529054,0.790571255
16.497955,1.15741,4.769854054,1.042150255
15.955184,0.924468,4.227083054,0.809208255
14.223681,1.194593,2.495580054,1.079333255
12.245727,1.440739,0.517626054,1.325479255
