#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-07-12T23:48:21 [V1.99+ (14-Oct-2013)]
#
# nav=cat:J/AcA/49/223&tab:{J/AcA/49/223/lmc_sc}&key:source=J/AcA/49/223/lmc_sc&HTTPPRM:&
# source=J/AcA/49/223/lmc_sc
# RESOURCE=yCat_120490223
# Name: J/AcA/49/223
# Title: BVI photometry of OGLE LMC Cepheids (Udalski+, 1999)
# Table J_AcA_49_223_lmc_sc:
# Name: J/AcA/49/223/lmc_sc
# Title: *Catalog of Cepheids from the LMC_SC fields
#---Details of Columns:
#    Field      (a8)    LMC-SC field designation (LMC-SC) [ucd=obs.field]
#    Seq        (I6)    Sequential number in the field [ucd=meta.id]
#    Per (d)    (F8.5)  Period [ucd=time.period]
#    Imag (mag) (F6.3)  ? Mean I magnitude [ucd=phot.mag;em.opt.I]
#    Type       (A2)    Classification type (1) [ucd=meta.code;src.var]
Field     Seq    Per     Imag   Type
LMC-SC17  24611  2.14927 15.439 FO
LMC-SC17  24613  8.49270 15.993 FA
LMC-SC17  29007  2.93381 15.093 FO
LMC-SC17  29040  2.17068 15.426 FO
LMC-SC17  29509  8.25032 18.368 FA
LMC-SC17  33268  3.41741 14.707 FO
LMC-SC17  33271  3.26120 14.726 FO
LMC-SC17  33286  2.21517 15.157 FO
LMC-SC17  33289  4.82058 14.760 FU
LMC-SC17  33292  4.39425 14.977 FU
LMC-SC17  33296  2.33253 15.135 FO
LMC-SC17  33299  4.04385 15.035 FU
LMC-SC17  33301  5.78371 14.842 FU
LMC-SC17  33306  3.36728 15.423 FU
LMC-SC17  33351  1.85403 15.347 FO
LMC-SC17  33368  3.64424 15.145 FU
LMC-SC17  39482  5.35495 14.956 FU
LMC-SC17  39484  3.54269 14.685 FO
LMC-SC17  39517  2.11362 15.647 FO
LMC-SC17  45198  4.11001 14.239 BR
LMC-SC17  45207  3.17309 15.390 FU
LMC-SC17  45218  4.12053 15.014 FU
LMC-SC17  50018  1.89467 15.195 FO
LMC-SC17  50024  2.26472 15.025 FO
LMC-SC17  54750  4.18526 14.807 FU
LMC-SC17  54775  5.95041 14.415 FU
LMC-SC17  59761  2.54155 15.063 FO
LMC-SC17  59772  2.83088 15.653 FU
LMC-SC17  59796  1.98992 15.416 FO
LMC-SC17  59808  2.11205 15.556 FO
LMC-SC17  64566  2.47924 15.251 FO
LMC-SC17  70123 28.96683 18.189 FA
LMC-SC17  76725  7.52133 14.238 FU
LMC-SC17  76749  3.22306 15.295 FU
LMC-SC17  76788  2.66050 15.611 FU
LMC-SC17  80220  2.25880 15.281 FO
LMC-SC17  80221  2.39933 15.755 FU
LMC-SC17  80229  1.91579 15.608 FO
LMC-SC17  80238  3.53912 15.332 FU
LMC-SC17  83619  3.84564 15.264 FU
LMC-SC17  83644  1.95851 15.705 FO
LMC-SC17  87165  1.65147 15.125 BR
LMC-SC17  87208  3.19845 15.437 FU
LMC-SC17  87209  2.05372 15.633 FO
LMC-SC17  87211  3.87149 15.396 FU
LMC-SC17  91079  5.13161 15.172 FU
LMC-SC17  91089  3.54791 15.235 FU
LMC-SC17  91102  1.76881 15.623 FO
LMC-SC17  94909  2.67946 15.044 FO
LMC-SC17  94941  1.83454 15.511 FO
LMC-SC17  94946  3.52851 15.365 FU
LMC-SC17  94959  2.18523 15.492 FO
LMC-SC17  94967  3.57500 15.380 FU
LMC-SC17  94969  3.30972 15.495 FU
LMC-SC17  94971  2.29922 15.361 FO
LMC-SC17  99111  2.30909 15.257 FO
LMC-SC17  99137  4.10797 15.874 FU
LMC-SC17  99139  1.91724 15.816 FO
LMC-SC17  99739  7.96170 18.625 FA
LMC-SC17 102941  4.48780 15.067 FU
LMC-SC17 102956  2.01744 15.640 FO
LMC-SC17 107167  2.44904 15.635 FO
LMC-SC17 107170  3.90777 15.910 FU
LMC-SC17 110851  1.95363 15.906 FO
LMC-SC17 110883  3.47149 16.559 FU
LMC-SC17 114061  5.62011 15.215 FU
LMC-SC17 117748  3.57231 14.815 FO
LMC-SC17 122395  3.62767 15.348 FU
LMC-SC17 122399  2.78335 15.756 FO
LMC-SC17 123327  4.05215 18.144 FA
LMC-SC17 126402  2.29472 15.434 FO
LMC-SC17 130248  4.85230 15.150 FU
LMC-SC17 140230  2.89062 14.982 FO
LMC-SC17 140231  4.16567 15.141 FU
LMC-SC17 146711  1.88307 15.455 FO
LMC-SC17 146713  1.50677 15.781 FO
LMC-SC17 146720  3.38407 15.689 FU
LMC-SC17 150150  4.69949 15.081 FU
LMC-SC17 150217  0.80867 16.900 FO
LMC-SC17 153916 10.04314 14.063 FU
LMC-SC17 153917  7.96060 14.165 FU
LMC-SC17 153923  9.35332 14.538 FU
LMC-SC17 153986  1.74442 16.022 FO
LMC-SC17 157908 11.52911 14.111 FU
LMC-SC17 157914  5.74562 15.068 FU
LMC-SC17 157949  2.99705 15.733 FU
LMC-SC17 157955  1.84920 15.614 FO
LMC-SC17 161756  2.09099 15.758 FO
LMC-SC17 161761  2.94886 15.620 FU
LMC-SC17 165084  3.72258 15.864 FU
LMC-SC17 165146  2.26534 16.993 FO
LMC-SC17 168282  3.63728 15.905 FU
LMC-SC17 168290  3.81314 15.740 FU
LMC-SC17 168302  1.58698 15.795 FO
LMC-SC17 168328  2.92493 16.041 FU
LMC-SC17 171481  2.53791 15.479 FO
LMC-SC17 171547  1.96584 16.728 FO
LMC-SC17 175068  2.50327 15.247 FO
LMC-SC17 175076  3.44450 15.361 FU
LMC-SC17 179984 16.13755 18.157 FA
LMC-SC17 182624  1.41318 16.310 FO
LMC-SC17 186006  1.32058 16.608 FO
LMC-SC17 189196  2.79263 15.858 FU
LMC-SC17 191790  3.16699 15.739 FU
LMC-SC17 194574  3.88387 15.235 FU
LMC-SC17 194894  6.79877 18.361 FA
LMC-SC17 197292  3.79766 15.053 FU
LMC-SC17 200392  2.45835 15.627 FU
LMC-SC17 200401  2.31272 15.427 FO
LMC-SC17 200415  2.87083 15.466 FU
LMC-SC17 200426  2.10923 15.296 FO
LMC-SC17 200430  2.02249 15.209 FO
LMC-SC17 203718  6.58788 14.629 FU
LMC-SC17 203724  3.77753 15.081 FU
LMC-SC17 203764  4.10340 15.168 FU
LMC-SC17 203767  1.99002 15.369 FO
LMC-SC17 207446  8.27733 14.103 FU
LMC-SC17 207457  3.64371 15.196 FU
LMC-SC17 207480  3.58373 15.226 FU
LMC-SC17 207496  2.31655 15.227 FO
LMC-SC17 207502  2.13406 15.414 FO
LMC-SC17 207506  3.27821 15.361 FU
LMC-SC17 211288  3.06812 14.917 FO
LMC-SC17 211310  2.02375 15.452 FO
LMC-SC17 211311  2.21010 15.413 FO
LMC-SC17 211317  2.38439 15.308 FO
LMC-SC17 211372  2.11297 16.044 BR
LMC-SC17 214828  4.78954 15.116 FU
LMC-SC17 214838  4.92067 14.854 FU
LMC-SC17 214843  5.55726 15.625 FO
LMC-SC17 214859  1.95437 15.623 FO
LMC-SC17 214860  2.30295 15.980 BR
LMC-SC17 221134 11.22392 16.328 FA
LMC-SC17 223982  4.86293 14.868 FU
LMC-SC17 224012  4.91717 15.018 FU
LMC-SC17 224169  1.32156 16.971 FA
LMC-SC17 227509  7.19299 14.678 FU
LMC-SC17 227513  4.81291 14.906 FU
LMC-SC17 231021  1.55472 17.761 FA
LMC-SC17 234288  2.21451 15.493 FO
LMC-SC17 234504 41.49549 17.527 FA
LMC-SC17 237748  4.14634 18.284 FA
LMC-SC18     50  1.61268 15.808 FO
LMC-SC18   3078  3.54067 15.430 FU
LMC-SC18   6114  2.79244 15.848 FU
LMC-SC18  14864  1.88785 15.715 FO
LMC-SC18  17714  3.79772 15.054 FU
LMC-SC18  17724  2.31282 15.426 FO
LMC-SC18  17739  2.03828 15.454 FO
LMC-SC18  20948  2.02272 15.244 FO
LMC-SC18  20966  2.08031 15.430 FO
LMC-SC18  20975  3.04636 15.456 FU
LMC-SC18  24980  2.59525 15.020 FO
LMC-SC18  24988  4.11710 15.062 FU
LMC-SC18  25000  1.99008 15.394 FO
LMC-SC18  25015  3.58358 15.226 FU
LMC-SC18  25039  2.68234 15.538 FU
LMC-SC18  25041  3.27854 15.373 FU
LMC-SC18  29186  3.95336 15.151 FU
LMC-SC18  29194  5.40933 14.858 FU
LMC-SC18  29197  6.61252 14.532 FU
LMC-SC18  29199  3.55054 15.254 FU
LMC-SC18  29237  2.02355 15.436 FO
LMC-SC18  29260  3.24652 15.284 FU
LMC-SC18  33576  5.55681 15.620 FO
LMC-SC18  33591  1.95439 15.613 FO
LMC-SC18  33594  2.30318 16.000 BR
LMC-SC18  37403  2.15738 15.348 FO
LMC-SC18  45402  0.58083 17.206 FO
LMC-SC18  45433  1.32152 16.969 FA
LMC-SC18  49311  3.20623 15.576 FU
LMC-SC18  49343  1.84815 15.775 FO
LMC-SC18  53375  1.84403 15.977 FO
LMC-SC18  59963  9.73272 14.048 FU
LMC-SC18  60052  1.25091 16.362 FO
LMC-SC18  69137  4.18875 15.346 FU
LMC-SC18  69166  2.14008 15.366 FO
LMC-SC18  72000  3.83826 15.351 FU
LMC-SC18  72029  3.10261 15.408 FU
LMC-SC18  74813  2.17044 15.425 FO
LMC-SC18  75012 11.07217 17.502 FA
LMC-SC18  81414  5.10856 14.780 FU
LMC-SC18  81430  3.43486 15.201 FU
LMC-SC18  81432  3.99920 15.182 FU
LMC-SC18  81440  3.02574 15.599 FU
LMC-SC18  81454  2.02331 15.484 FO
LMC-SC18  81459  2.23414 15.913 FU
LMC-SC18  85244  4.06084 14.990 FU
LMC-SC18  85260  2.63665 15.639 FU
LMC-SC18  85282  1.95978 15.594 FO
LMC-SC18  89131  3.14404 15.434 FO
LMC-SC18  89161  2.32628 15.700 FO
LMC-SC18  89164  1.94651 15.655 FO
LMC-SC18  96375  2.38738 15.477 FO
LMC-SC18 110879  3.71764 15.186 FU
LMC-SC18 110903  3.08563 15.613 FU
LMC-SC18 111123 17.49756 17.435 FA
LMC-SC18 113689 16.16072 13.618 FU
LMC-SC18 116444  2.51126 15.724 FU
LMC-SC18 125495 16.25603 18.446 FA
LMC-SC18 127632  2.78083 15.584 FU
LMC-SC18 127651  3.47758 15.358 FU
LMC-SC18 130425  4.06419 15.076 FU
LMC-SC18 130469  4.54995 15.067 FU
LMC-SC18 133771  3.33398 15.304 FU
LMC-SC18 133782  3.68424 15.262 FU
LMC-SC18 137407  2.73926 15.691 FU
LMC-SC18 137424  3.40472 16.104 FU
LMC-SC18 137680  0.51780 17.339 FO
LMC-SC18 140993  4.63324 14.980 FU
LMC-SC18 141015  2.92446 15.519 FU
LMC-SC18 141019  2.26986 15.442 FO
LMC-SC18 144653  4.15833 14.562 FO
LMC-SC18 144662  2.38412 15.221 FO
LMC-SC18 148335  2.01183 15.246 FO
LMC-SC18 166199  1.91290 15.699 FO
LMC-SC18 174762 17.79189 13.626 FU
LMC-SC18 174802  0.90961 16.702 FO
LMC-SC18 185821  2.09263 15.556 FO
LMC-SC18 185830  1.96934 15.530 FO
LMC-SC18 185847 12.21679 16.266 FA
LMC-SC18 188926  1.71012 15.367 FO
LMC-SC18 192189  3.44179 15.153 FU
LMC-SC18 195636  2.00695 15.320 FO
LMC-SC18 195674  2.05107 15.391 FO
LMC-SC18 199069  2.31448 15.270 FO
LMC-SC18 202349  2.43254 15.107 FO
LMC-SC18 202358  1.92569 15.566 FO
LMC-SC18 202364  2.03598 15.575 BR
LMC-SC18 202523  0.49566 17.444 FO
LMC-SC18 202564  0.41572 17.279 BR
LMC-SC18 208875  3.92969 14.711 FO
LMC-SC18 208907  2.01028 15.889 FU
LMC-SC19     16  3.21492 15.475 FU
LMC-SC19   6327  2.67446 15.795 FU
LMC-SC19  12507  1.26683 16.149 FO
LMC-SC19  15582  1.62404 16.127 FU
LMC-SC19  18756  3.48887 15.262 FU
LMC-SC19  18878  0.90958 16.682 FO
LMC-SC19  25797  1.26352 16.342 FO
LMC-SC19  28796  2.39931 15.740 FU
LMC-SC19  38257  1.71004 15.331 FO
LMC-SC19  44947  2.05117 15.419 FO
LMC-SC19  48636 13.65871 13.449 FU
LMC-SC19  48659  2.31482 15.267 FO
LMC-SC19  48661  4.17911 15.245 FU
LMC-SC19  48662  2.43269 15.103 FO
LMC-SC19  52167  2.67366 15.692 FU
LMC-SC19  74265  2.36492 15.252 FO
LMC-SC19  74281  7.21181 16.187 FA
LMC-SC19  77859  3.61971 15.262 FU
LMC-SC19  81235  3.60974 15.357 FU
LMC-SC19  84197  2.75565 15.064 FO
LMC-SC19  98950  4.50699 15.025 FU
LMC-SC19 102550  2.19408 15.244 FO
LMC-SC19 116755  3.58835 15.158 FU
LMC-SC19 119756  3.76738 14.810 FO
LMC-SC19 126014  2.98729 15.473 FU
LMC-SC19 126027  3.02901 15.439 FU
LMC-SC19 126211 12.59523 17.706 FA
LMC-SC19 131679  3.20881 14.865 FO
LMC-SC19 131691  2.75709 15.163 FO
LMC-SC19 131694  2.01896 15.466 FO
LMC-SC19 131700  2.35399 15.225 FO
LMC-SC19 131703  4.79646 14.957 FU
LMC-SC19 148461  1.47874 15.923 FO
LMC-SC19 148467  2.85623 15.583 FU
LMC-SC19 148475  2.97442 15.454 FU
LMC-SC19 157749  5.20556 13.057 BR
LMC-SC19 160748  3.48913 15.341 FU
LMC-SC19 163667  2.04356 15.343 FO
LMC-SC19 166717  3.93442 15.100 FU
LMC-SC19 169753  3.05942 15.486 FU
LMC-SC19 175567  3.55043 15.248 FU
LMC-SC19 178247  3.53715 15.216 FU
LMC-SC19 180954  2.00559 15.882 FU
LMC-SC20   7041 14.53494 17.344 FA
LMC-SC20  21111  5.20797 13.047 BR
LMC-SC20  21116  3.51355 14.609 FO
LMC-SC20  24962  2.38535 15.605 FU
LMC-SC20  25262 30.02498 17.319 FA
LMC-SC20  28803  2.04381 15.339 FO
LMC-SC20  36542 46.34904 17.879 FA
LMC-SC20  43620  3.55043 15.246 FU
LMC-SC20  47209  3.53734 15.222 FU
LMC-SC20  47210  4.59436 14.929 FU
LMC-SC20  47306  1.03481 16.841 FU
LMC-SC20  54206 35.61014 17.786 FA
LMC-SC20  54381  1.80051 18.406 FA
LMC-SC20  57223  1.09503 16.375 FO
LMC-SC20  66535  2.43338 15.808 FU
LMC-SC20  72637  3.42537 15.168 FU
LMC-SC20  76255 29.04645 17.694 FA
LMC-SC20  79685  3.03797 15.473 FU
LMC-SC20  83423  2.06800 15.351 FO
LMC-SC20  83474  3.01782 15.430 FU
LMC-SC20  90847  3.16965 15.696 FU
LMC-SC20  94148  3.47793 15.347 FU
LMC-SC20 100652  2.71579 14.990 FO
LMC-SC20 100660  5.07960 15.011 FU
LMC-SC20 100695  1.76087 15.526 FO
LMC-SC20 112701  4.72830 14.858 FU
LMC-SC20 112788  0.73776 16.684 FO
LMC-SC20 112813 21.30353 17.820 FA
LMC-SC20 124519  3.02708 15.500 FU
LMC-SC20 124728  8.31497 17.645 FA
LMC-SC20 131129  3.17583 15.429 FU
LMC-SC20 134707  3.09453 15.410 FU
LMC-SC20 134749  2.76601 15.614 FU
LMC-SC20 138318  3.39907 15.397 FU
LMC-SC20 145017  2.66457 15.541 FU
LMC-SC20 154412  0.56424 17.139 FO
LMC-SC20 168673 14.06586 17.144 FA
LMC-SC20 178085  1.61565 16.078 FU
LMC-SC20 181368  2.70736 15.624 FU
LMC-SC20 181383  2.81232 15.535 FU
LMC-SC20 184865  2.79889 15.553 FU
LMC-SC20 188521  4.80040 14.739 FU
LMC-SC20 188532  3.21074 15.398 FU
LMC-SC20 188538  3.21257 15.407 FU
LMC-SC20 188572  1.01545 16.330 FO
LMC-SC20 195480  4.95824 14.839 FU
LMC-SC20 195516  2.47200 15.867 FU
LMC-SC20 204380  4.42492 15.015 FU
LMC-SC20 207127  3.88423 14.452 FO
LMC-SC21   5060  4.07914 14.915 FU
LMC-SC21   9474  2.59786 14.835 FO
LMC-SC21  11980  4.93633 14.882 FU
LMC-SC21  17232 16.43684 15.890 FA
LMC-SC21  20321 36.33470 17.977 FA
LMC-SC21  40876  4.98270 14.419 FA
LMC-SC21  40943  1.80312 15.385 FO
LMC-SC21  41203 55.60696 18.033 FA
LMC-SC21  45359  3.94705 15.085 FU
LMC-SC21  57181 42.38588 17.849 FA
LMC-SC21  66641  0.96057 17.435 FA
LMC-SC21  69135  3.58397 15.185 FU
LMC-SC21  85282  3.37230 14.654 FO
LMC-SC21  85343  1.69454 15.465 FO
LMC-SC21  88984  2.98746 15.379 FU
LMC-SC21 102460 33.89973 18.032 FA
LMC-SC21 106503  2.53554 15.281 FO
LMC-SC21 116226  2.57923 15.457 FU
LMC-SC21 116626 48.23021 18.315 FA
LMC-SC21 119037  0.87815 17.630 FA
LMC-SC21 132285 12.85649 16.045 FA
LMC-SC21 136142  4.49776 14.951 FU
LMC-SC21 136150  2.66808 14.915 FO
LMC-SC21 136158  3.77337 14.594 FO
LMC-SC21 140391  2.88300 15.574 FU
LMC-SC21 159587  2.33096 15.045 FO
LMC-SC21 165209  2.99990 15.459 FU
LMC-SC21 171399  1.01808 16.422 FO
LMC-SC21 175051  0.71133 16.816 FO
LMC-SC21 179043  1.07069 16.334 FO
LMC-SC21 179219 15.12950 17.837 FA
LMC-SC21 179265  1.48928 17.626 FA
LMC-SC21 187786  3.85993 15.066 FU
LMC-SC21 187788  2.81419 15.081 FU
LMC-SC21 187792  4.52988 14.927 FU
LMC-SC21 187797  2.97310 15.488 FU
LMC-SC21 187818  3.07040 15.352 FU
LMC-SC21 187840  2.01501 15.339 FO
LMC-SC21 187842  2.87912 15.582 FU
LMC-SC21 187849  3.28019 15.261 FU
LMC-SC21 187853  3.35487 15.598 FU
LMC-SC21 187856  3.16725 15.201 FU
LMC-SC21 193117  2.71915 15.577 FU
