Mass,Radius
1.1218,4.5228
1.2755,6.8855
1.2931,7.9547
1.3404,4.5183
1.1245,6.5849
1.2175,9.9717
1.0811,9.0574
1.3318,5.5605
1.2708,6.3102
1.0586,9.959
1.092,9.1877
1.0127,6.829
1.5299,4.7658
1.3427,19.2375
1.2831,6.3554
1.5813,8.8115
1.5473,4.737
1.4065,4.7266
1.0648,12.1133
1.179,8.8214
1.4354,4.6669
1.4733,22.6746
1.2909,4.6375
1.4241,4.8976
1.2993,4.6435
1.4692,4.9386
1.3238,5.3391
1.2928,4.5195
1.069,4.1657
1.3423,4.7834
1.2596,4.143
1.024,4.0227
1.2217,4.4799
1.0225,3.9522
1.5516,15.5935
1.059,4.1073
1.0193,3.9789
1.0034,4.1195
1.0673,4.2122
1.0202,3.72
1.0768,3.8202
1.1422,3.9676
1.398,4.7894
1.1536,4.4105
1.0172,3.9875
1.2181,5.3357
1.23,8.2335
1.1349,4.1167
1.3571,23.3378
1.0781,7.8664
1.0316,4.1799
1.2097,5.7041
1.2266,8.9849
1.4339,10.9172
1.0048,4.0407
0.9805,4.0118
1.2117,16.5529
0.9885,3.9693
1.3278,14.6287
1.4576,15.6579
1.257,5.6234
1.2401,7.4637
1.3753,24.8327
1.0383,3.9232
1.1533,11.8568
1.1902,5.1463
1.0957,4.049
1.4319,7.2862
1.3754,11.0065
1.0808,6.8916
1.6983,17.8304
1.1812,10.7034
1.8019,23.7429
1.5135,9.6915
1.4028,13.1757
1.2681,10.3249
1.0991,8.2735
1.207,9.8418
1.5647,6.668
1.3505,5.9725
1.202,18.8165
1.0469,8.9308
1.748,15.9682
1.5047,10.2206
1.6591,11.3669
1.2833,17.116
1.0559,11.4735
1.1811,10.7201
1.0448,11.8085
0.9858,13.7498
1.0238,6.4843
1.0864,9.3168
1.5649,5.7233
1.4732,25.1237
1.3969,13.7526
1.5455,17.6106
1.1121,9.5794
1.2243,4.975
1.4586,16.2626
1.3904,11.8254
1.0184,7.6487
1.1006,5.4823
1.0793,4.3111
1.0347,8.8377
1.5205,5.8921
1.2171,8.2297
1.3483,20.6414
1.2366,10.9972
1.0382,8.2976
1.6919,5.2427
1.4959,9.6672
1.2086,6.8945
1.0372,4.1268
1.3557,5.6693
1.3341,22.2918
1.1949,6.27
0.9713,12.1052
1.3678,7.7671
1.4736,11.7855
1.1361,13.3365
1.0884,14.8749
1.3749,10.4947
1.1472,12.0085
1.5336,12.5523
1.095,8.6909
1.3594,10.2537
0.9124,12.4665
1.1463,12.828
1.0205,4.3691
1.1972,5.0532
1.5016,25.1134
1.1871,9.2935
1.4524,10.9267
1.369,21.6055
1.0119,13.8037
1.094,5.952
1.5251,6.2812
1.076,14.7838
0.9699,4.989
1.0867,3.9025
1.1388,9.7172
1.1251,4.5832
1.2192,9.2938
1.1185,8.1047
1.0468,14.2952
1.1018,3.9539
1.053,10.8968
1.549,6.3515
2.2956,8.2144
1.1642,8.8567
1.0544,13.1685
1.0987,5.4285
1.2573,5.5751
1.214,14.5584
1.1598,9.5271
1.0674,4.1816
1.0401,13.8471
1.015,8.6102
1.1226,15.7477
1.4649,5.6237
1.8655,9.8924
1.8651,17.5812
0.9966,8.8018
0.9767,5.0187
1.529,6.8434
2.2632,16.4372
1.1253,4.4259
1.0543,3.8598
1.2024,6.1703
1.8772,12.2004
1.7475,6.4824
1.7021,13.9393
1.0125,8.5653
1.3268,12.584
1.1618,8.8913
1.0512,4.62
1.2273,12.8566
1.271,4.7245
1.186,7.339
1.5598,5.2065
1.1132,11.2851
1.2691,6.1703
1.4909,13.8901
1.1661,11.7306
1.5657,5.9121
1.1561,8.8528
1.7241,28.9048
1.3256,8.4863
1.1629,4.355
1.1684,6.0908
1.2334,7.5804
1.1528,15.3453
1.2161,16.0096
1.0165,3.966
1.4825,6.2714
1.386,14.6657
1.4135,13.6583
1.5202,9.5146
1.2772,5.5654
1.3647,20.738
1.4484,4.8035
1.3238,9.1827
1.1008,7.764
1.1092,3.9673
1.2005,19.6158
1.4454,6.8294
1.2136,12.1276
1.1733,4.2916
1.0903,4.4661
1.2645,8.5638
1.1658,4.5474
1.2358,19.801
1.335,23.4749
1.4273,22.7717
1.2695,15.3575
1.6676,5.149
1.0504,4.048
1.6138,5.0239
1.0515,12.3391
1.1268,17.7607
1.1699,11.0611
1.08,8.927
1.5759,13.2216
1.2528,12.1056
1.0473,5.3277
1.1513,11.5334
1.4576,9.9208
1.9742,18.5308
1.6257,14.8319
1.1864,17.4891
1.2214,14.4338
1.6897,5.6152
1.2528,4.3383
1.2776,22.9761
1.0693,14.3976
0.8631,12.021
0.9769,3.8031
1.3649,10.693
1.0087,8.8262
1.4346,15.2251
1.3022,13.4551
1.0458,8.3
1.5834,26.6294
1.3459,4.8269
1.4287,22.5043
1.0433,4.7951
1.0896,4.7757
1.8133,24.8955
2.2704,17.8121
1.0363,9.1632
0.9911,14.5223
1.2415,8.7172
1.4965,6.4954
1.1373,6.7366
1.5264,6.8911
1.7718,13.6974
1.1851,9.768
1.3604,15.9905
1.4749,8.0465
1.5885,10.4034
1.4111,17.2132
1.8599,28.7896
1.0941,11.6325
1.0796,13.1129
1.2171,10.3243
2.097,28.7918
1.5386,5.7885
1.1115,19.599
1.2385,10.3
1.6235,12.8327
1.5914,23.8024
1.1963,13.3185
1.7008,7.1777
1.0969,4.1098
0.9887,4.5292
1.0312,3.9013
1.1722,9.487
1.1599,10.8338
1.5262,5.1575
1.7372,9.3423
1.0796,9.1304
1.2749,18.7369
1.0518,8.5207
1.0942,4.3957
1.308,12.6722
1.5977,20.7316
1.8541,8.0295
1.5157,7.2884
1.1593,8.9376
1.4762,9.8864
1.1075,4.5831
1.0225,5.2411
1.0904,5.4849
1.1838,9.4772
1.2407,6.6196
1.1108,16.2414
1.1521,10.9992
1.6788,5.2857
1.4253,11.3137
1.0443,10.9651
1.6724,13.9055
1.1242,3.8978
1.6031,5.215
1.308,9.7966
1.0931,8.1766
1.3607,16.3186
2.0677,18.7414
1.0984,4.0333
1.272,5.422
1.2882,9.2452
1.3415,13.7381
1.2158,12.0941
1.0519,11.2862
1.125,20.3068
0.9549,12.0033
1.1937,4.0579
1.2505,10.2834
1.1895,4.1972
0.8176,9.7189
0.8329,12.446
1.033,13.6481
1.2719,4.3389
1.3,12.1016
1.1145,14.1974
1.3131,4.477
1.1818,4.8661
1.1182,15.9713
1.642,4.9393
1.3366,16.0687
1.0228,4.4676
0.941,11.0109
1.5309,4.6372
1.588,6.1397
1.121,4.019
1.7224,28.437
1.9826,23.7311
1.4272,31.3524
1.2005,28.6412
1.4133,5.6395
1.2025,6.556
1.5098,14.7836
1.1622,12.9818
1.2698,16.7158
1.0892,17.2326
1.4314,32.0866
1.2441,4.5322
1.2378,13.201
1.1625,8.4002
1.0565,3.9351
0.9988,10.5926
1.5313,12.79
1.2697,17.5839
1.0954,4.0682
1.1487,6.2428
1.4055,5.3925
1.2379,4.4956
1.1876,4.3073
1.2413,4.4988
0.979,11.0994
1.4109,13.3626
1.1705,10.1272
1.0175,15.0756
1.5733,19.8956
1.0876,15.9499
1.7304,5.3814
1.3231,14.6812
1.3616,22.9069
1.4025,18.6179
1.3922,5.4649
1.1915,25.5087
1.054,8.0484
1.1854,10.0036
1.0779,3.9257
1.1347,6.7175
1.6618,21.7505
1.4459,19.2091
0.9083,13.7624
1.2104,6.4888
1.3016,13.4803
1.1915,9.9527
1.4353,11.3166
1.5906,25.3406
1.1966,13.7561
1.0763,9.8653
1.2865,26.3816
1.2006,6.2902
1.024,12.9816
1.1731,11.6533
1.1011,22.491
1.4827,4.4364
1.334,4.3635
1.2853,4.2966
1.4528,4.4901
1.0248,3.7546
1.0785,3.8095
1.3324,22.0388
1.1797,4.353
1.0934,10.7586
1.1449,12.4971
1.1429,8.9063
1.0054,3.795
1.3671,22.4401
1.5826,5.9332
1.5005,7.5227
1.2336,4.6213
1.9535,30.2344
1.4374,17.5875
2.1321,16.147
1.4534,6.5609
1.4074,4.6048
1.4066,22.3593
1.1857,15.8355
0.9908,10.6924
2.0674,5.7881
1.1487,19.2854
1.3835,15.1255
1.191,4.7617
1.0967,9.1787
1.0539,3.9422
1.2636,16.0358
1.3684,4.3859
1.676,5.2323
1.3584,4.528
1.447,4.6917
1.3198,4.4804
1.4314,4.881
1.0108,4.0457
1.1356,4.7093
1.1441,4.256
1.4527,4.8613
1.1451,4.2711
1.2974,4.1456
1.2078,4.2967
1.3947,4.6742
1.0794,4.1129
1.1584,4.4109
1.1422,4.331
1.0557,4.1641
1.0587,4.0757
1.6373,19.7187
0.9364,6.3507
1.3018,4.5744
1.43,4.9371
1.1296,4.2041
1.353,4.5506
1.2353,4.4619
1.1414,4.2518
1.4034,4.6095
1.0433,4.0325
0.9503,3.7987
1.049,3.931
0.9557,3.7929
1.0137,3.908
1.0021,3.7772
0.9852,3.9742
1.0821,4.2038
0.9934,6.3277
1.0029,3.7928
0.9852,4.0839
1.2187,4.0786
1.3945,10.989
1.2522,5.3403
1.4457,22.3806
1.4938,24.7973
1.0598,7.9869
1.0333,12.4553
1.0491,15.4905
1.0583,10.5902
0.9475,15.0148
1.0968,4.6605
1.1812,6.2472
1.2451,4.1138
1.212,4.1161
1.226,5.7838
0.8361,12.6829
1.2473,4.328
0.9468,4.3843
1.0829,3.8978
1.1735,14.4781
1.1417,14.7334
1.1361,12.9784
0.8245,18.6541
1.6241,5.5523
1.0187,7.4833
1.014,14.097
1.0451,9.2666
1.7296,7.0677
1.2117,4.3572
1.0172,7.391
1.16,9.1801
1.1004,4.8702
1.2691,4.3969
1.306,23.0756
1.0667,4.0435
1.1884,13.9588
1.9399,16.7545
1.1316,15.5144
1.2868,5.0586
1.506,18.6542
1.3652,14.8244
1.6399,17.5091
1.324,4.6301
1.1267,16.7451
1.0281,8.1349
1.0238,4.0415
1.0989,9.5582
1.1346,3.9141
1.3373,19.9575
1.265,22.9709
1.3868,14.7527
1.1808,4.0928
1.2309,10.5189
1.2768,4.6204
1.0916,16.6691
1.8045,19.693
1.2667,15.7005
1.2809,4.4248
1.1387,14.9782
0.9681,9.9228
1.6518,19.1545
1.2194,16.6591
1.1716,22.6679
1.3885,23.7893
1.9195,25.7846
1.5443,12.8382
1.174,13.2954
3.004,24.2219
1.0728,4.0005
1.0035,11.0455
1.5097,4.7668
1.0777,3.9894
1.0723,11.7972
1.5466,4.9067
1.1513,15.1684
2.0586,23.7315
1.0517,9.1457
1.1572,4.1246
1.4365,31.3166
1.0867,17.9375
1.109,4.1843
1.3703,14.9728
1.1345,7.1674
1.3821,17.473
1.3588,21.2836
0.9881,3.7734
1.6235,25.6804
1.5201,31.0391
1.5482,26.3144
1.1556,17.1261
1.3247,30.6031
1.0514,11.4747
1.2278,11.2958
1.4957,19.435
1.4727,4.5162
1.0626,13.6082
1.8141,5.6657
1.3188,8.1595
1.2707,5.3476
1.8102,17.0398
1.9273,21.2641
1.2772,17.9149
1.1226,4.0441
1.4546,21.0721
1.3044,13.2391
2.343,51.5885
1.2868,10.5326
1.1215,15.1809
1.1148,17.1447
1.0268,4.5452
1.3067,4.4192
1.2826,4.4607
1.9819,16.6593
1.2949,12.0106
1.2508,15.0057
1.4185,14.4291
1.0781,12.423
1.6016,4.8517
1.2454,10.396
1.916,7.0662
1.0703,14.6881
1.0316,9.7737
1.0416,10.9919
1.3448,7.2362
1.4558,23.8783
1.5994,6.8154
1.227,30.0239
2.7263,10.7814
1.1904,4.3919
0.9814,3.6599
1.1689,4.0914
1.3183,15.6544
1.1659,4.0941
1.11,24.0664
1.3563,19.8886
1.8578,17.7939
1.0941,14.039
1.4941,26.6479
1.5513,4.7438
1.3838,16.639
1.328,7.0505
2.9588,33.1739
1.2509,25.4125
1.0936,16.2736
0.9798,13.6971
1.4699,4.318
2.071,26.1774
1.4799,5.0821
1.5955,28.1024
1.0749,11.1683
1.3899,12.1167
1.2407,25.8312
1.1566,14.6658
0.9537,17.9513
1.06,4.1266
1.2745,8.1631
1.7259,4.8915
1.0953,18.9864
1.0029,10.8199
1.7873,38.5233
0.8524,12.5063
1.8613,7.3345
1.9391,32.792
1.2901,22.1904
1.1817,16.4541
1.5821,4.8683
1.1531,11.548
1.4419,15.2795
1.1358,19.7155
1.4431,17.2739
1.1902,10.8797
1.2966,23.9588
1.1622,3.979
1.8304,18.4835
1.2112,13.7836
1.2208,4.4159
1.1869,4.2218
1.7095,20.1021
0.9368,13.2625
1.2573,14.852
1.038,15.9267
0.9326,13.1992
1.2331,17.9069
1.3633,19.7792
1.2547,4.3927
0.918,12.8471
1.0756,14.455
1.0739,14.5878
1.4922,4.7059
2.2035,7.9074
1.1593,19.9975
1.0953,4.6974
1.1315,4.0732
1.5596,4.6034
1.4957,22.7933
1.8601,24.5955
1.1459,19.0143
1.2223,8.8732
1.1371,3.9888
1.4711,18.619
1.1665,10.3245
1.7786,5.0329
1.1786,13.3282
1.2311,4.2103
0.9985,12.5052
1.2313,19.5175
1.2023,17.0078
1.2059,4.2985
1.2038,4.3246
1.4358,9.2888
1.3388,5.0398
1.2123,17.6034
1.1006,4.7489
1.2325,4.2749
1.1063,4.2051
1.4341,25.9732
1.2798,4.3266
0.9417,11.1131
1.4586,18.7783
1.5203,24.2469
1.016,12.0772
1.0926,14.7364
1.0651,12.0563
1.1313,17.1501
1.2464,4.0241
1.2344,20.2779
1.5981,5.156
1.1906,4.1126
1.3667,22.3275
1.0211,19.9872
1.5919,24.5029
1.4242,20.3529
1.3032,7.3972
1.3511,18.4292
1.419,4.433
1.2039,22.3873
1.2726,4.4602
1.4255,4.3304
1.2323,22.3658
1.9232,22.2922
1.8304,14.5411
1.0698,12.0687
1.3448,23.6627
1.3395,14.0015
1.1167,29.0162
1.1874,18.3146
1.3711,16.2146
1.9697,26.842
1.4335,30.6875
2.1633,36.3328
1.132,14.0434
1.8533,27.3027
1.063,3.9872
1.2398,19.0344
1.2345,15.4732
1.5809,25.6208
1.6485,24.384
1.3235,15.8976
1.4117,29.1501
1.091,11.1032
1.7362,28.8416
1.1035,13.0014
1.4308,17.1301
1.1733,4.0207
1.6223,5.0021
1.3962,24.9387
1.2842,21.9941
1.3758,34.9862
1.3817,19.5393
1.5941,24.2209
1.4985,19.3257
1.283,29.7169
1.2056,20.5674
1.6888,30.5315
1.0401,22.214
1.2519,15.0159
1.1255,13.7884
1.6405,27.0401
1.2466,13.236
1.3136,21.2446
1.51,25.2524
0.9687,25.3591
1.2061,5.7995
1.0461,24.792
1.3596,19.0321
1.5239,19.8374
1.1077,19.606
1.6155,23.3971
1.608,23.56
1.7365,14.2783
1.2196,14.4595
1.3381,33.1288
2.1457,43.6577
1.4812,13.5069
1.2475,13.1521
1.3954,4.3393
1.4002,35.1617
1.5352,40.0473
1.1934,21.4326
0.8738,9.9239
0.958,12.9761
1.6878,5.2717
1.1745,16.5588
0.967,11.0441
0.7788,12.9391
1.3797,20.7686
1.0561,13.7772
0.8771,37.5841
1.5092,4.8623
1.2122,18.28
1.336,28.0467
1.1686,20.6608
0.9254,14.9735
1.1794,14.9698
1.6074,16.4098
0.8125,39.373
1.1337,16.2162
1.3218,13.4578
1.4537,4.2723
1.3822,17.4446
1.3633,21.6491
1.0499,21.0469
0.7835,17.3857
1.0025,22.9068
1.2678,30.1177
1.6475,4.4993
1.1007,20.6039
1.0507,12.0616
2.2534,36.0345
1.0923,38.9271
1.3308,14.3632
1.629,4.8795
0.9673,12.6607
1.3983,23.1078
1.3159,28.9944
1.9268,45.1371
1.6277,56.996
1.0815,27.8919
1.3873,31.2807
1.5415,28.4458
0.9469,24.8047
1.16,18.1876
1.2223,4.3579
1.1953,14.5481
1.1675,15.3487
1.471,6.3056
1.1298,21.5283
0.9746,3.7667
1.212,4.2261
1.1085,20.9593
0.8858,20.9474
2.2876,70.7497
1.4765,17.3878
1.2513,40.1554
2.0194,26.949
1.3783,24.3127
1.6722,19.96
1.6132,28.7972
1.0105,4.5408
1.9094,39.0513
1.4492,16.6222
1.0239,11.405
1.4433,25.9321
1.3163,27.0177
1.2313,4.7141
1.1561,13.3889
1.1142,21.4319
2.0726,34.1137
1.196,34.4344
1.2793,24.6891
1.217,17.5405
1.4051,32.5087
1.1545,27.3052
1.3082,30.8176
1.2577,32.4673
0.6723,19.4314
1.3508,31.4047
1.2488,30.7314
1.197,27.64
1.2155,25.3424
1.2986,4.4525
1.3545,24.6682
1.5451,36.0357
1.5588,7.532
1.1763,31.0374
1.4609,35.2757
1.2971,32.4669
1.6163,20.403
1.3528,29.3681
1.282,7.0063
1.2833,23.6731
1.8278,23.4176
1.23,19.6093
1.421,21.5822
1.5736,30.6465
1.2254,21.6723
1.5857,44.1132
1.2683,4.8179
1.4134,4.3316
1.2323,7.1336
2.128,44.9079
1.0164,11.2214
1.3817,9.9627
1.0951,18.8706
1.3593,16.492
1.1557,3.8351
1.495,25.0083
0.8807,18.9425
1.7968,5.0614
1.3331,29.3889
1.1655,20.2424
1.1832,6.936
1.3921,34.6081
1.1713,25.0813
1.4194,33.2253
1.486,39.8931
1.1048,18.9421
1.8331,8.3388
1.3241,11.0044
1.932,6.1063
1.0941,4.0413
1.4199,24.6203
1.4632,36.3302
1.1287,29.0127
1.4285,32.0808
1.3556,4.6568
1.7096,24.7903
1.7821,33.1888
1.1309,27.84
1.1427,28.3914
1.2298,27.3747
1.6492,43.3756
1.2326,8.5739
1.4147,43.9728
1.1576,3.9926
1.5355,4.5983
1.0282,3.7896
1.4243,19.5363
1.7205,37.3683
1.3968,19.1622
1.4223,5.9075
1.2672,32.8978
1.2104,17.2056
1.8151,17.3733
1.8089,29.6173
1.6488,45.9296
1.5224,18.3209
1.2139,3.9818
1.7592,38.7321
1.2443,21.9064
1.1471,13.0177
1.0887,9.7352
1.1956,15.4799
3.0754,31.225
1.3854,15.7945
1.4563,37.2837
1.4738,21.0332
0.9764,38.5729
0.8082,21.9343
1.305,42.8777
2.1344,36.7014
1.4813,19.0823
1.7107,27.59
1.1703,4.1144
1.5151,35.0044
1.4469,32.3688
1.3485,23.081
1.2072,23.4009
1.8341,4.9879
1.7718,34.3242
1.8373,8.5387
0.9747,14.1751
1.6325,23.1472
1.1385,21.8281
1.3198,21.1645
1.1633,28.9324
1.3405,28.47
1.985,17.5626
1.483,20.2176
1.2191,32.0867
1.523,14.8759
1.8826,5.9868
1.5228,23.4021
1.1743,16.6982
1.4151,32.1405
1.4364,4.7183
1.2752,24.7183
0.9487,9.0161
1.1479,23.3741
0.7671,17.6563
1.0636,4.5512
1.4048,47.6307
1.309,28.0612
1.2822,17.5982
1.1037,4.1291
1.4629,6.5728
2.2932,35.5704
1.7487,42.1138
1.2799,23.6248
1.007,3.6653
1.4447,25.5007
0.668,11.3619
1.5028,32.0283
1.2496,21.7705
1.7608,39.1247
1.9627,6.5386
1.3329,27.5672
0.6344,2.8935
1.4241,22.453
1.4448,34.6345
0.6466,2.8616
1.6313,31.6307
1.6415,4.9042
1.1232,36.0139
1.159,20.3861
1.851,20.9406
1.2237,18.4804
1.55,44.0514
1.806,48.7579
1.5338,27.21
1.2199,19.0003
1.1519,40.3861
1.4675,43.9754
1.5476,32.6042
1.3218,40.6579
1.8429,41.2252
1.4061,32.2091
1.4648,5.2293
2.9155,59.7327
1.5383,4.5377
1.596,30.4353
1.1641,20.5392
1.3228,18.8948
1.0812,31.8366
1.2446,26.4725
1.8487,37.7656
1.6066,36.1028
1.1816,20.0438
1.343,4.6339
1.332,10.527
1.7342,4.8413
1.0854,4.1712
0.9901,4.0752
1.3674,17.9416
1.0725,3.9948
1.1621,36.3661
1.4058,21.9527
1.8263,29.3592
1.8444,27.5516
1.2288,24.4607
1.3594,14.8814
0.8436,8.9317
1.2346,28.7691
0.9654,20.0757
1.5105,24.926
1.2699,18.8785
1.8799,36.0359
1.2487,29.9414
1.4118,46.6251
1.3632,20.8135
1.4207,39.984
1.1926,19.7001
1.073,13.9553
1.4785,25.4393
1.2899,17.9544
1.3698,23.9553
1.3769,31.6484
1.2694,29.9004
1.6952,30.8102
1.1631,18.3953
1.1995,20.0593
1.2041,27.1955
0.5701,2.7346
0.5851,2.7862
3.3233,25.0308
2.6441,19.1212
2.6048,21.8403
1.3531,12.1139
1.7429,21.2242
2.2929,33.0736
1.4738,16.9778
1.111,21.6745
1.5626,22.858
1.4306,20.0013
2.7365,24.1021
1.1571,7.8709
1.4086,11.169
3.6651,27.0868
1.4534,28.7426
1.226,29.51
1.4228,17.4745
1.2834,14.5935
0.7052,2.9804
1.5864,40.7364
1.1411,16.5317
1.2662,28.8254
2.3753,48.8495
1.5707,24.2221
1.1917,13.9858
1.3368,37.5546
1.5024,37.7623
2.3196,31.3342
1.4768,13.825
1.2564,14.0643
1.8434,48.7156
1.4167,14.1396
1.5826,6.4434
1.1507,24.618
1.5752,4.7396
1.1613,36.8992
0.664,2.9186
1.2693,36.1064
2.7147,27.4544
1.5329,22.9052
0.5991,16.9628
1.5509,24.2806
1.3015,28.1194
1.0474,30.2317
1.4126,21.5863
1.7824,21.961
1.8734,6.829
1.8945,18.8761
1.1943,16.1887
0.9338,20.6031
1.6446,18.5353
1.2639,14.963
1.0852,15.7144
1.5937,23.4084
1.7847,28.4025
2.7887,36.1715
1.1151,5.4111
1.2606,6.0493
1.06,4.0519
1.2931,10.993
1.0452,9.8858
0.9826,7.6802
1.0937,16.5067
1.9516,23.4592
1.333,26.8574
1.3672,4.1063
1.3058,17.992
1.139,26.2151
0.8062,12.0924
1.1775,20.248
1.5177,15.1701
1.6249,10.3106
0.9132,20.7383
2.5044,19.135
2.1532,25.9802
0.9344,18.9168
1.0427,28.5899
1.1669,18.6874
1.1649,18.0274
1.2322,27.0803
1.1985,18.9889
1.5645,15.6561
1.1536,25.3283
1.6322,19.4255
1.4597,4.3682
1.648,5.1125
1.2612,4.4463
1.2741,27.8803
1.3936,4.5572
1.993,5.4994
0.9615,18.8008
1.1104,21.5575
1.0509,3.7613
1.3322,8.4021
1.1796,4.3468
1.1595,4.1594
1.7534,28.7914
1.1865,19.5037
1.2396,18.892
1.8232,29.5935
0.9797,19.421
0.8235,12.5901
1.0566,20.2411
1.0225,4.2711
1.701,19.2347
1.1636,14.1885
1.0558,14.031
0.8107,51.9894
0.8697,12.9613
1.646,20.5115
1.071,3.8857
1.1978,3.9122
1.2065,20.0397
1.1662,39.0537
0.991,19.5282
1.1709,15.0719
1.6594,7.3849
1.1657,14.8944
1.2381,4.244
1.9839,15.2079
2.8286,39.1014
1.7448,31.2958
1.6177,17.7826
1.5739,20.2782
1.2444,29.7321
1.2112,19.8926
1.6509,19.574
1.314,4.2024
1.3446,20.04
1.0987,21.1533
1.5904,27.579
1.5674,38.8312
1.7041,4.7454
1.6627,4.9629
1.1059,3.8936
1.1394,3.9152
1.5677,35.2166
1.3781,4.4538
1.0863,4.5752
1.552,18.4232
1.4005,4.3115
1.3033,11.0798
1.5379,4.6209
1.115,12.1046
1.3057,4.1366
1.127,9.894
1.0194,3.6519
1.3126,30.5488
1.2056,10.4582
1.4351,18.0005
1.01,22.8469
1.5275,27.9273
1.3458,39.5814
1.602,35.8665
1.021,20.9965
2.5691,23.0095
1.6598,5.3834
1.0235,11.7146
1.2694,33.2009
3.7443,28.4281
1.9532,29.8681
1.4536,44.1548
0.8864,19.1622
1.1494,24.8464
2.3599,36.7157
1.0002,13.2631
1.0366,13.7165
0.8287,12.28
1.8887,44.8748
2.0935,5.4736
2.1656,23.7311
1.5089,5.671
1.4205,35.5917
1.4201,23.0808
1.1843,47.7046
1.2226,21.6064
1.0781,26.3776
1.5186,4.769
1.6117,17.506
1.9618,35.0704
2.6433,28.3269
1.2398,32.9145
1.8855,33.8293
1.696,41.3912
0.9564,29.8916
0.9371,11.9443
1.3026,30.2931
1.7519,35.5813
1.8606,22.3282
1.7542,22.783
1.5193,26.4706
1.0365,13.7157
1.5836,17.1811
1.1923,19.1988
0.7882,23.1653
1.3651,27.6881
1.4875,4.5766
2.9097,37.7273
1.4286,20.2931
0.9044,19.3627
0.9518,14.5825
1.3175,5.1594
1.0142,13.3502
1.0734,23.6297
1.5555,19.6142
1.183,19.2674
1.3035,18.3737
0.9475,21.2518
1.0048,20.0453
1.2219,23.9882
1.6849,17.9801
1.6136,4.8978
1.216,46.2408
1.3411,13.1577
1.4129,27.9494
1.3038,28.7043
3.1451,82.2085
1.0088,19.0898
1.3286,26.8209
1.4859,45.6706
1.3272,30.1109
0.5328,2.6634
1.951,45.4529
1.4905,27.9186
1.1947,3.9704
1.6898,27.0541
1.4709,61.252
1.2246,13.8463
1.1317,16.9048
1.6224,19.6355
2.3951,21.767
1.1341,29.2078
1.0549,12.8332
1.8481,44.4061
1.3124,25.2888
1.3558,4.1024
1.4659,4.2313
1.1111,25.5639
0.776,14.9164
1.8308,25.2224
1.2072,17.2807
1.0921,23.688
1.6731,43.2813
1.1269,19.4039
1.6377,19.2391
1.8026,4.9044
1.4715,21.1741
1.3551,18.3416
0.9895,12.8624
1.4193,17.5549
1.3184,20.61
0.6285,2.894
1.1799,3.9761
0.5227,2.7155
1.2618,11.4359
1.1328,21.5062
2.2092,38.3635
2.0812,5.0283
1.6226,23.0398
1.073,37.5063
1.2418,20.6109
1.4207,27.5203
1.039,19.0646
0.9969,19.8559
1.5363,18.4271
1.5327,35.8296
1.4568,4.7662
1.5576,14.7996
1.2891,4.7338
1.046,14.4504
1.345,22.9455
1.3706,13.5857
1.7972,24.3659
1.8074,25.5544
1.0643,13.4598
1.3094,31.5177
2.4354,22.6472
1.2184,5.4619
0.8623,18.5058
1.2351,14.9218
0.9804,20.32
2.211,49.603
0.968,14.1122
0.4934,2.6084
1.593,15.6918
1.5484,19.2916
1.3782,23.4166
1.2188,4.0229
1.6393,23.5701
2.1562,62.1097
1.4752,42.4794
0.6101,2.8201
2.1202,38.8599
0.7963,3.1517
0.5978,2.8387
0.5919,2.7801
0.5097,2.6407
1.3259,5.4751
0.6646,2.9509
0.4936,2.6468
0.9659,3.4575
0.9438,4.2501
0.6376,2.8786
1.5373,4.4504
1.3399,4.0293
1.055,15.4437
1.1693,30.8917
1.1663,22.2135
0.9805,14.8759
0.9438,33.8039
1.7995,43.629
2.5829,29.2637
2.6791,7.5459
1.1059,33.3963
1.4991,4.6699
1.1996,4.2921
1.0695,15.9954
0.9577,14.6339
1.4566,4.3188
1.4036,64.4045
1.0434,3.7521
0.7865,15.9057
1.8673,42.1012
3.3616,20.6873
2.4277,27.0014
0.9277,12.3782
0.9354,21.4711
0.8288,12.2946
1.5672,20.8653
1.7696,4.9248
1.7656,30.1739
2.4094,5.7911
2.0478,17.9507
0.5368,2.7138
1.1027,22.4648
0.7024,8.7006
1.2181,16.0135
1.9238,5.4165
1.4209,40.9741
1.7826,4.8889
0.5784,2.7909
1.5684,4.5488
1.1393,20.0019
1.7739,30.0261
1.638,5.0612
0.7948,3.1645
1.3878,34.7128
1.3091,31.7318
1.1526,23.3845
1.0696,20.0018
0.5503,2.7474
1.3955,28.8176
1.6005,5.1817
1.6446,4.9864
1.1011,33.5454
1.3077,26.912
1.3287,14.8407
0.9391,13.1229
1.0639,3.6437
0.9463,17.4757
1.7664,28.4599
1.5065,28.8053
1.6969,20.3104
1.4822,16.9871
1.1887,38.7162
4.2173,24.4457
1.4342,40.8521
1.8403,19.4094
1.572,4.5756
1.7386,24.7039
1.015,18.8419
1.0368,30.3952
1.3303,14.5656
0.9347,21.3696
1.1648,15.7602
1.2315,25.3104
1.4901,10.5
1.4966,36.6346
0.5823,2.7015
1.119,16.4196
1.2572,16.4717
1.3153,14.9325
1.1761,5.0433
1.6283,43.0765
1.9677,20.7726
1.0619,18.923
1.286,32.0216
1.5155,47.1086
1.5275,40.2142
1.2387,28.5571
1.6417,33.2108
1.7335,22.3905
1.2259,12.4073
