logTeff_1,logL_1,Stage_1,logTeff_3,logL_3,Stage_3,logTeff_10,logL_10,Stage_10,logTeff_30,logL_30,Stage_30
3.495258682,3.289903154,4,3.461552412,4.152998107,4,,,,,,
3.493140211,3.306467955,4,3.464300845,4.141554013,4,,,,,,
3.491003602,3.322995607,4,3.465894364,4.134532278,4,,,,,,
3.488819686,3.339422111,4,3.468475252,4.123449945,4,,,,,,
3.486630502,3.355837342,4,3.471264171,4.111324807,4,,,,,,
3.484388267,3.372132144,4,3.47379227,4.099975782,4,,,,,,
3.482127687,3.388371426,4,3.47634616,4.08539058,4,,,,,,
3.479814471,3.404494373,4,3.477147965,4.072057599,4,,,,,,
3.477489142,3.420564641,4,3.477311408,4.061699057,4,,,,,,
3.475138447,3.436499942,4,3.477382324,4.048887762,4,,,,,,
3.472688095,3.45216596,4,3.474678041,4.059462482,4,,,,,,
3.470228652,3.467694265,4,3.471599076,4.070176746,4,,,,,,
3.467715214,3.482967564,4,3.468566383,4.079229071,4,,,,,,
3.465128332,3.498011164,4,3.465447465,4.089024983,4,,,,,,
3.462505072,3.512630226,4,3.462265236,4.098669389,4,,,,,,
3.460021247,3.526751104,4,3.459206104,4.107148173,4,,,,,,
3.458159448,3.540055255,4,3.456389185,4.114042952,4,,,,,,
3.458316048,3.551355214,4,3.453640479,4.12039123,4,,,,,,
3.46070447,3.560024777,4,3.450646017,4.127609669,4,,,,,,
3.465160897,3.563211547,4,3.44796494,4.133579902,4,,,,,,
3.469790869,3.564436896,4,3.445868628,4.13851764,4,,,,,,
3.480531534,3.564727677,4,3.444115766,4.14325504,4,,,,,,
3.49127687,3.563876846,4,3.442638334,4.148181168,4,,,,,,
3.502023699,3.562878577,4,3.441175015,4.152944659,4,,,,,,
3.512774006,3.562555206,4,3.439891297,4.158116219,4,,,,,,
3.523524133,3.562475824,4,3.440771051,4.153305923,4,,,,,,
3.534276025,3.562327287,4,3.442571011,4.148419151,4,,,,,,
3.545026128,3.562273472,4,3.442931328,4.148314185,4,,,,,,
3.555777537,3.562189671,4,3.44365384,4.145634538,4,,,,,,
,,,3.444525184,4.142637034,4,,,,,,
,,,3.445104835,4.14152409,4,,,,,,
,,,3.443106874,4.130031223,4,,,,,,
,,,3.440753089,4.12716047,4,,,,,,
,,,3.441839078,4.108760272,4,,,,,,
,,,3.442425312,4.100340137,4,,,,,,
,,,3.443076784,4.093831485,4,,,,,,
,,,3.443747727,4.087329531,4,,,,,,
,,,3.44442122,4.080848994,4,,,,,,
,,,3.445088045,4.074317958,4,,,,,,
,,,3.445742672,4.06767547,4,,,,,,
,,,3.446349951,4.060893278,4,,,,,,
,,,3.446877869,4.053336003,4,,,,,,
,,,3.447259728,4.045292466,4,,,,,,
,,,3.447572196,4.036301066,4,,,,,,
,,,3.44778513,4.026160237,4,,,,,,
,,,3.447912607,4.015201623,4,,,,,,
,,,3.448170756,4.004669605,4,,,,,,
,,,3.447542802,3.998185603,4,,,,,,
,,,3.444415296,4.008782706,4,,,,,,
,,,3.443494849,4.020542891,4,,,,,,
,,,3.443295519,4.031685848,4,,,,,,
,,,3.443053799,4.04292047,4,,,,,,
,,,3.442690478,4.053800767,4,,,,,,
,,,3.442177459,4.063993248,4,,,,,,
,,,3.441393452,4.073461884,4,,,,,,
,,,3.440452087,4.079881894,4,,,,,,
,,,3.43918316,4.084310199,4,,,,,,
,,,3.438157398,4.086364637,4,,,,,,
,,,3.436902177,4.087923819,4,,,,,,
,,,3.43552813,4.088133646,4,,,,,,
,,,3.433907603,4.087399702,4,,,,,,
,,,3.436219894,4.08688829,4,,,,,,
,,,3.441152128,4.086797737,4,,,,,,
,,,3.446084753,4.086794236,4,,,,,,
,,,3.451017986,4.08685737,4,,,,,,
,,,3.4559512,4.086926925,4,,,,,,
,,,3.460884043,4.087000384,4,,,,,,
,,,3.46581655,4.086994562,4,,,,,,
,,,3.470748952,4.087070753,4,,,,,,
,,,3.475681369,4.087096364,4,,,,,,
,,,3.48061252,4.087139682,4,,,,,,
,,,3.492240103,4.08720996,4,,,,,,
,,,3.503865184,4.087287359,4,,,,,,
,,,3.515491376,4.087301533,4,,,,,,
,,,3.527108552,4.0872823,4,,,,,,
,,,3.538733063,4.087272493,4,,,,,,
,,,3.550348134,4.087538051,4,,,,,,
,,,3.561951056,4.087176879,4,,,,,,
,,,3.573552701,4.086947401,4,,,,,,
,,,3.585181779,4.087085549,4,,,,,,
,,,3.59680841,4.086812891,4,,,,,,
,,,3.608443539,4.087112473,4,,,,,,
,,,3.620067514,4.087015522,4,,,,,,
,,,3.631701375,4.087050808,4,,,,,,
,,,3.643332633,4.086793173,4,,,,,,
,,,3.654967238,4.086515309,4,,,,,,
