G,BP-RP,MG
20.062,0.6851,5.467
20.0165,0.6851,5.4215
19.3707,0.6851,4.7757
19.3861,0.6852,4.7911
17.6554,0.6852,3.0604
20.5214,0.6853,5.9264
19.4245,0.6853,4.8295
18.4703,0.6854,3.8753
19.9425,0.6854,5.3475
19.3362,0.6854,4.7412
15.7585,0.6854,1.1635
17.8453,0.6855,3.2503
18.6941,0.6855,4.0991
19.9019,0.6856,5.3069
17.9451,0.6856,3.3501
18.2998,0.6856,3.7048
19.8917,0.6857,5.2967
20.1609,0.6857,5.5659
20.6041,0.6858,6.0091
19.5542,0.6858,4.9592
19.0422,0.6858,4.4472
18.0989,0.6859,3.5039
19.7617,0.6859,5.1667
17.9632,0.6859,3.3682
19.8698,0.686,5.2748
18.6242,0.686,4.0292
18.11,0.686,3.515
19.6127,0.6861,5.0177
19.1028,0.6861,4.5078
17.88,0.6861,3.285
20.245,0.6862,5.65
18.377,0.6862,3.782
19.4576,0.6862,4.8626
18.0794,0.6862,3.4844
20.6813,0.6863,6.0863
19.1276,0.6863,4.5326
18.9893,0.6863,4.3943
19.4874,0.6864,4.8924
19.5967,0.6864,5.0017
19.5267,0.6864,4.9317
18.3871,0.6864,3.7921
20.4386,0.6865,5.8436
20.2584,0.6866,5.6634
20.0804,0.6866,5.4854
20.0332,0.6866,5.4382
19.4557,0.6866,4.8607
18.8746,0.6866,4.2796
20.5595,0.6867,5.9645
19.3784,0.6867,4.7834
17.9223,0.6867,3.3273
20.434,0.6868,5.839
20.5414,0.6869,5.9464
20.599,0.6869,6.004
20.4096,0.6869,5.8146
19.9425,0.6869,5.3475
19.9651,0.6869,5.3701
17.907,0.6869,3.312
19.3557,0.687,4.7607
17.969,0.687,3.374
18.375,0.6871,3.78
18.8095,0.6871,4.2145
18.359,0.6872,3.764
18.6954,0.6872,4.1004
18.9166,0.6872,4.3216
19.3409,0.6872,4.7459
19.5113,0.6872,4.9163
19.4617,0.6873,4.8667
19.7799,0.6873,5.1849
20.5845,0.6875,5.9895
19.3331,0.6875,4.7381
19.5841,0.6875,4.9891
19.18,0.6875,4.585
19.8342,0.6875,5.2392
19.4244,0.6875,4.8294
17.7097,0.6875,3.1147
19.4253,0.6876,4.8303
20.176,0.6877,5.581
18.2636,0.6877,3.6686
18.8999,0.6877,4.3049
20.253,0.6878,5.658
19.086,0.6878,4.491
18.6395,0.6879,4.0445
19.5637,0.6879,4.9687
19.3984,0.6879,4.8034
18.7784,0.6879,4.1834
19.8881,0.688,5.2931
20.0576,0.688,5.4626
19.8612,0.688,5.2662
19.0819,0.688,4.4869
20.738,0.6881,6.143
19.486,0.6881,4.891
19.6599,0.6882,5.0649
19.2203,0.6883,4.6253
19.3579,0.6886,4.7629
19.7882,0.6886,5.1932
19.6203,0.6886,5.0253
19.0373,0.6886,4.4423
19.6094,0.6887,5.0144
19.5757,0.6887,4.9807
18.696,0.6888,4.101
19.1702,0.6888,4.5752
18.5492,0.6889,3.9542
18.0761,0.6889,3.4811
19.9543,0.689,5.3593
19.6369,0.689,5.0419
18.9703,0.689,4.3753
19.9454,0.6891,5.3504
20.3288,0.6891,5.7338
19.0759,0.6891,4.4809
18.0244,0.6891,3.4294
20.0411,0.6892,5.4461
20.0665,0.6892,5.4715
19.9265,0.6892,5.3315
19.89,0.6893,5.295
19.0002,0.6893,4.4052
19.8792,0.6893,5.2842
20.2986,0.6894,5.7036
20.1084,0.6894,5.5134
19.4225,0.6894,4.8275
19.4125,0.6894,4.8175
18.0044,0.6894,3.4094
19.6276,0.6895,5.0326
19.1223,0.6895,4.5273
17.988,0.6895,3.393
19.725,0.6896,5.13
17.8828,0.6896,3.2878
20.51,0.6897,5.915
20.1286,0.6897,5.5336
18.8862,0.6897,4.2912
19.4598,0.6897,4.8648
18.7499,0.6897,4.1549
19.5299,0.6898,4.9349
19.5615,0.6899,4.9665
18.068,0.6899,3.473
20.2718,0.69,5.6768
17.9986,0.69,3.4036
19.6977,0.6901,5.1027
17.9121,0.6901,3.3171
19.8261,0.6902,5.2311
20.66,0.6903,6.065
18.8061,0.6903,4.2111
19.3831,0.6903,4.7881
19.2495,0.6903,4.6545
19.7546,0.6904,5.1596
19.4095,0.6904,4.8145
19.4202,0.6905,4.8252
18.6197,0.6905,4.0247
19.7303,0.6906,5.1353
19.8104,0.6906,5.2154
19.5517,0.6906,4.9567
17.9304,0.6906,3.3354
19.0099,0.6906,4.4149
19.6722,0.6906,5.0772
17.8047,0.6906,3.2097
19.438,0.6906,4.843
19.8706,0.6907,5.2756
19.0916,0.6907,4.4966
17.9152,0.6907,3.3202
20.0218,0.6908,5.4268
18.8825,0.6908,4.2875
19.221,0.6908,4.626
18.7797,0.6909,4.1847
18.8266,0.6911,4.2316
19.8121,0.6912,5.2171
19.7172,0.6912,5.1222
19.9699,0.6912,5.3749
20.1844,0.6912,5.5894
18.0548,0.6912,3.4598
18.4982,0.6913,3.9032
18.9238,0.6913,4.3288
19.2844,0.6913,4.6894
19.7525,0.6914,5.1575
18.26,0.6914,3.665
19.5844,0.6914,4.9894
18.4052,0.6915,3.8102
19.0424,0.6917,4.4474
18.8731,0.6918,4.2781
19.7495,0.6918,5.1545
20.0294,0.6919,5.4344
19.9978,0.6919,5.4028
19.4406,0.6919,4.8456
19.8526,0.6919,5.2576
18.748,0.692,4.153
18.3837,0.692,3.7887
18.9297,0.6921,4.3347
19.9298,0.6922,5.3348
19.8107,0.6922,5.2157
18.4515,0.6922,3.8565
18.7034,0.6923,4.1084
19.6253,0.6923,5.0303
18.4029,0.6923,3.8079
20.0397,0.6924,5.4447
19.3888,0.6924,4.7938
19.5464,0.6924,4.9514
19.2326,0.6924,4.6376
17.9201,0.6924,3.3251
17.8543,0.6924,3.2593
20.5357,0.6925,5.9407
19.914,0.6925,5.319
19.2294,0.6925,4.6344
18.1094,0.6926,3.5144
18.5354,0.6926,3.9404
19.7974,0.6927,5.2024
19.6193,0.6927,5.0243
20.0142,0.6928,5.4192
19.7419,0.6928,5.1469
20.1674,0.6929,5.5724
19.6181,0.6929,5.0231
19.429,0.693,4.834
19.8833,0.6931,5.2883
20.5255,0.6931,5.9305
20.1431,0.6931,5.5481
20.307,0.6931,5.712
18.6981,0.6931,4.1031
17.9569,0.6932,3.3619
19.4194,0.6932,4.8244
19.4514,0.6933,4.8564
17.7296,0.6933,3.1346
19.7599,0.6934,5.1649
18.9903,0.6934,4.3953
19.7272,0.6934,5.1322
17.8353,0.6934,3.2403
19.7967,0.6935,5.2017
19.5654,0.6935,4.9704
18.4087,0.6935,3.8137
19.1639,0.6936,4.5689
19.669,0.6938,5.074
19.213,0.6939,4.618
18.0109,0.6939,3.4159
20.4765,0.694,5.8815
18.7573,0.6941,4.1623
18.8995,0.6941,4.3045
19.8019,0.6942,5.2069
18.8666,0.6942,4.2716
18.1309,0.6942,3.5359
19.5421,0.6943,4.9471
19.4332,0.6943,4.8382
20.0233,0.6944,5.4283
19.8974,0.6944,5.3024
19.7696,0.6945,5.1746
19.6351,0.6946,5.0401
20.1014,0.6946,5.5064
19.4403,0.6946,4.8453
18.2598,0.6946,3.6648
20.5142,0.6947,5.9192
18.3157,0.6947,3.7207
17.9923,0.6947,3.3973
19.6088,0.6948,5.0138
19.7813,0.6948,5.1863
19.6163,0.6948,5.0213
20.3042,0.695,5.7092
18.2635,0.695,3.6685
19.6243,0.6951,5.0293
18.5703,0.6951,3.9753
20.8064,0.6953,6.2114
19.9371,0.6953,5.3421
20.1613,0.6954,5.5663
19.9508,0.6954,5.3558
19.8907,0.6955,5.2957
19.0116,0.6955,4.4166
19.8419,0.6956,5.2469
19.5402,0.6956,4.9452
18.2943,0.6956,3.6993
19.3738,0.6957,4.7788
17.9263,0.6957,3.3313
20.0183,0.6957,5.4233
19.896,0.6958,5.301
19.3628,0.6958,4.7678
19.3711,0.6958,4.7761
18.7781,0.6958,4.1831
20.0257,0.696,5.4307
19.7838,0.696,5.1888
18.8997,0.696,4.3047
18.1488,0.696,3.5538
20.4685,0.6961,5.8735
19.9445,0.6961,5.3495
19.2032,0.6961,4.6082
20.178,0.6962,5.583
19.6859,0.6962,5.0909
19.268,0.6963,4.673
18.058,0.6963,3.463
18.8786,0.6963,4.2836
19.872,0.6963,5.277
20.2272,0.6965,5.6322
19.9323,0.6966,5.3373
18.5719,0.6966,3.9769
19.5172,0.6966,4.9222
20.6385,0.6967,6.0435
19.3261,0.6967,4.7311
19.2106,0.6968,4.6156
20.0064,0.6968,5.4114
19.0733,0.6968,4.4783
20.5863,0.6969,5.9913
19.4475,0.6969,4.8525
19.8849,0.6969,5.2899
18.9873,0.6969,4.3923
18.9734,0.6969,4.3784
19.5781,0.697,4.9831
19.6865,0.697,5.0915
19.9339,0.6971,5.3389
18.34,0.6971,3.745
19.9025,0.6971,5.3075
19.2212,0.6971,4.6262
17.8476,0.6972,3.2526
20.2059,0.6972,5.6109
19.6131,0.6973,5.0181
19.5203,0.6973,4.9253
18.6926,0.6973,4.0976
19.581,0.6974,4.986
20.244,0.6974,5.649
19.3928,0.6974,4.7978
19.2754,0.6974,4.6804
18.9937,0.6975,4.3987
19.6046,0.6976,5.0096
18.7852,0.6976,4.1902
18.0437,0.6976,3.4487
19.5458,0.6978,4.9508
19.3337,0.6979,4.7387
20.2661,0.6979,5.6711
20.5421,0.698,5.9471
19.3633,0.698,4.7683
18.0292,0.698,3.4342
20.1952,0.6981,5.6002
18.3143,0.6982,3.7193
18.8379,0.6982,4.2429
19.6416,0.6983,5.0466
18.946,0.6983,4.351
19.7265,0.6984,5.1315
19.8275,0.6984,5.2325
19.1711,0.6984,4.5761
19.769,0.6984,5.174
19.4149,0.6985,4.8199
18.8851,0.6985,4.2901
19.9348,0.6986,5.3398
19.3525,0.6986,4.7575
19.904,0.6986,5.309
19.1847,0.6986,4.5897
20.4436,0.6987,5.8486
17.7852,0.6987,3.1902
20.5877,0.6987,5.9927
17.8875,0.6987,3.2925
19.3408,0.6988,4.7458
19.0343,0.6988,4.4393
20.2924,0.6988,5.6974
19.7454,0.6988,5.1504
19.5766,0.6989,4.9816
20.353,0.6989,5.758
19.2416,0.699,4.6466
20.5438,0.6991,5.9488
19.4762,0.6991,4.8812
19.1646,0.6991,4.5696
19.1405,0.6991,4.5455
18.8504,0.6992,4.2554
18.7924,0.6993,4.1974
18.1376,0.6993,3.5426
19.3113,0.6993,4.7163
19.1928,0.6993,4.5978
19.7123,0.6994,5.1173
19.9526,0.6994,5.3576
19.4735,0.6994,4.8785
19.4629,0.6995,4.8679
18.1187,0.6995,3.5237
19.1759,0.6995,4.5809
19.4771,0.6996,4.8821
20.707,0.6996,6.112
19.6677,0.6996,5.0727
19.6725,0.6996,5.0775
19.5112,0.6997,4.9162
19.8904,0.6998,5.2954
19.6939,0.6998,5.0989
20.0984,0.6998,5.5034
19.2445,0.6998,4.6495
18.6593,0.6998,4.0643
19.4955,0.6999,4.9005
20.6745,0.6999,6.0795
19.4333,0.7,4.8383
18.7097,0.7,4.1147
20.0187,0.7001,5.4237
18.5965,0.7001,4.0015
18.153,0.7002,3.558
20.1294,0.7002,5.5344
19.5647,0.7002,4.9697
19.84,0.7002,5.245
19.8136,0.7002,5.2186
20.1683,0.7003,5.5733
19.9262,0.7003,5.3312
18.7967,0.7004,4.2017
20.2104,0.7004,5.6154
20.0867,0.7005,5.4917
17.9345,0.7006,3.3395
19.3024,0.7007,4.7074
19.1773,0.7007,4.5823
18.6125,0.7008,4.0175
19.791,0.7009,5.196
19.7753,0.7009,5.1803
20.0117,0.701,5.4167
18.6649,0.701,4.0699
18.2886,0.701,3.6936
20.2124,0.7011,5.6174
17.9427,0.7012,3.3477
18.1767,0.7012,3.5817
20.1966,0.7013,5.6016
20.1416,0.7014,5.5466
19.794,0.7014,5.199
19.1291,0.7014,4.5341
18.5147,0.7014,3.9197
18.9648,0.7014,4.3698
19.2968,0.7014,4.7018
17.8873,0.7014,3.2923
19.8949,0.7015,5.2999
19.7895,0.7015,5.1945
18.7751,0.7016,4.1801
19.4757,0.7016,4.8807
17.9778,0.7016,3.3828
20.4448,0.7017,5.8498
19.7524,0.7017,5.1574
17.9846,0.7017,3.3896
20.0671,0.7018,5.4721
18.9012,0.7018,4.3062
20.3609,0.7019,5.7659
19.3565,0.7019,4.7615
19.3195,0.7019,4.7245
18.2295,0.7021,3.6345
18.5151,0.7021,3.9201
19.8821,0.7022,5.2871
17.8843,0.7022,3.2893
20.1759,0.7022,5.5809
19.6365,0.7022,5.0415
20.1091,0.7023,5.5141
19.3532,0.7023,4.7582
20.5178,0.7024,5.9228
18.8486,0.7024,4.2536
20.2204,0.7024,5.6254
20.0651,0.7024,5.4701
19.7737,0.7024,5.1787
20.1711,0.7025,5.5761
18.8679,0.7025,4.2729
19.0294,0.7025,4.4344
20.0477,0.7026,5.4527
18.9974,0.7026,4.4024
19.4058,0.7027,4.8108
19.2227,0.7027,4.6277
19.0266,0.7027,4.4316
17.5018,0.7028,2.9068
18.4274,0.703,3.8324
20.066,0.703,5.471
19.9552,0.7031,5.3602
18.4799,0.7032,3.8849
19.8245,0.7033,5.2295
19.5185,0.7033,4.9235
18.6195,0.7034,4.0245
19.3086,0.7034,4.7136
18.8148,0.7034,4.2198
19.0197,0.7034,4.4247
20.0481,0.7034,5.4531
19.2889,0.7034,4.6939
19.3322,0.7036,4.7372
19.5402,0.7036,4.9452
19.7567,0.7036,5.1617
18.2997,0.7036,3.7047
19.2707,0.7037,4.6757
19.4855,0.7037,4.8905
19.2931,0.7037,4.6981
19.7334,0.7037,5.1384
18.7576,0.7038,4.1626
18.6984,0.7038,4.1034
20.2569,0.7038,5.6619
19.4692,0.7038,4.8742
17.8803,0.7038,3.2853
19.6818,0.7039,5.0868
20.4604,0.704,5.8654
19.865,0.704,5.27
18.2333,0.704,3.6383
20.1758,0.7041,5.5808
19.3633,0.7041,4.7683
18.2287,0.7041,3.6337
19.6607,0.7042,5.0657
19.0253,0.7042,4.4303
20.1289,0.7043,5.5339
20.3208,0.7043,5.7258
19.6262,0.7043,5.0312
19.5397,0.7043,4.9447
17.6548,0.7044,3.0598
19.8,0.7044,5.205
20.0148,0.7044,5.4198
19.6237,0.7045,5.0287
19.3433,0.7046,4.7483
20.0946,0.7046,5.4996
19.7898,0.7046,5.1948
19.0777,0.7047,4.4827
19.8078,0.7047,5.2128
19.7538,0.7047,5.1588
19.2786,0.7047,4.6836
17.9309,0.7048,3.3359
19.9989,0.7049,5.4039
19.8321,0.7049,5.2371
20.5222,0.705,5.9272
19.2209,0.705,4.6259
18.3084,0.7051,3.7134
17.9256,0.7052,3.3306
20.0565,0.7053,5.4615
19.9728,0.7053,5.3778
19.6698,0.7053,5.0748
19.0865,0.7053,4.4915
19.3585,0.7054,4.7635
19.7652,0.7055,5.1702
19.2101,0.7055,4.6151
19.3852,0.7056,4.7902
19.2714,0.7056,4.6764
19.7306,0.7058,5.1356
19.4818,0.7058,4.8868
19.9416,0.7058,5.3466
19.9621,0.706,5.3671
19.3678,0.706,4.7728
19.9046,0.706,5.3096
19.4311,0.706,4.8361
19.3761,0.706,4.7811
18.0042,0.706,3.4092
18.3836,0.7061,3.7886
19.9201,0.7061,5.3251
20.8067,0.7062,6.2117
20.2416,0.7062,5.6466
20.0725,0.7062,5.4775
19.953,0.7062,5.358
19.6997,0.7063,5.1047
19.9454,0.7063,5.3504
19.4324,0.7063,4.8374
19.4313,0.7063,4.8363
19.8228,0.7064,5.2278
19.7572,0.7064,5.1622
17.8967,0.7064,3.3017
18.0373,0.7065,3.4423
18.6605,0.7065,4.0655
20.4283,0.7066,5.8333
19.4588,0.7066,4.8638
20.116,0.7066,5.521
18.3037,0.7066,3.7087
19.4601,0.7067,4.8651
20.0977,0.7067,5.5027
19.5944,0.7067,4.9994
17.901,0.7067,3.306
19.7973,0.7068,5.2023
17.881,0.7068,3.286
19.7289,0.7069,5.1339
19.5778,0.7069,4.9828
20.4131,0.707,5.8181
19.9311,0.707,5.3361
14.7682,0.707,0.1732
19.2156,0.7071,4.6206
19.6016,0.7071,5.0066
20.4845,0.7072,5.8895
19.1597,0.7072,4.5647
17.7864,0.7073,3.1914
19.0327,0.7074,4.4377
19.1812,0.7074,4.5862
20.0099,0.7075,5.4149
20.0485,0.7075,5.4535
19.3762,0.7075,4.7812
19.8894,0.7076,5.2944
19.9124,0.7076,5.3174
18.0651,0.7076,3.4701
18.8212,0.7076,4.2262
19.6296,0.7077,5.0346
18.1867,0.7077,3.5917
17.7962,0.7078,3.2012
19.5912,0.7078,4.9962
18.337,0.7079,3.742
19.2123,0.7079,4.6173
19.1462,0.7079,4.5512
18.4035,0.7079,3.8085
20.171,0.708,5.576
18.4184,0.708,3.8234
19.7676,0.708,5.1726
18.9539,0.708,4.3589
20.3366,0.7082,5.7416
18.6816,0.7082,4.0866
19.8315,0.7082,5.2365
19.4036,0.7084,4.8086
19.4149,0.7084,4.8199
19.743,0.7084,5.148
19.8124,0.7085,5.2174
17.9015,0.7085,3.3065
20.8547,0.7086,6.2597
20.0905,0.7087,5.4955
17.8862,0.7087,3.2912
19.6899,0.7088,5.0949
19.99,0.7088,5.395
19.4897,0.7088,4.8947
20.524,0.7089,5.929
19.4606,0.7089,4.8656
20.0218,0.709,5.4268
19.3128,0.709,4.7178
18.4954,0.709,3.9004
18.4087,0.709,3.8137
20.1584,0.7091,5.5634
19.176,0.7092,4.581
18.7685,0.7092,4.1735
19.667,0.7092,5.072
18.1097,0.7092,3.5147
19.8768,0.7093,5.2818
18.81,0.7094,4.215
17.9844,0.7094,3.3894
19.2132,0.7094,4.6182
19.8665,0.7095,5.2715
14.6701,0.7097,0.0751
20.5677,0.7097,5.9727
19.3652,0.7097,4.7702
18.8681,0.7097,4.2731
17.886,0.7098,3.291
20.0509,0.7098,5.4559
19.8352,0.7098,5.2402
19.9122,0.7098,5.3172
18.5193,0.7098,3.9243
18.9379,0.7098,4.3429
18.9343,0.7098,4.3393
17.8545,0.7098,3.2595
19.4169,0.7099,4.8219
20.1458,0.71,5.5508
19.2908,0.71,4.6958
17.8441,0.71,3.2491
17.9385,0.71,3.3435
19.6942,0.7101,5.0992
19.8796,0.7101,5.2846
19.5688,0.7101,4.9738
19.1294,0.7101,4.5344
20.3113,0.7102,5.7163
20.4999,0.7102,5.9049
19.0792,0.7102,4.4842
18.4065,0.7102,3.8115
18.1626,0.7103,3.5676
19.7742,0.7103,5.1792
17.9106,0.7103,3.3156
17.1905,0.7104,2.5955
19.6526,0.7105,5.0576
19.0647,0.7105,4.4697
18.0009,0.7105,3.4059
20.0139,0.7106,5.4189
19.6658,0.7106,5.0708
18.1823,0.7106,3.5873
19.7409,0.7106,5.1459
19.1565,0.7106,4.5615
17.951,0.7106,3.356
19.8657,0.7107,5.2707
19.2571,0.7107,4.6621
17.8608,0.7107,3.2658
18.0128,0.7107,3.4178
18.411,0.7108,3.816
19.515,0.711,4.92
19.1776,0.711,4.5826
20.2955,0.7112,5.7005
18.7503,0.7112,4.1553
20.204,0.7112,5.609
18.8878,0.7112,4.2928
17.9399,0.7112,3.3449
20.185,0.7113,5.59
19.9708,0.7114,5.3758
17.5306,0.7114,2.9356
20.4582,0.7116,5.8632
18.875,0.7117,4.28
20.4121,0.7118,5.8171
19.3586,0.7118,4.7636
19.8913,0.7119,5.2963
19.8004,0.712,5.2054
19.3091,0.712,4.7141
19.4941,0.712,4.8991
19.6086,0.7121,5.0136
19.7865,0.7122,5.1915
19.8529,0.7123,5.2579
19.1617,0.7124,4.5667
19.3534,0.7125,4.7584
19.7325,0.7125,5.1375
18.9257,0.7125,4.3307
20.0744,0.7126,5.4794
20.0632,0.7126,5.4682
19.6599,0.7126,5.0649
17.8216,0.7126,3.2266
20.3727,0.7129,5.7777
20.7033,0.7129,6.1083
19.152,0.7129,4.557
19.859,0.713,5.264
20.3014,0.7131,5.7064
19.9826,0.7131,5.3876
19.3533,0.7131,4.7583
19.4797,0.7131,4.8847
18.5862,0.7132,3.9912
19.6937,0.7132,5.0987
19.4892,0.7132,4.8942
17.8269,0.7132,3.2319
19.5168,0.7132,4.9218
17.792,0.7133,3.197
17.8425,0.7133,3.2475
20.1873,0.7135,5.5923
18.4139,0.7135,3.8189
19.2577,0.7135,4.6627
19.816,0.7136,5.221
17.7884,0.7136,3.1934
17.9601,0.7136,3.3651
20.6029,0.7137,6.0079
19.7138,0.7137,5.1188
18.9196,0.7137,4.3246
20.6868,0.7138,6.0918
19.9577,0.7138,5.3627
19.3934,0.7138,4.7984
19.5227,0.7139,4.9277
19.7245,0.7139,5.1295
20.3472,0.7139,5.7522
19.5347,0.7139,4.9397
19.2628,0.7139,4.6678
19.0888,0.7139,4.4938
20.0206,0.714,5.4256
19.6884,0.714,5.0934
19.2389,0.714,4.6439
18.4237,0.714,3.8287
17.9897,0.7141,3.3947
19.5142,0.7141,4.9192
17.9041,0.7141,3.3091
17.8748,0.7141,3.2798
19.8665,0.7142,5.2715
20.4315,0.7142,5.8365
19.7896,0.7142,5.1946
19.7872,0.7142,5.1922
20.277,0.7142,5.682
19.612,0.7142,5.017
19.5937,0.7142,4.9987
17.8087,0.7142,3.2137
19.4333,0.7143,4.8383
20.1767,0.7143,5.5817
19.4336,0.7143,4.8386
18.9017,0.7143,4.3067
19.3932,0.7144,4.7982
19.7639,0.7144,5.1689
19.3404,0.7144,4.7454
19.9811,0.7144,5.3861
19.4722,0.7144,4.8772
19.5107,0.7147,4.9157
19.621,0.7147,5.026
20.0883,0.7147,5.4933
19.5059,0.7147,4.9109
17.4368,0.7147,2.8418
17.8142,0.7148,3.2192
20.6314,0.7149,6.0364
19.5697,0.7149,4.9747
17.9042,0.7149,3.3092
19.791,0.7149,5.196
19.3072,0.715,4.7122
19.4402,0.715,4.8452
18.0176,0.715,3.4226
18.9761,0.7152,4.3811
20.0649,0.7152,5.4699
19.204,0.7152,4.609
20.6408,0.7153,6.0458
19.6773,0.7153,5.0823
19.7562,0.7153,5.1612
19.2247,0.7154,4.6297
19.1869,0.7154,4.5919
18.2063,0.7154,3.6113
19.2857,0.7155,4.6907
18.418,0.7156,3.823
19.601,0.7157,5.006
19.8258,0.7157,5.2308
19.7971,0.7157,5.2021
20.5552,0.7157,5.9602
19.1956,0.7157,4.6006
17.9933,0.7157,3.3983
18.3138,0.7157,3.7188
19.6538,0.7159,5.0588
19.3935,0.7159,4.7985
19.5247,0.7161,4.9297
19.8345,0.7163,5.2395
19.5213,0.7163,4.9263
18.943,0.7163,4.348
17.8677,0.7163,3.2727
17.7017,0.7163,3.1067
20.1488,0.7164,5.5538
19.7069,0.7164,5.1119
19.4606,0.7164,4.8656
19.7539,0.7165,5.1589
19.9002,0.7165,5.3052
19.7627,0.7165,5.1677
19.0953,0.7166,4.5003
19.4353,0.7167,4.8403
19.739,0.7167,5.144
19.3825,0.7167,4.7875
18.6293,0.7168,4.0343
19.6034,0.7168,5.0084
20.2464,0.7169,5.6514
18.6747,0.7169,4.0797
19.7063,0.7169,5.1113
20.5959,0.7169,6.0009
18.0049,0.7169,3.4099
18.2796,0.717,3.6846
19.6967,0.717,5.1017
19.46,0.717,4.865
17.9627,0.717,3.3677
20.4186,0.7171,5.8236
19.7684,0.7171,5.1734
17.8758,0.7171,3.2808
19.5842,0.7172,4.9892
19.0959,0.7173,4.5009
20.4488,0.7174,5.8538
20.5263,0.7174,5.9313
19.0446,0.7174,4.4496
19.4749,0.7175,4.8799
19.4561,0.7175,4.8611
20.3736,0.7175,5.7786
19.5633,0.7175,4.9683
19.8246,0.7176,5.2296
19.3248,0.7176,4.7298
19.1194,0.7176,4.5244
18.4112,0.7176,3.8162
20.5281,0.7177,5.9331
20.3785,0.7177,5.7835
19.7068,0.7177,5.1118
19.6876,0.7177,5.0926
17.8697,0.7177,3.2747
19.5502,0.7178,4.9552
20.3946,0.7178,5.7996
20.7626,0.7179,6.1676
19.1711,0.7179,4.5761
17.9032,0.7179,3.3082
17.8476,0.7179,3.2526
15.1008,0.7181,0.5058
19.5546,0.7182,4.9596
19.104,0.7183,4.509
19.2707,0.7183,4.6757
19.5166,0.7183,4.9216
19.5296,0.7183,4.9346
19.9956,0.7184,5.4006
20.6219,0.7184,6.0269
20.3858,0.7184,5.7908
19.4679,0.7185,4.8729
17.911,0.7185,3.316
18.7792,0.7186,4.1842
17.7299,0.7186,3.1349
20.2077,0.7188,5.6127
17.8722,0.7188,3.2772
20.6551,0.7189,6.0601
19.5435,0.7189,4.9485
19.5556,0.7189,4.9606
17.5072,0.7189,2.9122
19.314,0.719,4.719
18.2844,0.719,3.6894
18.9823,0.7191,4.3873
19.2034,0.7191,4.6084
20.065,0.7192,5.47
19.8108,0.7192,5.2158
19.1797,0.7192,4.5847
18.5267,0.7193,3.9317
17.9321,0.7193,3.3371
19.6837,0.7194,5.0887
19.5014,0.7194,4.9064
18.6975,0.7194,4.1025
20.6105,0.7195,6.0155
19.1333,0.7196,4.5383
19.8233,0.7196,5.2283
19.8837,0.7196,5.2887
19.8303,0.7197,5.2353
19.3035,0.7197,4.7085
19.8812,0.7198,5.2862
19.2968,0.7198,4.7018
19.2289,0.7198,4.6339
19.6018,0.7198,5.0068
19.4254,0.72,4.8304
18.9547,0.7203,4.3597
18.9315,0.7203,4.3365
19.4967,0.7204,4.9017
18.6166,0.7204,4.0216
17.7522,0.7204,3.1572
19.6077,0.7206,5.0127
19.3594,0.7207,4.7644
19.4303,0.7208,4.8353
19.5323,0.7208,4.9373
19.6236,0.7208,5.0286
20.7845,0.7209,6.1895
19.8421,0.7209,5.2471
14.9176,0.7209,0.3226
19.0669,0.721,4.4719
19.9962,0.721,5.4012
19.3978,0.721,4.8028
17.8999,0.7211,3.3049
20.6704,0.7212,6.0754
19.7183,0.7212,5.1233
19.9524,0.7212,5.3574
19.2714,0.7212,4.6764
18.5497,0.7212,3.9547
19.4969,0.7213,4.9019
17.9448,0.7213,3.3498
20.6261,0.7214,6.0311
19.2813,0.7214,4.6863
19.7709,0.7214,5.1759
18.6734,0.7215,4.0784
20.0358,0.7216,5.4408
19.804,0.7216,5.209
19.7535,0.7217,5.1585
19.3458,0.7218,4.7508
20.3505,0.7218,5.7555
18.6476,0.7218,4.0526
17.7385,0.722,3.1435
20.2347,0.7222,5.6397
19.835,0.7222,5.24
19.6753,0.7222,5.0803
19.5863,0.7222,4.9913
17.5413,0.7224,2.9463
19.4121,0.7225,4.8171
20.056,0.7225,5.461
20.4728,0.7225,5.8778
19.7883,0.7225,5.1933
19.1383,0.7225,4.5433
20.716,0.7226,6.121
19.9143,0.7226,5.3193
20.0631,0.7226,5.4681
17.9899,0.7227,3.3949
17.8714,0.7227,3.2764
17.8928,0.7228,3.2978
18.0382,0.7228,3.4432
19.349,0.7228,4.754
19.7499,0.7228,5.1549
19.8156,0.7228,5.2206
19.0203,0.7228,4.4253
17.96,0.7229,3.365
18.1612,0.7229,3.5662
19.5465,0.7229,4.9515
17.8769,0.7229,3.2819
20.3724,0.723,5.7774
18.9584,0.723,4.3634
17.5802,0.7231,2.9852
19.7076,0.7231,5.1126
17.8506,0.7231,3.2556
20.7403,0.7232,6.1453
20.3364,0.7232,5.7414
19.1056,0.7232,4.5106
17.9965,0.7232,3.4015
20.1033,0.7233,5.5083
19.9711,0.7233,5.3761
17.9713,0.7233,3.3763
17.9668,0.7234,3.3718
18.4512,0.7234,3.8562
20.1169,0.7235,5.5219
20.1909,0.7235,5.5959
19.5966,0.7235,5.0016
20.6553,0.7236,6.0603
20.5833,0.7237,5.9883
19.4842,0.7237,4.8892
18.121,0.7238,3.526
19.3019,0.7238,4.7069
19.7127,0.724,5.1177
19.7906,0.7241,5.1956
19.7828,0.7241,5.1878
19.048,0.7242,4.453
19.8136,0.7243,5.2186
20.4394,0.7244,5.8444
