G,BP-RP,MG
18.9781,0.7867,5.7121
18.2409,0.7867,4.9749
17.1964,0.7867,3.9304
17.372,0.7867,4.106
18.3432,0.7867,5.0772
18.0469,0.7867,4.7809
18.1051,0.7867,4.8391
17.7312,0.7867,4.4652
17.6216,0.7867,4.3556
17.3039,0.7867,4.0379
18.0018,0.7867,4.7358
17.6948,0.7867,4.4288
18.1223,0.7867,4.8563
17.6476,0.7867,4.3816
17.6877,0.7867,4.4217
17.371,0.7867,4.105
17.4676,0.7867,4.2016
18.6804,0.7867,5.4144
18.049,0.7867,4.783
17.3655,0.7867,4.0995
18.4438,0.7867,5.1778
17.2358,0.7867,3.9698
20.2382,0.7867,6.9722
18.0503,0.7867,4.7843
17.9244,0.7866,4.6584
17.4903,0.7866,4.2243
17.1301,0.7866,3.8641
17.163,0.7866,3.897
17.3088,0.7866,4.0428
17.7319,0.7866,4.4659
17.1948,0.7866,3.9288
17.275,0.7866,4.009
17.5959,0.7866,4.3299
17.698,0.7866,4.432
18.2918,0.7866,5.0258
17.2961,0.7866,4.0301
17.4652,0.7866,4.1992
17.9719,0.7866,4.7059
17.4273,0.7866,4.1613
17.7351,0.7866,4.4691
17.7548,0.7866,4.4888
17.5878,0.7866,4.3218
17.9154,0.7866,4.6494
17.7222,0.7866,4.4562
18.2784,0.7866,5.0124
17.879,0.7866,4.613
17.4175,0.7866,4.1515
17.3712,0.7866,4.1052
17.8987,0.7866,4.6327
17.8807,0.7866,4.6147
18.3548,0.7866,5.0888
17.4904,0.7866,4.2244
17.2292,0.7866,3.9632
17.6052,0.7866,4.3392
17.2352,0.7866,3.9692
17.1715,0.7866,3.9055
17.6667,0.7866,4.4007
18.1778,0.7866,4.9118
17.4214,0.7866,4.1554
17.6384,0.7865,4.3724
17.4339,0.7865,4.1679
18.4479,0.7865,5.1819
17.9171,0.7865,4.6511
17.9676,0.7865,4.7016
17.3041,0.7865,4.0381
18.1801,0.7865,4.9141
17.1251,0.7865,3.8591
17.8692,0.7865,4.6032
17.9031,0.7865,4.6371
17.564,0.7865,4.298
17.9229,0.7865,4.6569
17.8519,0.7865,4.5859
17.783,0.7865,4.517
17.1904,0.7865,3.9244
17.3297,0.7865,4.0637
17.6215,0.7865,4.3555
17.7693,0.7865,4.5033
17.4146,0.7865,4.1486
17.2058,0.7865,3.9398
17.0289,0.7865,3.7629
19.0911,0.7865,5.8251
18.8972,0.7865,5.6312
17.1591,0.7865,3.8931
17.1632,0.7865,3.8972
17.5895,0.7864,4.3235
17.4109,0.7864,4.1449
17.3776,0.7864,4.1116
17.8721,0.7864,4.6061
17.5787,0.7864,4.3127
17.1688,0.7864,3.9028
18.189,0.7864,4.923
17.2473,0.7864,3.9813
18.2165,0.7864,4.9505
17.177,0.7864,3.911
17.8595,0.7864,4.5935
18.495,0.7864,5.229
17.8634,0.7864,4.5974
17.7356,0.7864,4.4696
17.7897,0.7864,4.5237
17.3692,0.7864,4.1032
17.9699,0.7864,4.7039
17.875,0.7864,4.609
17.7636,0.7864,4.4976
18.7013,0.7864,5.4353
17.9456,0.7864,4.6796
17.648,0.7864,4.382
17.4917,0.7864,4.2257
17.1414,0.7864,3.8754
17.6718,0.7864,4.4058
17.3345,0.7864,4.0685
18.1444,0.7864,4.8784
17.2137,0.7864,3.9477
20.3826,0.7864,7.1166
17.9366,0.7864,4.6706
17.1134,0.7864,3.8474
17.1996,0.7863,3.9336
17.1727,0.7863,3.9067
17.51,0.7863,4.244
18.0965,0.7863,4.8305
17.1645,0.7863,3.8985
17.5078,0.7863,4.2418
17.2962,0.7863,4.0302
18.2952,0.7863,5.0292
17.235,0.7863,3.969
18.0372,0.7863,4.7712
17.1968,0.7863,3.9308
18.0168,0.7863,4.7508
17.5506,0.7863,4.2846
17.6604,0.7863,4.3944
17.6598,0.7863,4.3938
17.9303,0.7863,4.6643
17.9299,0.7863,4.6639
17.7371,0.7863,4.4711
17.5134,0.7863,4.2474
18.5292,0.7863,5.2632
18.0853,0.7863,4.8193
17.6045,0.7863,4.3385
17.9509,0.7863,4.6849
19.0669,0.7863,5.8009
17.7865,0.7863,4.5205
18.0765,0.7863,4.8105
17.3927,0.7863,4.1267
18.1746,0.7863,4.9086
17.9909,0.7863,4.7249
17.2313,0.7863,3.9653
17.6933,0.7863,4.4273
17.8208,0.7862,4.5548
17.3788,0.7862,4.1128
17.174,0.7862,3.908
17.9259,0.7862,4.6599
17.1399,0.7862,3.8739
17.0737,0.7862,3.8077
18.0171,0.7862,4.7511
18.2339,0.7862,4.9679
17.5837,0.7862,4.3177
18.6416,0.7862,5.3756
17.7193,0.7862,4.4533
17.4758,0.7862,4.2098
17.6306,0.7862,4.3646
17.8822,0.7862,4.6162
17.8856,0.7862,4.6196
17.8877,0.7862,4.6217
17.8929,0.7862,4.6269
17.1256,0.7862,3.8596
17.645,0.7862,4.379
17.591,0.7862,4.325
18.0346,0.7862,4.7686
17.4245,0.7862,4.1585
17.6007,0.7862,4.3347
18.0557,0.7862,4.7897
17.2071,0.7862,3.9411
17.3542,0.7862,4.0882
18.0832,0.7862,4.8172
17.5707,0.7862,4.3047
18.3222,0.7862,5.0562
17.2799,0.7862,4.0139
17.9902,0.7862,4.7242
17.2132,0.7862,3.9472
17.2695,0.7862,4.0035
17.3521,0.7862,4.0861
18.3083,0.7862,5.0423
17.7259,0.7861,4.4599
17.2209,0.7861,3.9549
18.1623,0.7861,4.8963
17.7369,0.7861,4.4709
17.6292,0.7861,4.3632
17.9456,0.7861,4.6796
17.8952,0.7861,4.6292
17.5349,0.7861,4.2689
18.171,0.7861,4.905
17.1693,0.7861,3.9033
17.7302,0.7861,4.4642
17.3389,0.7861,4.0729
16.7143,0.7861,3.4483
17.2604,0.7861,3.9944
17.8081,0.7861,4.5421
18.4205,0.7861,5.1545
18.1109,0.7861,4.8449
17.6994,0.7861,4.4334
17.5031,0.7861,4.2371
18.8026,0.7861,5.5366
18.5891,0.7861,5.3231
17.8115,0.7861,4.5455
18.0053,0.7861,4.7393
17.7352,0.7861,4.4692
18.1881,0.7861,4.9221
17.669,0.7861,4.403
17.2394,0.7861,3.9734
17.886,0.7861,4.62
17.4085,0.7861,4.1425
18.3472,0.7861,5.0812
17.245,0.7861,3.979
18.0537,0.7861,4.7877
17.8557,0.7861,4.5897
17.5524,0.786,4.2864
17.3885,0.786,4.1225
17.9984,0.786,4.7324
17.1927,0.786,3.9267
17.5221,0.786,4.2561
17.9018,0.786,4.6358
17.1476,0.786,3.8816
17.8193,0.786,4.5533
17.7854,0.786,4.5194
17.3295,0.786,4.0635
17.2728,0.786,4.0068
18.1418,0.786,4.8758
17.5854,0.786,4.3194
18.6706,0.786,5.4046
17.9146,0.786,4.6486
17.8713,0.786,4.6053
17.4991,0.786,4.2331
17.8602,0.786,4.5942
17.9223,0.786,4.6563
17.3686,0.786,4.1026
18.4545,0.786,5.1885
17.8993,0.786,4.6333
18.2157,0.786,4.9497
17.0196,0.786,3.7536
17.6334,0.786,4.3674
20.1807,0.786,6.9147
17.6102,0.786,4.3442
18.0927,0.7859,4.8267
17.2015,0.7859,3.9355
17.7275,0.7859,4.4615
17.7206,0.7859,4.4546
17.683,0.7859,4.417
17.8982,0.7859,4.6322
17.4232,0.7859,4.1572
17.4002,0.7859,4.1342
17.3103,0.7859,4.0443
17.3556,0.7859,4.0896
17.2905,0.7859,4.0245
17.1373,0.7859,3.8713
17.3183,0.7859,4.0523
17.6245,0.7859,4.3585
17.1808,0.7859,3.9148
17.4217,0.7859,4.1557
17.2537,0.7859,3.9877
17.9439,0.7859,4.6779
17.6483,0.7859,4.3823
18.3195,0.7859,5.0535
17.8795,0.7859,4.6135
17.8054,0.7859,4.5394
17.1266,0.7859,3.8606
17.5927,0.7859,4.3267
17.8126,0.7859,4.5466
18.1964,0.7859,4.9304
18.1891,0.7859,4.9231
20.4348,0.7859,7.1688
17.197,0.7859,3.931
18.0785,0.7858,4.8125
17.4296,0.7858,4.1636
17.5903,0.7858,4.3243
17.2832,0.7858,4.0172
17.1546,0.7858,3.8886
17.7521,0.7858,4.4861
17.6612,0.7858,4.3952
17.764,0.7858,4.498
17.8575,0.7858,4.5915
17.2519,0.7858,3.9859
17.5995,0.7858,4.3335
18.19,0.7858,4.924
17.2215,0.7858,3.9555
17.8168,0.7858,4.5508
17.8138,0.7858,4.5478
17.7322,0.7858,4.4662
18.4601,0.7858,5.1941
18.7816,0.7858,5.5156
17.2954,0.7858,4.0294
17.8993,0.7858,4.6333
17.0602,0.7857,3.7942
17.4707,0.7857,4.2047
17.9484,0.7857,4.6824
17.8339,0.7857,4.5679
18.2841,0.7857,5.0181
18.2256,0.7857,4.9596
17.9848,0.7857,4.7188
17.5546,0.7857,4.2886
17.4366,0.7857,4.1706
17.7418,0.7857,4.4758
17.5561,0.7857,4.2901
17.7651,0.7857,4.4991
18.1006,0.7857,4.8346
17.7154,0.7857,4.4494
17.7195,0.7857,4.4535
17.7197,0.7857,4.4537
17.8498,0.7857,4.5838
18.2047,0.7857,4.9387
17.8012,0.7857,4.5352
17.2091,0.7857,3.9431
17.7989,0.7857,4.5329
17.2034,0.7857,3.9374
18.1166,0.7857,4.8506
18.2487,0.7857,4.9827
18.208,0.7857,4.942
17.7759,0.7856,4.5099
17.1904,0.7856,3.9244
17.1803,0.7856,3.9143
18.6354,0.7856,5.3694
17.5447,0.7856,4.2787
17.8282,0.7856,4.5622
17.4392,0.7856,4.1732
17.23,0.7856,3.964
17.9271,0.7856,4.6611
17.4276,0.7856,4.1616
18.6649,0.7856,5.3989
17.4442,0.7856,4.1782
17.152,0.7856,3.886
18.0164,0.7856,4.7504
18.0085,0.7856,4.7425
17.2534,0.7856,3.9874
17.7739,0.7856,4.5079
17.1342,0.7856,3.8682
17.857,0.7856,4.591
17.8432,0.7856,4.5772
17.9306,0.7856,4.6646
17.7516,0.7856,4.4856
17.8006,0.7856,4.5346
17.7526,0.7856,4.4866
17.9059,0.7856,4.6399
17.3314,0.7856,4.0654
17.2861,0.7856,4.0201
17.5689,0.7856,4.3029
17.1273,0.7856,3.8613
17.3752,0.7855,4.1092
17.219,0.7855,3.953
17.6695,0.7855,4.4035
17.9003,0.7855,4.6343
18.2097,0.7855,4.9437
17.2527,0.7855,3.9867
17.6628,0.7855,4.3968
17.7418,0.7855,4.4758
18.0599,0.7855,4.7939
17.8513,0.7855,4.5853
17.6428,0.7855,4.3768
18.1918,0.7855,4.9258
17.616,0.7855,4.35
17.6458,0.7855,4.3798
17.7902,0.7855,4.5242
17.4313,0.7855,4.1653
18.9432,0.7855,5.6772
17.7145,0.7855,4.4485
17.5034,0.7855,4.2374
18.6313,0.7855,5.3653
17.8903,0.7855,4.6243
17.6621,0.7855,4.3961
17.9739,0.7855,4.7079
18.4633,0.7855,5.1973
17.5901,0.7855,4.3241
18.4889,0.7855,5.2229
17.1572,0.7855,3.8912
17.1621,0.7855,3.8961
17.7375,0.7855,4.4715
17.2025,0.7854,3.9365
17.8536,0.7854,4.5876
18.115,0.7854,4.849
17.459,0.7854,4.193
17.3407,0.7854,4.0747
17.7653,0.7854,4.4993
17.5128,0.7854,4.2468
17.9581,0.7854,4.6921
17.5949,0.7854,4.3289
17.1791,0.7854,3.9131
17.567,0.7854,4.301
17.5449,0.7854,4.2789
17.5913,0.7854,4.3253
17.6266,0.7854,4.3606
17.9333,0.7854,4.6673
17.6174,0.7854,4.3514
18.0476,0.7854,4.7816
17.298,0.7854,4.032
17.5159,0.7854,4.2499
17.156,0.7854,3.89
18.0898,0.7854,4.8238
17.6919,0.7854,4.4259
19.4279,0.7854,6.1619
17.8626,0.7854,4.5966
18.4577,0.7854,5.1917
17.3261,0.7854,4.0601
17.143,0.7854,3.877
17.2716,0.7854,4.0056
17.4252,0.7853,4.1592
18.0265,0.7853,4.7605
17.7914,0.7853,4.5254
18.6227,0.7853,5.3567
18.3809,0.7853,5.1149
17.2271,0.7853,3.9611
17.7114,0.7853,4.4454
18.0024,0.7853,4.7364
17.4276,0.7853,4.1616
17.6495,0.7853,4.3835
17.6704,0.7853,4.4044
17.2451,0.7853,3.9791
17.0565,0.7853,3.7905
17.9576,0.7853,4.6916
18.543,0.7853,5.277
17.4342,0.7853,4.1682
17.3291,0.7853,4.0631
18.263,0.7853,4.997
17.2024,0.7853,3.9364
17.4152,0.7852,4.1492
18.6041,0.7852,5.3381
17.2637,0.7852,3.9977
17.7445,0.7852,4.4785
17.5336,0.7852,4.2676
17.7475,0.7852,4.4815
18.0396,0.7852,4.7736
18.151,0.7852,4.885
17.5035,0.7852,4.2375
17.4478,0.7852,4.1818
17.228,0.7852,3.962
18.1814,0.7852,4.9154
17.8073,0.7852,4.5413
19.2234,0.7852,5.9574
17.1348,0.7852,3.8688
17.9572,0.7852,4.6912
17.6974,0.7852,4.4314
18.7745,0.7852,5.5085
18.3163,0.7852,5.0503
17.1422,0.7852,3.8762
20.0154,0.7852,6.7494
18.8963,0.7852,5.6303
19.0023,0.7852,5.7363
17.3317,0.7852,4.0657
17.4923,0.7851,4.2263
17.7327,0.7851,4.4667
17.9589,0.7851,4.6929
17.1768,0.7851,3.9108
17.5487,0.7851,4.2827
17.266,0.7851,4
17.4991,0.7851,4.2331
18.088,0.7851,4.822
17.7151,0.7851,4.4491
17.3813,0.7851,4.1153
17.7618,0.7851,4.4958
17.5723,0.7851,4.3063
17.1701,0.7851,3.9041
17.6592,0.7851,4.3932
17.6763,0.7851,4.4103
17.5796,0.7851,4.3136
17.571,0.7851,4.305
17.7764,0.7851,4.5104
17.4183,0.7851,4.1523
17.8679,0.7851,4.6019
17.8566,0.7851,4.5906
18.3606,0.7851,5.0946
19.6079,0.7851,6.3419
18.1708,0.7851,4.9048
17.7862,0.7851,4.5202
17.9804,0.785,4.7144
17.6807,0.785,4.4147
17.3371,0.785,4.0711
18.2492,0.785,4.9832
17.4208,0.785,4.1548
18.0837,0.785,4.8177
17.1239,0.785,3.8579
17.4717,0.785,4.2057
18.0534,0.785,4.7874
17.1004,0.785,3.8344
17.8387,0.785,4.5727
17.7833,0.785,4.5173
17.138,0.785,3.872
17.8363,0.785,4.5703
18.7269,0.785,5.4609
17.4399,0.785,4.1739
18.0033,0.785,4.7373
18.0352,0.785,4.7692
17.9949,0.785,4.7289
17.8846,0.785,4.6186
17.468,0.785,4.202
17.1525,0.785,3.8865
17.4714,0.785,4.2054
17.4606,0.785,4.1946
17.9817,0.785,4.7157
17.5956,0.785,4.3296
17.7808,0.785,4.5148
18.1075,0.785,4.8415
18.0322,0.785,4.7662
17.2522,0.785,3.9862
17.6118,0.785,4.3458
17.2822,0.785,4.0162
17.3336,0.785,4.0676
17.6065,0.785,4.3405
18.9716,0.785,5.7056
17.4779,0.785,4.2119
18.3442,0.785,5.0782
18.538,0.785,5.272
17.5243,0.785,4.2583
18.1516,0.785,4.8856
18.8411,0.785,5.5751
17.6468,0.785,4.3808
17.4292,0.785,4.1632
17.7386,0.7849,4.4726
18.0624,0.7849,4.7964
17.2324,0.7849,3.9664
18.2874,0.7849,5.0214
17.7359,0.7849,4.4699
17.2208,0.7849,3.9548
17.8021,0.7849,4.5361
17.8588,0.7849,4.5928
17.7634,0.7849,4.4974
17.3551,0.7849,4.0891
18.1414,0.7849,4.8754
17.8499,0.7849,4.5839
17.4931,0.7849,4.2271
17.6134,0.7849,4.3474
18.1073,0.7849,4.8413
17.2759,0.7849,4.0099
17.6419,0.7849,4.3759
17.9272,0.7849,4.6612
17.2012,0.7849,3.9352
17.4305,0.7849,4.1645
19.7711,0.7849,6.5051
17.4685,0.7849,4.2025
17.3659,0.7849,4.0999
18.1986,0.7849,4.9326
17.9338,0.7848,4.6678
17.4298,0.7848,4.1638
17.6878,0.7848,4.4218
17.8404,0.7848,4.5744
17.5623,0.7848,4.2963
18.1195,0.7848,4.8535
17.103,0.7848,3.837
17.241,0.7848,3.975
17.5405,0.7848,4.2745
17.174,0.7848,3.908
17.4556,0.7848,4.1896
17.8758,0.7848,4.6098
17.9005,0.7848,4.6345
17.8929,0.7848,4.6269
17.4536,0.7848,4.1876
17.8046,0.7848,4.5386
18.3912,0.7848,5.1252
17.1677,0.7848,3.9017
17.8863,0.7848,4.6203
18.0105,0.7848,4.7445
17.3393,0.7848,4.0733
17.7539,0.7848,4.4879
17.51,0.7848,4.244
17.9317,0.7848,4.6657
17.6772,0.7848,4.4112
17.2979,0.7848,4.0319
17.754,0.7848,4.488
17.7418,0.7848,4.4758
17.8277,0.7848,4.5617
17.3041,0.7848,4.0381
17.656,0.7848,4.39
17.5701,0.7848,4.3041
17.2426,0.7848,3.9766
18.3053,0.7848,5.0393
17.2228,0.7848,3.9568
18.284,0.7848,5.018
17.7865,0.7848,4.5205
17.9031,0.7848,4.6371
18.2503,0.7848,4.9843
17.698,0.7848,4.432
17.7968,0.7847,4.5308
17.8304,0.7847,4.5644
17.3964,0.7847,4.1304
18.3799,0.7847,5.1139
17.6276,0.7847,4.3616
17.3079,0.7847,4.0419
17.628,0.7847,4.362
18.408,0.7847,5.142
17.3581,0.7847,4.0921
17.9114,0.7847,4.6454
17.2578,0.7847,3.9918
17.7144,0.7847,4.4484
18.6382,0.7847,5.3722
17.2195,0.7847,3.9535
17.7211,0.7847,4.4551
17.9297,0.7847,4.6637
17.7316,0.7847,4.4656
17.5816,0.7847,4.3156
17.4944,0.7847,4.2284
17.2712,0.7847,4.0052
17.623,0.7847,4.357
19.6185,0.7847,6.3525
17.5829,0.7847,4.3169
17.2853,0.7847,4.0193
17.1113,0.7847,3.8453
18.0849,0.7847,4.8189
20.0201,0.7847,6.7541
17.502,0.7846,4.236
17.2414,0.7846,3.9754
17.7323,0.7846,4.4663
17.574,0.7846,4.308
17.8363,0.7846,4.5703
17.7311,0.7846,4.4651
17.1761,0.7846,3.9101
17.3456,0.7846,4.0796
17.4434,0.7846,4.1774
17.1157,0.7846,3.8497
17.3118,0.7846,4.0458
17.9267,0.7846,4.6607
18.0362,0.7846,4.7702
17.5071,0.7846,4.2411
17.9306,0.7846,4.6646
17.5135,0.7846,4.2475
17.7106,0.7846,4.4446
17.8297,0.7846,4.5637
17.5336,0.7846,4.2676
17.9555,0.7846,4.6895
17.4177,0.7846,4.1517
18.4857,0.7846,5.2197
18.4005,0.7846,5.1345
17.157,0.7846,3.891
17.4598,0.7846,4.1938
17.9394,0.7846,4.6734
17.2764,0.7846,4.0104
17.8844,0.7846,4.6184
17.8136,0.7846,4.5476
20.4642,0.7846,7.1982
17.9791,0.7845,4.7131
17.1469,0.7845,3.8809
17.7095,0.7845,4.4435
18.0897,0.7845,4.8237
17.3512,0.7845,4.0852
17.7089,0.7845,4.4429
17.433,0.7845,4.167
18.1909,0.7845,4.9249
18.438,0.7845,5.172
17.8735,0.7845,4.6075
17.8765,0.7845,4.6105
17.8641,0.7845,4.5981
17.1008,0.7845,3.8348
17.3977,0.7845,4.1317
17.6217,0.7845,4.3557
17.826,0.7845,4.56
18.0008,0.7845,4.7348
18.3699,0.7845,5.1039
18.0309,0.7845,4.7649
17.5795,0.7845,4.3135
19.2758,0.7845,6.0098
18.6413,0.7845,5.3753
17.7457,0.7845,4.4797
17.1968,0.7845,3.9308
17.1995,0.7845,3.9335
17.8411,0.7845,4.5751
17.5728,0.7845,4.3068
17.8271,0.7845,4.5611
17.6129,0.7845,4.3469
17.4783,0.7845,4.2123
17.2252,0.7845,3.9592
17.9625,0.7845,4.6965
17.7049,0.7845,4.4389
17.5642,0.7845,4.2982
17.6952,0.7844,4.4292
18.1905,0.7844,4.9245
18.212,0.7844,4.946
18.0742,0.7844,4.8082
17.3717,0.7844,4.1057
17.8661,0.7844,4.6001
17.2556,0.7844,3.9896
17.2828,0.7844,4.0168
18.028,0.7844,4.762
17.4418,0.7844,4.1758
17.8712,0.7844,4.6052
18.6338,0.7844,5.3678
17.2302,0.7844,3.9642
17.7463,0.7844,4.4803
17.9483,0.7844,4.6823
17.2282,0.7844,3.9622
17.6635,0.7844,4.3975
17.3788,0.7844,4.1128
17.4492,0.7844,4.1832
18.2661,0.7844,5.0001
17.4935,0.7844,4.2275
18.4183,0.7844,5.1523
17.9314,0.7844,4.6654
18.7755,0.7844,5.5095
17.3765,0.7844,4.1105
18.1499,0.7844,4.8839
16.8918,0.7844,3.6258
17.6877,0.7844,4.4217
17.5488,0.7844,4.2828
19.9376,0.7844,6.6716
18.1107,0.7843,4.8447
17.1235,0.7843,3.8575
17.3403,0.7843,4.0743
17.2955,0.7843,4.0295
17.832,0.7843,4.566
18.0858,0.7843,4.8198
17.6828,0.7843,4.4168
18.4986,0.7843,5.2326
17.8904,0.7843,4.6244
17.853,0.7843,4.587
17.1986,0.7843,3.9326
18.0922,0.7843,4.8262
17.6965,0.7843,4.4305
17.5384,0.7843,4.2724
18.4461,0.7843,5.1801
17.7304,0.7843,4.4644
17.7207,0.7843,4.4547
17.8557,0.7843,4.5897
18.1134,0.7843,4.8474
17.3299,0.7843,4.0639
17.7004,0.7843,4.4344
17.9034,0.7843,4.6374
17.304,0.7843,4.038
17.9084,0.7843,4.6424
16.9903,0.7843,3.7243
18.0103,0.7843,4.7443
18.0432,0.7843,4.7772
20.7205,0.7843,7.4545
17.3841,0.7843,4.1181
17.2847,0.7842,4.0187
17.3433,0.7842,4.0773
17.5727,0.7842,4.3067
17.6274,0.7842,4.3614
17.4412,0.7842,4.1752
17.572,0.7842,4.306
17.9425,0.7842,4.6765
18.504,0.7842,5.238
17.3565,0.7842,4.0905
17.8474,0.7842,4.5814
17.8743,0.7842,4.6083
17.2821,0.7842,4.0161
17.2352,0.7842,3.9692
17.7641,0.7842,4.4981
17.5384,0.7842,4.2724
18.1159,0.7842,4.8499
17.7135,0.7842,4.4475
16.6886,0.7842,3.4226
17.2758,0.7842,4.0098
18.493,0.7842,5.227
17.7362,0.7842,4.4702
17.7181,0.7842,4.4521
17.9551,0.7842,4.6891
17.9739,0.7842,4.7079
17.2175,0.7842,3.9515
18.3483,0.7842,5.0823
18.05,0.7842,4.784
17.3248,0.7842,4.0588
17.2967,0.7842,4.0307
17.5572,0.7842,4.2912
17.5125,0.7841,4.2465
18.1262,0.7841,4.8602
17.8078,0.7841,4.5418
17.6906,0.7841,4.4246
18.065,0.7841,4.799
17.9114,0.7841,4.6454
17.3966,0.7841,4.1306
18.0075,0.7841,4.7415
17.2793,0.7841,4.0133
17.8735,0.7841,4.6075
17.7344,0.7841,4.4684
17.4969,0.7841,4.2309
19.0879,0.7841,5.8219
17.9835,0.7841,4.7175
17.3677,0.7841,4.1017
17.2463,0.7841,3.9803
17.2154,0.7841,3.9494
17.216,0.7841,3.95
17.4933,0.7841,4.2273
17.5283,0.7841,4.2623
17.7677,0.7841,4.5017
18.013,0.7841,4.747
17.7925,0.7841,4.5265
17.8132,0.7841,4.5472
17.2966,0.7841,4.0306
17.7865,0.7841,4.5205
18.0758,0.7841,4.8098
18.3625,0.7841,5.0965
17.7137,0.7841,4.4477
17.0802,0.7841,3.8142
17.4237,0.7841,4.1577
18.9396,0.7841,5.6736
17.1568,0.7841,3.8908
17.4762,0.7841,4.2102
17.8223,0.784,4.5563
17.4943,0.784,4.2283
17.3064,0.784,4.0404
17.1159,0.784,3.8499
17.3579,0.784,4.0919
17.6687,0.784,4.4027
18.083,0.784,4.817
17.3063,0.784,4.0403
18.1702,0.784,4.9042
19.083,0.784,5.817
17.1011,0.784,3.8351
17.3604,0.784,4.0944
17.4239,0.784,4.1579
18.0004,0.784,4.7344
18.125,0.784,4.859
17.7527,0.784,4.4867
17.7516,0.784,4.4856
17.2667,0.784,4.0007
17.6518,0.784,4.3858
17.1748,0.784,3.9088
17.5315,0.784,4.2655
19.222,0.784,5.956
17.7481,0.784,4.4821
17.4681,0.784,4.2021
18.1763,0.784,4.9103
17.4543,0.784,4.1883
17.4477,0.784,4.1817
18.5391,0.784,5.2731
17.6056,0.784,4.3396
17.6074,0.784,4.3414
18.0025,0.784,4.7365
17.9529,0.784,4.6869
17.4278,0.784,4.1618
17.5125,0.784,4.2465
17.8807,0.7839,4.6147
17.6183,0.7839,4.3523
17.7911,0.7839,4.5251
17.1754,0.7839,3.9094
18.0998,0.7839,4.8338
17.2472,0.7839,3.9812
17.9827,0.7839,4.7167
17.1692,0.7839,3.9032
19,0.7839,5.734
17.1111,0.7839,3.8451
17.6234,0.7839,4.3574
17.5503,0.7839,4.2843
17.3623,0.7839,4.0963
17.3407,0.7839,4.0747
17.3023,0.7839,4.0363
17.8639,0.7839,4.5979
18.7749,0.7839,5.5089
17.3965,0.7839,4.1305
17.4267,0.7839,4.1607
17.4412,0.7839,4.1752
17.9138,0.7839,4.6478
17.8292,0.7839,4.5632
17.9009,0.7839,4.6349
17.0857,0.7839,3.8197
17.2973,0.7838,4.0313
17.8985,0.7838,4.6325
17.7924,0.7838,4.5264
18.1416,0.7838,4.8756
17.3582,0.7838,4.0922
17.1829,0.7838,3.9169
17.5381,0.7838,4.2721
17.2912,0.7838,4.0252
17.8136,0.7838,4.5476
17.3094,0.7838,4.0434
17.3869,0.7838,4.1209
17.5291,0.7838,4.2631
17.8876,0.7838,4.6216
17.7317,0.7838,4.4657
18.147,0.7838,4.881
17.1741,0.7838,3.9081
17.8758,0.7838,4.6098
17.1975,0.7838,3.9315
17.4057,0.7838,4.1397
17.3978,0.7838,4.1318
17.9079,0.7838,4.6419
17.5419,0.7838,4.2759
17.8279,0.7838,4.5619
17.5609,0.7838,4.2949
17.6917,0.7838,4.4257
17.8766,0.7838,4.6106
17.8214,0.7838,4.5554
17.7467,0.7838,4.4807
17.5535,0.7838,4.2875
17.8006,0.7838,4.5346
17.3698,0.7838,4.1038
17.6465,0.7837,4.3805
17.3118,0.7837,4.0458
17.2728,0.7837,4.0068
17.8223,0.7837,4.5563
17.6502,0.7837,4.3842
17.827,0.7837,4.561
18.0065,0.7837,4.7405
17.5836,0.7837,4.3176
17.7419,0.7837,4.4759
17.7173,0.7837,4.4513
17.4327,0.7837,4.1667
17.7398,0.7837,4.4738
17.7494,0.7837,4.4834
18.192,0.7837,4.926
17.8461,0.7837,4.5801
17.3876,0.7837,4.1216
17.4306,0.7837,4.1646
18.7427,0.7837,5.4767
17.569,0.7837,4.303
18.2082,0.7837,4.9422
17.2736,0.7837,4.0076
17.3881,0.7837,4.1221
17.2906,0.7837,4.0246
17.8366,0.7837,4.5706
17.6624,0.7837,4.3964
18.0106,0.7837,4.7446
17.2671,0.7837,4.0011
17.5132,0.7836,4.2472
17.1919,0.7836,3.9259
17.2422,0.7836,3.9762
17.3027,0.7836,4.0367
17.9364,0.7836,4.6704
17.2496,0.7836,3.9836
17.7349,0.7836,4.4689
17.2649,0.7836,3.9989
17.3015,0.7836,4.0355
17.2175,0.7836,3.9515
17.5527,0.7836,4.2867
18.1439,0.7836,4.8779
17.1551,0.7836,3.8891
17.1786,0.7836,3.9126
17.2451,0.7836,3.9791
17.8984,0.7836,4.6324
18.1184,0.7836,4.8524
17.4258,0.7836,4.1598
17.5157,0.7836,4.2497
17.4286,0.7836,4.1626
17.8103,0.7836,4.5443
17.9497,0.7836,4.6837
18.5793,0.7836,5.3133
17.2815,0.7836,4.0155
18.9493,0.7836,5.6833
17.1676,0.7836,3.9016
17.5926,0.7836,4.3266
17.5887,0.7836,4.3227
17.5498,0.7836,4.2838
17.7965,0.7836,4.5305
17.3843,0.7836,4.1183
17.9386,0.7836,4.6726
17.2283,0.7836,3.9623
17.1855,0.7835,3.9195
17.5886,0.7835,4.3226
17.2968,0.7835,4.0308
17.9086,0.7835,4.6426
17.8333,0.7835,4.5673
17.4472,0.7835,4.1812
17.2721,0.7835,4.0061
17.7996,0.7835,4.5336
17.7244,0.7835,4.4584
17.5171,0.7835,4.2511
17.9671,0.7835,4.7011
18.0031,0.7835,4.7371
