Mass       Radius     X          Y          c12        n14        o16        mu
0.90670    0.52416    0.71588    0.26561    0.06260    0.01856    0.17200    0.60924
0.90781    0.52597    0.71592    0.26557    0.06260    0.01856    0.17200    0.60923
0.90891    0.52777    0.71597    0.26553    0.06260    0.01856    0.17200    0.60920
0.91000    0.52958    0.71601    0.26548    0.06260    0.01856    0.17200    0.60918
0.91107    0.53140    0.71606    0.26544    0.06260    0.01856    0.17200    0.60916
0.91213    0.53322    0.71610    0.26540    0.06260    0.01856    0.17200    0.60914
0.91319    0.53504    0.71615    0.26535    0.06260    0.01856    0.17200    0.60912
0.91424    0.53686    0.71619    0.26531    0.06260    0.01856    0.17200    0.60910
0.91527    0.53869    0.71623    0.26527    0.06260    0.01856    0.17200    0.60908
0.91629    0.54051    0.71628    0.26522    0.06260    0.01856    0.17200    0.60906
0.91731    0.54235    0.71632    0.26518    0.06260    0.01854    0.17180    0.60904
0.91832    0.54418    0.71637    0.26514    0.06260    0.01854    0.17180    0.60901
0.91931    0.54602    0.71641    0.26509    0.06260    0.01854    0.17180    0.60900
0.92029    0.54786    0.71646    0.26505    0.06260    0.01854    0.17180    0.60897
0.92127    0.54970    0.71650    0.26501    0.06260    0.01854    0.17180    0.60895
0.92224    0.55155    0.71654    0.26497    0.06260    0.01854    0.17180    0.60894
0.92319    0.55340    0.71659    0.26492    0.06260    0.01854    0.17180    0.60891
0.92414    0.55525    0.71663    0.26488    0.06260    0.01854    0.17180    0.60889
0.92508    0.55710    0.71668    0.26484    0.06260    0.01854    0.17180    0.60887
0.92600    0.55896    0.71672    0.26480    0.06260    0.01854    0.17180    0.60885
0.92692    0.56082    0.71676    0.26476    0.06260    0.01854    0.17180    0.60883
0.92784    0.56268    0.71680    0.26471    0.06260    0.01854    0.17180    0.60882
0.92873    0.56454    0.71685    0.26467    0.06260    0.01854    0.17180    0.60879
0.92963    0.56641    0.71689    0.26463    0.06260    0.01854    0.17180    0.60877
0.93051    0.56828    0.71693    0.26459    0.06260    0.01854    0.17180    0.60875
0.93139    0.57015    0.71697    0.26455    0.06260    0.01854    0.17180    0.60874
0.93225    0.57203    0.71701    0.26451    0.06260    0.01854    0.17180    0.60872
0.93311    0.57390    0.71705    0.26447    0.06260    0.01854    0.17180    0.60870
0.93395    0.57578    0.71709    0.26444    0.06260    0.01854    0.17180    0.60868
0.93479    0.57767    0.71713    0.26440    0.06260    0.01854    0.17180    0.60866
0.93562    0.57955    0.71716    0.26436    0.06260    0.01854    0.17180    0.60865
0.93644    0.58144    0.71720    0.26432    0.06260    0.01854    0.17180    0.60863
0.93726    0.58333    0.71724    0.26429    0.06260    0.01854    0.17180    0.60861
0.93806    0.58522    0.71727    0.26425    0.06260    0.01854    0.17180    0.60860
0.93886    0.58711    0.71730    0.26422    0.06260    0.01854    0.17180    0.60858
0.93965    0.58901    0.71734    0.26418    0.06260    0.01854    0.17180    0.60856
0.94043    0.59091    0.71737    0.26415    0.06260    0.01854    0.17180    0.60855
0.94120    0.59281    0.71740    0.26412    0.06260    0.01854    0.17180    0.60854
0.94197    0.59471    0.71743    0.26409    0.06260    0.01854    0.17180    0.60852
0.94272    0.59662    0.71746    0.26406    0.06260    0.01854    0.17180    0.60851
0.94347    0.59852    0.71749    0.26403    0.06260    0.01854    0.17180    0.60850
0.94421    0.60043    0.71752    0.26400    0.06260    0.01854    0.17180    0.60848
0.94494    0.60234    0.71754    0.26397    0.06260    0.01854    0.17180    0.60847
0.94567    0.60426    0.71757    0.26394    0.06260    0.01854    0.17180    0.60846
0.94639    0.60617    0.71760    0.26392    0.06260    0.01854    0.17180    0.60844
0.94709    0.60809    0.71762    0.26389    0.06260    0.01854    0.17180    0.60844
0.94780    0.61001    0.71764    0.26386    0.06260    0.01856    0.17200    0.60843
0.94849    0.61193    0.71767    0.26384    0.06260    0.01856    0.17200    0.60841
0.94919    0.61385    0.71769    0.26381    0.06260    0.01856    0.17200    0.60840
0.94986    0.61577    0.71772    0.26378    0.06260    0.01856    0.17200    0.60839
0.95054    0.61770    0.71774    0.26375    0.06260    0.01856    0.17200    0.60838
0.95120    0.61962    0.71777    0.26372    0.06260    0.01856    0.17200    0.60837
0.95186    0.62155    0.71779    0.26369    0.06280    0.01858    0.17220    0.60836
0.95251    0.62348    0.71782    0.26366    0.06280    0.01858    0.17220    0.60835
0.95315    0.62541    0.71785    0.26362    0.06280    0.01858    0.17220    0.60833
0.95380    0.62734    0.71789    0.26358    0.06280    0.01860    0.17220    0.60831
0.95443    0.62927    0.71793    0.26354    0.06280    0.01860    0.17240    0.60830
0.95505    0.63121    0.71797    0.26349    0.06280    0.01860    0.17240    0.60828
0.95567    0.63314    0.71802    0.26343    0.06280    0.01862    0.17240    0.60826
0.95628    0.63508    0.71807    0.26336    0.06280    0.01862    0.17260    0.60823
0.95688    0.63701    0.71814    0.26329    0.06300    0.01864    0.17260    0.60820
0.95748    0.63895    0.71821    0.26321    0.06300    0.01864    0.17280    0.60817
0.95807    0.64089    0.71829    0.26311    0.06300    0.01866    0.17280    0.60813
0.95865    0.64283    0.71839    0.26300    0.06300    0.01866    0.17300    0.60809
0.95923    0.64477    0.71849    0.26288    0.06300    0.01868    0.17320    0.60804
0.95980    0.64671    0.71861    0.26274    0.06320    0.01870    0.17340    0.60799
0.96036    0.64865    0.71875    0.26259    0.06320    0.01872    0.17340    0.60793
0.96093    0.65059    0.71891    0.26241    0.06320    0.01874    0.17360    0.60785
0.96148    0.65253    0.71908    0.26222    0.06340    0.01876    0.17380    0.60778
0.96203    0.65447    0.71928    0.26199    0.06340    0.01878    0.17400    0.60769
0.96257    0.65641    0.71950    0.26175    0.06360    0.01882    0.17440    0.60759
0.96310    0.65835    0.71975    0.26147    0.06360    0.01884    0.17460    0.60747
0.96363    0.66029    0.72002    0.26116    0.06380    0.01888    0.17500    0.60735
0.96415    0.66223    0.72032    0.26082    0.06380    0.01892    0.17540    0.60721
0.96467    0.66417    0.72066    0.26044    0.06400    0.01896    0.17560    0.60706
0.96518    0.66611    0.72103    0.26004    0.06420    0.01900    0.17600    0.60689
0.96568    0.66805    0.72143    0.25962    0.06420    0.01900    0.17620    0.60671
0.96618    0.66999    0.72187    0.25919    0.06420    0.01902    0.17620    0.60651
0.96667    0.67192    0.72233    0.25875    0.06400    0.01898    0.17600    0.60629
0.96715    0.67386    0.72283    0.25832    0.06380    0.01892    0.17540    0.60606
0.96764    0.67580    0.72334    0.25788    0.06360    0.01884    0.17460    0.60582
0.96811    0.67773    0.72389    0.25742    0.06340    0.01876    0.17380    0.60556
0.96858    0.67966    0.72445    0.25693    0.06300    0.01868    0.17300    0.60530
0.96905    0.68159    0.72504    0.25642    0.06280    0.01860    0.17240    0.60503
0.96951    0.68352    0.72566    0.25588    0.06260    0.01852    0.17160    0.60474
0.96996    0.68545    0.72630    0.25532    0.06220    0.01844    0.17080    0.60444
0.97040    0.68737    0.72696    0.25473    0.06200    0.01836    0.17020    0.60413
0.97085    0.68929    0.72765    0.25412    0.06180    0.01828    0.16940    0.60381
0.97129    0.69122    0.72837    0.25348    0.06140    0.01820    0.16880    0.60348
0.97172    0.69312    0.72911    0.25282    0.06120    0.01812    0.16800    0.60314
0.97215    0.69505    0.72989    0.25212    0.06100    0.01804    0.16720    0.60278
0.97226    0.69555    0.73009    0.25194    0.06080    0.01802    0.16700    0.60268
0.97237    0.69603    0.73029    0.25176    0.06080    0.01800    0.16680    0.60259
0.97247    0.69650    0.73049    0.25158    0.06080    0.01798    0.16660    0.60250
0.97257    0.69697    0.73069    0.25140    0.06060    0.01796    0.16640    0.60241
0.97267    0.69745    0.73089    0.25122    0.06060    0.01794    0.16620    0.60232
0.97278    0.69792    0.73109    0.25104    0.06060    0.01792    0.16620    0.60222
0.97289    0.69839    0.73129    0.25085    0.06040    0.01790    0.16600    0.60213
0.97299    0.69887    0.73150    0.25067    0.06040    0.01788    0.16580    0.60204
0.97309    0.69934    0.73171    0.25048    0.06040    0.01786    0.16560    0.60194
0.97320    0.69981    0.73192    0.25029    0.06020    0.01784    0.16540    0.60184
0.97330    0.70028    0.73213    0.25010    0.06020    0.01782    0.16520    0.60175
0.97339    0.70075    0.73234    0.24991    0.06000    0.01780    0.16500    0.60165
0.97349    0.70123    0.73256    0.24972    0.06000    0.01778    0.16480    0.60155
0.97360    0.70170    0.73278    0.24952    0.06000    0.01776    0.16460    0.60145
0.97370    0.70217    0.73299    0.24932    0.05980    0.01774    0.16440    0.60135
0.97380    0.70264    0.73321    0.24913    0.05980    0.01772    0.16420    0.60125
0.97390    0.70311    0.73344    0.24892    0.05980    0.01770    0.16400    0.60114
0.97400    0.70358    0.73366    0.24872    0.05960    0.01766    0.16380    0.60104
0.97410    0.70405    0.73389    0.24852    0.05960    0.01764    0.16360    0.60094
0.97420    0.70452    0.73411    0.24831    0.05960    0.01762    0.16340    0.60084
0.97430    0.70499    0.73434    0.24810    0.05940    0.01760    0.16320    0.60073
0.97439    0.70546    0.73457    0.24790    0.05940    0.01758    0.16300    0.60063
0.97450    0.70593    0.73481    0.24769    0.05920    0.01756    0.16260    0.60052
0.97459    0.70640    0.73504    0.24748    0.05920    0.01754    0.16240    0.60041
0.97468    0.70686    0.73528    0.24726    0.05920    0.01750    0.16220    0.60030
0.97479    0.70733    0.73552    0.24705    0.05900    0.01748    0.16200    0.60019
0.97488    0.70780    0.73576    0.24683    0.05900    0.01746    0.16180    0.60008
0.97497    0.70827    0.73600    0.24661    0.05880    0.01744    0.16160    0.59997
0.97508    0.70873    0.73625    0.24639    0.05880    0.01742    0.16140    0.59986
0.97517    0.70920    0.73650    0.24616    0.05880    0.01738    0.16120    0.59975
0.97527    0.70967    0.73674    0.24594    0.05860    0.01736    0.16100    0.59964
0.97536    0.71013    0.73700    0.24571    0.05860    0.01734    0.16060    0.59952
0.97545    0.71060    0.73725    0.24548    0.05840    0.01732    0.16040    0.59940
0.97555    0.71106    0.73751    0.24525    0.05840    0.01728    0.16020    0.59929
0.97565    0.71153    0.73776    0.24502    0.05820    0.01726    0.16000    0.59917
0.97575    0.71200    0.73802    0.24479    0.05820    0.01724    0.15960    0.59905
0.97583    0.71246    0.73829    0.24455    0.05820    0.01720    0.15940    0.59893
0.97593    0.71292    0.73855    0.24432    0.05800    0.01718    0.15920    0.59881
0.97602    0.71339    0.73882    0.24408    0.05800    0.01716    0.15900    0.59869
0.97611    0.71385    0.73908    0.24383    0.05780    0.01714    0.15880    0.59857
0.97621    0.71431    0.73936    0.24359    0.05780    0.01710    0.15840    0.59844
0.97630    0.71478    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97640    0.71525    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97649    0.71572    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97659    0.71619    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97667    0.71665    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97677    0.71712    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97686    0.71758    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97696    0.71805    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97704    0.71852    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97714    0.71898    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97722    0.71944    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97732    0.71991    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97740    0.72037    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97750    0.72083    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97758    0.72129    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97768    0.72176    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97776    0.72222    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97785    0.72268    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97794    0.72314    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97803    0.72360    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97811    0.72406    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97820    0.72451    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97829    0.72497    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97838    0.72543    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97847    0.72589    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97855    0.72634    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97864    0.72680    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97872    0.72725    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97881    0.72771    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97890    0.72816    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97898    0.72862    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97907    0.72907    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97915    0.72952    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97923    0.72997    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97932    0.73043    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97940    0.73088    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97948    0.73131    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97952    0.73151    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97965    0.73223    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.97998    0.73402    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98030    0.73579    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98062    0.73756    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98094    0.73932    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98125    0.74107    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98155    0.74282    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98185    0.74455    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98214    0.74628    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98244    0.74800    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98273    0.74971    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98301    0.75141    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98329    0.75311    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98357    0.75479    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98384    0.75647    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98411    0.75814    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98438    0.75980    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98464    0.76146    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98490    0.76310    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98515    0.76474    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98540    0.76637    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98565    0.76799    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98589    0.76960    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98614    0.77121    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98637    0.77280    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98660    0.77439    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98683    0.77597    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98706    0.77754    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98728    0.77911    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98750    0.78066    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98771    0.78221    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98793    0.78375    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98814    0.78528    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98835    0.78680    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98855    0.78831    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98875    0.78982    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98895    0.79132    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98914    0.79281    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98933    0.79429    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98952    0.79576    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98970    0.79723    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.98989    0.79868    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99007    0.80013    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99024    0.80157    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99042    0.80300    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99059    0.80443    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99076    0.80584    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99093    0.80725    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99109    0.80865    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99125    0.81004    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99141    0.81142    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99157    0.81280    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99171    0.81417    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99187    0.81553    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99202    0.81688    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99216    0.81822    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99231    0.81956    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99245    0.82088    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99259    0.82220    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99272    0.82351    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99286    0.82482    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99299    0.82611    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99312    0.82740    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99324    0.82868    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99337    0.82995    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99349    0.83121    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99361    0.83247    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99373    0.83372    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99385    0.83496    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99396    0.83619    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99408    0.83742    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99419    0.83864    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99430    0.83985    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99441    0.84105    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99451    0.84224    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99462    0.84343    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99471    0.84461    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99482    0.84578    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99492    0.84694    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99501    0.84810    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99511    0.84925    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99520    0.85039    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99529    0.85152    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99539    0.85265    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99548    0.85377    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99556    0.85488    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99565    0.85599    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99573    0.85708    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99582    0.85817    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99589    0.85926    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99597    0.86033    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99605    0.86140    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99613    0.86246    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99620    0.86352    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99628    0.86456    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99635    0.86560    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99642    0.86663    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99649    0.86766    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99656    0.86868    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99663    0.86969    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99670    0.87069    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99676    0.87169    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99682    0.87268    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99688    0.87367    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99695    0.87464    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99701    0.87561    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99707    0.87658    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99713    0.87753    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99718    0.87848    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99724    0.87943    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99730    0.88036    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99735    0.88129    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99740    0.88222    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99745    0.88313    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99751    0.88404    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99756    0.88495    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99761    0.88584    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99765    0.88674    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99771    0.88762    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99775    0.88850    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99779    0.88937    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99784    0.89024    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99788    0.89109    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99793    0.89195    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99797    0.89279    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99801    0.89364    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99805    0.89447    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99809    0.89530    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99813    0.89612    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99817    0.89694    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99821    0.89775    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99824    0.89855    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99828    0.89935    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99831    0.90014    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99835    0.90093    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99838    0.90171    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99842    0.90248    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99845    0.90325    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99849    0.90402    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99851    0.90477    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99855    0.90553    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99858    0.90627    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99861    0.90701    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99864    0.90775    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99866    0.90848    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99869    0.90920    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99872    0.90992    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99875    0.91063    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99878    0.91134    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99880    0.91204    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99882    0.91274    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99885    0.91343    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99887    0.91412    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99890    0.91480    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99893    0.91547    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99894    0.91614    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99897    0.91681    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99899    0.91747    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99901    0.91812    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99903    0.91877    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99906    0.91942    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99908    0.92006    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99909    0.92069    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99911    0.92132    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99914    0.92195    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99915    0.92257    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99917    0.92318    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99919    0.92379    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99921    0.92440    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99922    0.92500    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99924    0.92560    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99926    0.92619    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99928    0.92678    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99929    0.92736    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99930    0.92793    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99932    0.92851    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99934    0.92908    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99935    0.92964    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99936    0.93020    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
