ID F555W F439W Color errF555W errF439W errColor
200862 25.2989 25.7038  0.4049 0.6134 0.2040 0.6464
200863 25.3509 25.6058  0.2549 0.4519 0.1786 0.4859
200864 21.4269 22.8788  1.4519 0.0311 0.0238 0.0392
200865 22.6939 24.3688  1.6749 0.0541 0.0542 0.0766
200866 22.6099 23.3528  0.7429 0.2432 0.0625 0.2511
200867 24.0109 21.1358 -2.8751 2.7284 0.0509 2.7289
200868 20.6879 21.9478  1.2599 0.0236 0.0161 0.0286
200869 21.1209 22.4998  1.3789 0.0257 0.0191 0.0320
   247 18.1579 18.8158  0.6579 0.0163 0.0105 0.0194
200870 24.5889 25.3918  0.8029 0.3354 0.1827 0.3819
200871 21.6679 23.1668  1.4989 0.0324 0.0293 0.0437
200872 24.8099 25.7758  0.9659 0.1987 0.2247 0.3000
   248 17.5899 18.1958  0.6059 0.0177 0.0109 0.0208
200873 25.4069 26.0368  0.6299 0.6560 0.2492 0.7017
200874 23.2459 25.1608  1.9149 0.1017 0.1295 0.1647
200875 21.2439 22.5988  1.3549 0.0278 0.0209 0.0348
200876 25.3359 24.8648 -0.4711 0.5623 0.0947 0.5702
200877 26.1519 24.9738 -1.1781 2.1399 0.1323 2.1440
200879 24.4409 24.7258  0.2849 0.2466 0.0860 0.2612
200880 24.8019 25.7318  0.9299 0.3024 0.1903 0.3573
200881 25.0099 26.2008  1.1909 0.3552 0.3410 0.4924
200882 25.9709 25.8308 -0.1401 1.2429 0.2646 1.2708
   249 19.6559 20.6618  1.0059 0.0191 0.0119 0.0225
200883 25.2119 26.1768  0.9649 0.2945 0.2917 0.4145
200884 24.3769 24.0818 -0.2951 0.3314 0.0569 0.3362
200885 24.6629 25.9608  1.2979 0.2795 0.2608 0.3823
200886 26.1019 25.5268 -0.5751 1.5391 0.1749 1.5490
200887 21.1269 21.5928  0.4659 0.1508 0.0520 0.1595
200888 24.7969 25.8878  1.0909 0.2687 0.2066 0.3389
   250 18.1349 18.6888  0.5539 0.1163 0.0378 0.1223
200889 24.9409 25.8198  0.8789 0.4330 0.2237 0.4874
200890 25.6129 26.3168  0.7039 0.7409 0.4133 0.8484
200892 25.0229 25.7668  0.7439 0.3615 0.2224 0.4244
200893 24.9059 26.0818  1.1759 0.3945 0.2947 0.4924
200894 24.9209 25.8438  0.9229 0.3600 0.2202 0.4220
200895 25.1679 26.2478  1.0799 0.5683 0.3493 0.6671
200896 24.7549 26.1698  1.4149 0.3419 0.3076 0.4599
200897 25.4859 26.0478  0.5619 0.5961 0.3074 0.6707
   251 18.3909 19.0968  0.7059 0.0190 0.0105 0.0217
200898 25.0019 25.7308  0.7289 0.7132 0.2447 0.7540
200899 25.3119 25.5908  0.2789 0.6652 0.1927 0.6925
200900 25.0829 25.8668  0.7839 0.4002 0.2116 0.4527
200901 25.6089 25.7868  0.1779 0.6377 0.2204 0.6747
200902 24.6599 25.3868  0.7269 0.2392 0.1398 0.2771
200903 21.2809 22.6388  1.3579 0.0304 0.0215 0.0372
200904 21.0079 22.3788  1.3709 0.0220 0.0181 0.0285
200905 25.0059 25.8778  0.8719 0.3192 0.2445 0.4021
200906 25.5089 24.7798 -0.7291 1.2753 0.1046 1.2796
200907 25.1889 25.6848  0.4959 0.6508 0.1583 0.6698
200908 24.7629 24.9418  0.1789 0.3205 0.1084 0.3383
200909 25.9449 25.7638 -0.1811 1.6767 0.1978 1.6883
200910 25.3759 25.0278 -0.3481 0.8483 0.1181 0.8565
200911 24.7679 25.3608  0.5929 0.5857 0.1462 0.6037
   252 19.2459 20.1368  0.8909 0.0171 0.0113 0.0205
200912 25.0989 25.9868  0.8879 0.5916 0.2979 0.6624
200913 25.9789 25.9148 -0.0641 0.9905 0.1984 1.0102
200914 21.3549 22.2848  0.9299 0.0444 0.0228 0.0499
200915 21.1019 22.6188  1.5169 0.0241 0.0247 0.0345
200916 26.0479 25.9338 -0.1141 1.4736 0.2247 1.4906
200917 25.0519 25.2058  0.1539 0.3675 0.1437 0.3946
200918 25.2319 26.0398  0.8079 0.3139 0.2696 0.4138
200919 24.3889 24.9478  0.5589 0.2136 0.0982 0.2351
200920 25.4459 25.7868  0.3409 0.5859 0.2339 0.6309
200921 20.3529 21.5338  1.1809 0.0206 0.0162 0.0262
200922 22.4239 24.1518  1.7279 0.0467 0.0509 0.0691
200923 25.3099 25.6758  0.3659 0.6365 0.1682 0.6583
200924 22.1909 21.4698 -0.7211 0.2844 0.0440 0.2878
   253 16.3749 16.8998  0.5249 0.0128 0.0092 0.0158
200925 25.6739 25.8708  0.1969 0.5162 0.2701 0.5826
200926 21.0859 22.4898  1.4039 0.0282 0.0195 0.0343
   254 16.2229 16.7698  0.5469 0.0137 0.0096 0.0167
   255 17.5609 18.1418  0.5809 0.0137 0.0105 0.0173
200928 25.1149 25.9608  0.8459 0.4457 0.2178 0.4961
200929 21.3799 22.6948  1.3149 0.0303 0.0228 0.0379
200930 24.8499 25.7888  0.9389 0.2491 0.2187 0.3315
200932 25.0789 25.9928  0.9139 0.3388 0.2570 0.4252
200933 25.3829 25.8618  0.4789 0.5598 0.2196 0.6013
   256 17.9919 18.6548  0.6629 0.0157 0.0105 0.0189
200934 25.5529 25.8708  0.3179 0.6464 0.2345 0.6876
200935 25.3129 25.5128  0.1999 0.5185 0.1564 0.5416
   257 19.1589 20.0138  0.8549 0.0214 0.0116 0.0243
200936 22.1899 22.5258  0.3359 0.3464 0.0631 0.3521
   258 19.1029 19.9358  0.8329 0.0153 0.0119 0.0194
200937 20.8339 21.8208  0.9869 0.0550 0.0232 0.0597
200938 25.0629 25.7598  0.6969 0.4869 0.2890 0.5662
200939 24.0159 22.5448 -1.4711 1.2390 0.0850 1.2419
200940 24.9309 26.0658  1.1349 0.5123 0.2461 0.5683
   261 17.7809 18.3908  0.6099 0.0123 0.0100 0.0159
200941 25.1509 25.3698  0.2189 0.5211 0.1255 0.5360
200942 25.2439 25.7658  0.5219 0.6667 0.1576 0.6851
200943 25.2799 25.3728  0.0929 0.5346 0.1586 0.5576
200944 24.8579 25.7298  0.8719 0.2597 0.2186 0.3395
200945 20.5269 21.7768  1.2499 0.0233 0.0156 0.0280
200946 21.3969 22.8518  1.4549 0.0374 0.0242 0.0445
   259 19.6149 20.5858  0.9709 0.0160 0.0130 0.0206
   260 19.1439 20.0148  0.8709 0.0178 0.0118 0.0214
   262 18.7269 19.4748  0.7479 0.0140 0.0108 0.0177
200948 25.0429 25.5458  0.5029 0.7376 0.1604 0.7548
200949 24.9549 25.8658  0.9109 0.6480 0.2763 0.7044
200950 18.9159 20.7838  1.8679 0.6687 0.0554 0.6710
200951 24.8079 25.2028  0.3949 0.3188 0.1289 0.3439
   264 18.0929 18.7748  0.6819 0.0167 0.0118 0.0204
200952 22.8509 24.7768  1.9259 0.0609 0.0905 0.1091
200953 24.5229 25.9038  1.3809 0.2561 0.2540 0.3607
   265 19.4469 20.4418  0.9949 0.0189 0.0130 0.0229
200954 25.2339 25.9168  0.6829 0.5494 0.1751 0.5766
200955 24.8439 26.1308  1.2869 0.3698 0.2654 0.4552
   267 18.0779 18.7558  0.6779 0.0176 0.0106 0.0205
   266 18.9639 19.7948  0.8309 0.0172 0.0118 0.0209
200956 25.3409 25.7608  0.4199 0.5847 0.1848 0.6132
200957 21.4789 22.2158  0.7369 0.0531 0.0217 0.0574
200958 25.0549 25.7178  0.6629 0.3778 0.1766 0.4170
200959 21.1959 22.5108  1.3149 0.0266 0.0190 0.0327
   269 18.8819 19.6828  0.8009 0.0192 0.0114 0.0223
200960 24.0039 25.5798  1.5759 0.1520 0.1764 0.2329
   268 17.9909 18.6138  0.6229 0.0136 0.0097 0.0167
200961 24.4819 25.6108  1.1289 0.3034 0.1921 0.3591
200962 24.2499 25.3968  1.1469 0.1951 0.1793 0.2650
200963 21.2859 22.9048  1.6189 0.0266 0.0257 0.0370
200964 25.5169 25.9618  0.4449 0.6903 0.2789 0.7445
   270 20.0869 21.1528  1.0659 0.0223 0.0143 0.0265
200966 25.4859 25.6528  0.1669 0.4914 0.2162 0.5369
200967 24.9109 25.5408  0.6299 0.4525 0.2149 0.5009
200968 24.1319 25.1458  1.0139 0.2596 0.1384 0.2942
200969 24.6959 25.8638  1.1679 0.3200 0.2875 0.4302
200970 22.4309 23.9358  1.5049 0.0487 0.0507 0.0703
200971 25.0069 26.1158  1.1089 0.5066 0.3009 0.5892
   271 17.5699 18.1608  0.5909 0.0176 0.0100 0.0202
   272 17.1949 17.7718  0.5769 0.0157 0.0098 0.0185
200972 21.5019 22.9478  1.4459 0.0310 0.0249 0.0398
200974 25.2109 25.6908  0.4799 0.3462 0.1925 0.3961
200975 25.1069 25.3438  0.2369 0.3717 0.1299 0.3937
200976 24.9829 25.8038  0.8209 0.3993 0.2274 0.4595
   273 19.3279 20.2168  0.8889 0.0162 0.0116 0.0199
200977 24.8849 25.8828  0.9979 0.6374 0.2779 0.6953
   275 19.4999 20.4298  0.9299 0.0175 0.0117 0.0211
   274 18.3019 19.0058  0.7039 0.0136 0.0108 0.0174
200978 25.5069 25.6628  0.1559 0.7038 0.2456 0.7454
   276 17.8389 18.4888  0.6499 0.0131 0.0110 0.0171
200979 24.9749 25.5498  0.5749 0.3767 0.2054 0.4291
200980 24.8619 25.7088  0.8469 0.4171 0.2014 0.4632
   277 16.0389 16.6408  0.6019 0.0135 0.0096 0.0166
200982 25.6539 25.7798  0.1259 1.1035 0.2092 1.1232
200983 24.9139 25.4728  0.5589 0.4075 0.1499 0.4342
200984 25.3579 25.2768 -0.0811 0.4935 0.1583 0.5183
200985 25.0269 25.8798  0.8529 0.4190 0.2749 0.5011
   278 19.4149 20.3338  0.9189 0.0153 0.0122 0.0196
200987 24.9549 25.6538  0.6989 0.3429 0.1812 0.3878
200989 25.1109 25.0688 -0.0421 0.5162 0.1153 0.5289
200990 26.4939 25.8418 -0.6521 3.5346 0.2419 3.5429
200991 24.7679 25.5648  0.7969 0.3606 0.1736 0.4002
200992 25.0029 26.2918  1.2889 0.3228 0.3469 0.4739
200993 20.6199 21.8998  1.2799 0.0237 0.0160 0.0286
200994 23.7209 25.5788  1.8579 0.0955 0.1372 0.1672
200995 22.7789 24.7368  1.9579 0.0587 0.0827 0.1014
200996 22.6299 24.3038  1.6739 0.0565 0.0650 0.0861
200997 24.9719 25.0648  0.0929 0.4229 0.1041 0.4355
200998 25.2589 26.0408  0.7819 0.4272 0.2066 0.4745
201001 25.4249 25.7718  0.3469 0.9053 0.2249 0.9328
201002 25.2809 25.7458  0.4649 0.4399 0.2163 0.4902
   279 19.9079 20.9958  1.0879 0.0173 0.0135 0.0219
201003 25.2369 25.7378  0.5009 0.4351 0.1662 0.4658
201004 25.1139 25.9898  0.8759 0.4386 0.2055 0.4844
201005 24.9659 25.1678  0.2019 0.3678 0.1242 0.3882
201006 24.7449 25.8798  1.1349 0.4480 0.2453 0.5108
201007 25.2429 26.0188  0.7759 0.7141 0.2682 0.7628
201009 25.0349 25.7118  0.6769 0.5284 0.1896 0.5614
201010 21.8419 23.3698  1.5279 0.0335 0.0317 0.0461
201011 25.5069 25.7118  0.2049 0.8912 0.2513 0.9260
201012 23.1349 23.0388 -0.0961 0.1497 0.0549 0.1594
201013 21.6879 23.1458  1.4579 0.0359 0.0274 0.0452
201014 22.2979 23.9108  1.6129 0.0449 0.0419 0.0614
201015 24.7779 25.7648  0.9869 0.3506 0.2280 0.4182
201016 25.6579 25.9928  0.3349 0.9987 0.3091 1.0454
201017 25.7119 26.1318  0.4199 0.3628 0.3821 0.5269
201019 23.4989 25.6128  2.1139 0.0994 0.1363 0.1687
201020 25.9749 26.0818  0.1069 0.9511 0.2387 0.9806
201021 25.2179 25.3918  0.1739 0.4745 0.1716 0.5046
   280 18.4429 19.1378  0.6949 0.0144 0.0109 0.0181
201022 24.7919 25.4038  0.6119 0.2094 0.1664 0.2675
201023 24.4699 25.5408  1.0709 0.4412 0.1865 0.4790
201024 24.8899 25.8878  0.9979 0.3338 0.1989 0.3886
   281 16.6449 17.2018  0.5569 0.0199 0.0114 0.0229
   283 18.2899 18.9738  0.6839 0.0168 0.0108 0.0200
   282 19.7329 20.7498  1.0169 0.0216 0.0134 0.0254
201025 23.7469 25.2168  1.4699 0.2390 0.1564 0.2856
   285 16.7559 17.2998  0.5439 0.0180 0.0114 0.0213
201026 24.7599 25.8148  1.0549 0.3082 0.2231 0.3805
201027 24.0999 25.4748  1.3749 0.1517 0.1753 0.2318
   284 18.2319 18.8598  0.6279 0.0168 0.0108 0.0200
   286 17.3439 17.9108  0.5669 0.0190 0.0104 0.0217
201028 25.2939 25.9288  0.6349 0.4339 0.2580 0.5048
201029 24.8589 25.9868  1.1279 0.3458 0.1928 0.3959
201030 24.7759 26.2438  1.4679 0.2721 0.3208 0.4207
201031 24.9059 25.7978  0.8919 0.5283 0.2560 0.5871
201033 24.4399 25.5228  1.0829 0.4475 0.2265 0.5016
201035 24.7759 25.6668  0.8909 0.3148 0.1735 0.3594
201034 24.9559 25.7128  0.7569 0.8351 0.2167 0.8628
201036 25.5489 25.6838  0.1349 0.9665 0.1883 0.9847
201037 25.7869 25.7298 -0.0571 0.7082 0.2241 0.7428
   287 19.3619 20.2788  0.9169 0.0165 0.0113 0.0200
201038 24.2829 26.0058  1.7229 0.1798 0.2070 0.2742
201039 25.1959 25.7908  0.5949 0.4356 0.2365 0.4957
201040 25.8179 26.2968  0.4789 0.5967 0.2754 0.6572
201041 24.1289 24.5538  0.4249 0.2934 0.1080 0.3126
201042 24.8519 26.1458  1.2939 0.4016 0.3808 0.5534
201043 21.6849 23.0548  1.3699 0.0319 0.0224 0.0390
201044 25.4059 25.7618  0.3559 0.4654 0.1839 0.5004
201045 25.2929 24.8968 -0.3961 0.5811 0.1140 0.5922
201046 24.9939 25.6398  0.6459 0.3478 0.1911 0.3968
201047 22.5929 24.2958  1.7029 0.3608 0.0796 0.3695
201048 25.2559 25.7888  0.5329 0.5714 0.2114 0.6093
201049 25.0339 26.2738  1.2399 0.4828 0.4458 0.6571
   288 17.7179 18.3068  0.5889 0.0196 0.0109 0.0224
201050 21.7959 23.3978  1.6019 0.0394 0.0330 0.0514
201051 24.8529 25.7538  0.9009 0.3449 0.2479 0.4247
201053 25.1889 25.6038  0.4149 0.6981 0.1784 0.7205
201054 25.2859 25.7918  0.5059 0.2789 0.2454 0.3715
201055 20.1989 21.3438  1.1449 0.0228 0.0152 0.0274
201056 20.3919 21.5498  1.1579 0.0231 0.0157 0.0279
201057 25.6629 25.7878  0.1249 0.5748 0.2244 0.6170
201058 25.1109 25.8998  0.7889 0.2254 0.2797 0.3592
201059 22.4039 23.8658  1.4619 0.0554 0.0472 0.0728
201060 21.0849 22.0238  0.9389 0.0301 0.0170 0.0346
201061 25.3069 26.1518  0.8449 0.9554 0.2962 1.0003
201062 26.2439 25.6918 -0.5521 1.0944 0.2020 1.1129
201063 25.7999 25.7918 -0.0081 1.5214 0.1739 1.5313
201064 19.1499 19.9858  0.8359 0.0179 0.0129 0.0221
201065 24.6579 25.8338  1.1759 0.3150 0.1930 0.3694
201066 21.1539 22.5208  1.3669 0.0271 0.0206 0.0340
201067 24.4629 25.3048  0.8419 0.2232 0.1332 0.2599
201068 23.4789 25.2958  1.8169 0.0982 0.1101 0.1475
201069 21.8379 23.3958  1.5579 0.0365 0.0307 0.0477
201070 23.2069 24.9238  1.7169 0.0742 0.0990 0.1237
   289 19.0959 19.9188  0.8229 0.0168 0.0116 0.0204
201071 25.0539 25.6228  0.5689 0.4810 0.1274 0.4976
201072 25.6819 25.9488  0.2669 0.7122 0.2683 0.7611
201074 25.3589 25.7538  0.3949 0.4885 0.1954 0.5261
201075 24.5319 26.1838  1.6519 0.3035 0.3555 0.4674
201076 22.0149 23.5728  1.5579 0.0447 0.0386 0.0591
   290 19.2909 20.1908  0.8999 0.0163 0.0119 0.0202
201077 24.7699 25.1928  0.4229 0.3437 0.1415 0.3717
201078 26.0249 26.0018 -0.0231 0.7203 0.1644 0.7388
201079 24.7219 25.5988  0.8769 0.3096 0.1830 0.3596
201080 24.8659 25.3448  0.4789 0.3714 0.1482 0.3999
   291 17.8899 18.5338  0.6439 0.0152 0.0102 0.0183
201081 24.2799 25.5868  1.3069 0.2626 0.1877 0.3228
201082 24.1209 24.7258  0.6049 0.2099 0.0924 0.2293
201084 25.4689 26.0228  0.5539 0.7104 0.2728 0.7610
201085 24.8609 25.9358  1.0749 0.3522 0.2318 0.4216
201086 22.2459 23.9448  1.6989 0.0440 0.0450 0.0629
   293 18.1089 18.7518  0.6429 0.0186 0.0103 0.0213
   292 17.3239 17.8748  0.5509 0.0158 0.0110 0.0193
201087 25.6499 25.6288 -0.0211 0.8060 0.1687 0.8235
201088 21.0259 22.3838  1.3579 0.0275 0.0187 0.0333
201089 24.3869 25.5538  1.1669 0.2160 0.1764 0.2789
201090 25.1859 25.8098  0.6239 0.4753 0.1466 0.4974
201093 25.8089 25.6968 -0.1121 0.8346 0.1757 0.8529
   294 18.6569 19.4268  0.7699 0.0146 0.0108 0.0182
   295 16.9919 17.5358  0.5439 0.0127 0.0102 0.0163
201094 21.9939 23.7138  1.7199 0.0369 0.0371 0.0523
201096 24.9959 25.2248  0.2289 0.4271 0.1184 0.4432
201095 24.6419 25.7528  1.1109 0.3002 0.1770 0.3485
201097 22.9449 24.5528  1.6079 0.0902 0.0787 0.1197
201098 25.2139 25.5688  0.3549 0.4671 0.1844 0.5022
201099 23.2019 24.9188  1.7169 0.0774 0.0888 0.1178
201100 21.1509 22.5588  1.4079 0.0254 0.0212 0.0331
   296 20.3039 21.4848  1.1809 0.0223 0.0154 0.0271
   298 19.0359 19.8948  0.8589 0.0186 0.0121 0.0222
201101 25.6019 26.0958  0.4939 0.7094 0.3397 0.7865
   297 19.5099 20.4338  0.9239 0.0163 0.0121 0.0203
201102 24.8569 25.6338  0.7769 0.3642 0.1758 0.4044
201103 25.6669 26.0078  0.3409 0.6415 0.2400 0.6849
201104 22.8219 24.4648  1.6429 0.0559 0.0669 0.0872
201105 24.3729 25.5568  1.1839 0.5068 0.2420 0.5616
201106 21.8649 23.3868  1.5219 0.0380 0.0331 0.0504
201109 25.2099 25.3348  0.1249 0.5700 0.1777 0.5971
   299 17.6769 18.2838  0.6069 0.0139 0.0104 0.0174
201110 24.5569 25.7738  1.2169 0.2941 0.2128 0.3630
   300 19.5359 20.4718  0.9359 0.0166 0.0118 0.0204
201111 22.1569 23.6808  1.5239 0.0437 0.0376 0.0576
201112 25.3499 25.7598  0.4099 0.4807 0.1881 0.5162
201113 25.3069 25.9068  0.5999 0.7029 0.2091 0.7333
201114 24.9329 25.7428  0.8099 0.4324 0.2452 0.4971
201115 25.1339 24.9128 -0.2211 0.4868 0.0992 0.4968
201116 24.9529 26.1798  1.2269 0.2484 0.3265 0.4102
201117 25.1219 25.8988  0.7769 0.4209 0.2470 0.4880
   302 17.1879 17.7598  0.5719 0.0130 0.0105 0.0167
   301 18.9919 19.8038  0.8119 0.0165 0.0111 0.0199
   303 18.7319 19.5218  0.7899 0.0145 0.0106 0.0180
201118 25.0919 26.1078  1.0159 0.4034 0.2877 0.4955
   304 17.1899 17.7488  0.5589 0.0111 0.0102 0.0151
201119 24.6689 25.7818  1.1129 0.2936 0.2016 0.3562
201120 24.7659 25.5678  0.8019 0.3950 0.1510 0.4229
201121 25.5009 26.0218  0.5209 0.5538 0.2846 0.6226
201122 25.5689 26.4188  0.8499 0.4892 0.4388 0.6572
201123 24.8519 25.7538  0.9019 0.6149 0.2568 0.6664
201126 25.0629 25.3868  0.3239 0.5688 0.1393 0.5856
201127 24.7209 25.0608  0.3399 0.5247 0.1097 0.5360
   305 18.5029 19.1948  0.6919 0.0143 0.0113 0.0182
201129 25.4549 25.6828  0.2279 0.8023 0.1998 0.8268
201130 23.2109 24.9318  1.7209 0.0868 0.0921 0.1266
201131 25.0199 25.9878  0.9679 0.4530 0.2890 0.5373
201132 25.5929 25.8678  0.2749 1.2302 0.2174 1.2493
201134 22.5539 24.1938  1.6399 0.0948 0.0541 0.1092
201135 25.2289 25.6198  0.3909 0.3385 0.1821 0.3844
201136 20.8149 22.1628  1.3479 0.0294 0.0189 0.0350
201137 22.0299 23.4688  1.4389 0.0372 0.0342 0.0505
201138 23.3909 25.9758  2.5849 0.1077 0.2985 0.3173
201139 25.3409 24.9208 -0.4201 0.6643 0.1187 0.6748
   306 17.4929 18.0748  0.5819 0.0178 0.0102 0.0205
201140 20.8829 22.2388  1.3559 0.0311 0.0190 0.0364
201141 25.5289 26.0188  0.4899 0.9334 0.2764 0.9735
201142 25.0659 25.9498  0.8839 0.4102 0.2276 0.4691
201143 25.6759 26.1808  0.5049 0.8786 0.3088 0.9313
201144 25.6849 25.5138 -0.1711 0.9919 0.1694 1.0063
   307 17.8149 18.4478  0.6329 0.0162 0.0112 0.0197
201146 24.7099 25.3188  0.6089 0.2565 0.1547 0.2995
201147 25.6649 26.1108  0.4459 1.6908 0.3332 1.7233
201148 24.7249 25.7538  1.0289 0.3517 0.2352 0.4231
   309 19.2469 20.1788  0.9319 0.0161 0.0123 0.0203
   308 15.4119 16.1878  0.7759 0.0146 0.0104 0.0179
201149 25.5589 25.8538  0.2949 1.0901 0.3120 1.1339
201150 25.5249 25.7478  0.2229 0.6541 0.2537 0.7016
   310 17.8049 18.4078  0.6029 0.0168 0.0115 0.0204
   311 18.3759 19.1108  0.7349 0.0194 0.0120 0.0228
201151 23.8469 24.4338  0.5869 0.2439 0.1222 0.2728
   312 18.2409 18.9628  0.7219 0.0191 0.0109 0.0220
201152 23.8339 23.4318 -0.4021 0.2872 0.0510 0.2917
201153 25.2889 25.7298  0.4409 0.4225 0.1967 0.4660
201154 21.2869 22.6148  1.3279 0.0313 0.0209 0.0376
   313 17.8339 18.4588  0.6249 0.0131 0.0099 0.0164
201155 23.1129 23.3968  0.2839 0.2099 0.0568 0.2174
201156 24.9209 25.7658  0.8449 0.3440 0.2374 0.4180
201157 25.6879 25.8878  0.1999 1.0747 0.1908 1.0915
201158 25.2229 25.9698  0.7469 0.5363 0.2160 0.5782
201159 25.0499 25.4818  0.4319 0.5167 0.1572 0.5401
201160 21.7049 23.1938  1.4889 0.0337 0.0282 0.0439
201161 25.7739 25.7838  0.0099 1.0398 0.2115 1.0611
201162 25.9439 25.7888 -0.1551 0.9591 0.2156 0.9830
201163 23.3059 22.5738 -0.7321 0.1977 0.0464 0.2031
201164 21.4599 22.8538  1.3939 0.0317 0.0243 0.0399
201165 24.4569 25.1048  0.6479 0.2505 0.1286 0.2816
201166 24.5729 25.5718  0.9989 0.3799 0.1929 0.4261
201167 25.4439 24.7968 -0.6471 0.8909 0.0930 0.8957
201168 22.8579 24.7238  1.8659 0.0808 0.0882 0.1196
201169 24.8619 25.9388  1.0769 0.4955 0.2537 0.5567
201170 20.4939 21.6878  1.1939 0.0190 0.0157 0.0246
201171 24.9359 25.4028  0.4669 0.3335 0.1857 0.3817
201172 25.2109 25.7768  0.5659 0.5124 0.1995 0.5499
201173 24.9389 25.5968  0.6579 0.4461 0.1757 0.4795
201174 25.3049 25.6048  0.2999 0.4182 0.1866 0.4579
201175 22.0039 23.6428  1.6389 0.0431 0.0384 0.0577
   314 19.4869 20.4168  0.9299 0.0181 0.0124 0.0219
201177 24.9459 25.0208  0.0749 0.3929 0.1348 0.4154
   315 19.1229 19.9988  0.8759 0.0174 0.0107 0.0204
201178 25.5469 26.2968  0.7499 0.9901 0.1862 1.0075
201179 25.0939 25.5718  0.4779 0.4163 0.1758 0.4519
201180 24.7569 25.2638  0.5069 0.2900 0.1416 0.3227
201181 25.0139 25.7938  0.7799 0.2861 0.1734 0.3345
201182 22.4659 24.1338  1.6679 0.0532 0.0546 0.0762
201183 25.6749 25.7768  0.1019 0.6147 0.1989 0.6461
201184 25.5369 25.8848  0.3479 0.6887 0.2562 0.7348
201185 25.4669 26.0498  0.5829 0.5738 0.2950 0.6452
201186 24.8659 25.5208  0.6549 0.5385 0.1893 0.5708
201187 25.0799 25.6198  0.5399 0.5256 0.1651 0.5509
201189 25.6819 25.5718 -0.1101 0.8347 0.1960 0.8574
   318 16.7239 17.2718  0.5479 0.0158 0.0111 0.0193
201190 25.0139 25.8598  0.8459 0.4377 0.2174 0.4887
   316 17.7579 18.3908  0.6329 0.0135 0.0100 0.0168
   317 18.3739 19.0968  0.7229 0.0143 0.0104 0.0177
201191 21.9859 23.6258  1.6399 0.0352 0.0382 0.0519
201193 24.4019 25.8498  1.4479 0.2987 0.1953 0.3569
201194 25.0059 25.6768  0.6709 0.3625 0.2205 0.4243
201195 25.1319 25.7848  0.6529 0.4632 0.2594 0.5309
201196 24.2639 24.3058  0.0419 0.2840 0.0764 0.2941
201197 25.1429 25.6798  0.5369 0.4538 0.2178 0.5034
201198 24.8549 25.8558  1.0009 0.3000 0.2363 0.3819
201199 20.7439 21.9998  1.2559 0.0249 0.0175 0.0304
201200 24.9149 25.5348  0.6199 0.2979 0.1855 0.3509
201201 25.2319 25.5578  0.3259 0.3878 0.2103 0.4412
201202 24.5249 25.5048  0.9799 0.2507 0.2142 0.3297
201203 25.0349 25.7288  0.6939 0.3341 0.1519 0.3670
201204 26.0479 25.7718 -0.2761 0.5272 0.2495 0.5833
201205 21.8709 23.6998  1.8289 0.0340 0.0488 0.0595
201206 20.5859 22.1318  1.5459 0.0277 0.0216 0.0351
   319 13.6229 14.5028  0.8799 0.0219 0.0165 0.0274
201207 25.1439 26.2288  1.0849 0.3561 0.3986 0.5345
201208 24.4079 25.9498  1.5419 0.3055 0.2622 0.4026
201209 21.5169 22.2938  0.7769 0.0356 0.0194 0.0405
201210 24.7689 25.3998  0.6309 0.3533 0.1878 0.4001
201211 24.9549 25.9398  0.9849 0.4764 0.2406 0.5337
201212 24.1289 24.5678  0.4389 0.1863 0.0794 0.2025
201213 25.4629 25.8788  0.4159 0.5076 0.2748 0.5772
201214 24.7789 25.8228  1.0439 0.4041 0.2648 0.4831
201216 24.4339 25.1228  0.6889 0.3501 0.1320 0.3742
201217 25.5539 26.0248  0.4709 0.7516 0.1732 0.7713
201219 25.2549 26.1658  0.9109 0.6657 0.3369 0.7461
201220 24.8669 25.9308  1.0639 0.3258 0.3238 0.4593
201221 23.6869 24.6668  0.9799 0.1414 0.0918 0.1686
201222 25.5199 24.0678 -1.4521 1.2812 0.0595 1.2826
201223 25.0079 26.1208  1.1129 0.3669 0.2061 0.4208
   320 14.8069 15.5928  0.7859 0.0200 0.0142 0.0245
   321 18.4149 19.1248  0.7099 0.0139 0.0107 0.0175
201224 22.3599 23.5908  1.2309 0.0624 0.0492 0.0795
201225 25.0999 25.8468  0.7469 0.8554 0.2559 0.8929
201226 25.1079 26.1538  1.0459 0.4050 0.3106 0.5104
201227 24.8979 25.9718  1.0739 0.2980 0.2425 0.3842
   322 18.0939 18.7738  0.6799 0.0133 0.0114 0.0175
201228 25.3269 25.5288  0.2019 0.6056 0.1715 0.6294
201229 22.5619 24.2208  1.6589 0.0604 0.0596 0.0849
201230 21.9169 23.4668  1.5499 0.0352 0.0309 0.0468
201231 25.4289 25.9478  0.5189 0.5659 0.2586 0.6222
201232 24.8199 25.4218  0.6019 0.3599 0.1366 0.3850
201233 21.0459 22.3888  1.3429 0.0225 0.0191 0.0295
   323 18.4489 19.1738  0.7249 0.0176 0.0111 0.0208
201234 22.3319 23.9148  1.5829 0.0462 0.0495 0.0677
201235 24.9169 25.6658  0.7489 0.3301 0.1995 0.3857
201236 25.2299 25.4448  0.2149 0.6258 0.1434 0.6420
201237 21.1849 22.5678  1.3829 0.0266 0.0193 0.0329
201238 24.9609 26.0528  1.0919 0.3925 0.3561 0.5300
201239 23.7729 24.0298  0.2569 0.1933 0.0967 0.2161
