ID F555W F439W Color errF555W errF439W errColor
    72 19.7718 20.7039  0.9321 0.0487 0.0474 0.0680
200451 25.7288 26.2619  0.5331 0.7784 0.3555 0.8557
200452 25.0088 26.1139  1.1051 0.4936 0.2314 0.5451
200453 26.1548 25.5949 -0.5599 0.8406 0.1706 0.8577
200454 25.0748 25.9839  0.9091 0.6568 0.1276 0.6691
200456 25.5078 26.1189  0.6111 0.6046 0.2493 0.6540
200457 24.9128 25.4299  0.5171 0.3092 0.1399 0.3394
200458 24.4168 24.6219  0.2051 0.3081 0.0950 0.3224
200459 25.5758 26.2509  0.6751 0.6432 0.2966 0.7083
200460 25.2958 26.7779  1.4821 0.6989 0.4284 0.8197
200461 24.6788 25.2099  0.5311 0.2757 0.1482 0.3130
200462 25.0358 25.2509  0.2151 0.4743 0.1472 0.4966
    75 16.8488 17.3949  0.5461 0.0171 0.0103 0.0200
200463 25.3808 25.8069  0.4261 1.1249 0.1566 1.1357
200464 25.4128 25.7329  0.3201 0.5459 0.2000 0.5814
200465 24.4528 24.9069  0.4541 0.4775 0.1031 0.4885
200466 25.7038 25.4329 -0.2709 0.7800 0.1974 0.8046
200467 24.9338 25.6279  0.6941 0.3891 0.1898 0.4329
200468 25.4098 25.5209  0.1111 0.6119 0.1775 0.6371
200469 23.4938 24.3609  0.8671 0.1821 0.0907 0.2034
200470 24.5618 25.7039  1.1421 0.3049 0.1864 0.3574
    76 17.3538 17.9309  0.5771 0.0157 0.0106 0.0189
200471 25.3798 25.8239  0.4441 0.5515 0.2104 0.5903
    77 18.3418 19.0009  0.6591 0.0175 0.0122 0.0213
200472 20.3318 21.5289  1.1971 0.0241 0.0156 0.0287
200473 25.2278 26.0749  0.8471 0.6096 0.2595 0.6625
200474 25.9898 26.5279  0.5381 0.7581 0.2890 0.8113
200475 25.1978 26.1939  0.9961 0.3493 0.2968 0.4584
200476 25.3898 26.1289  0.7391 0.5239 0.3556 0.6332
200477 24.3378 25.5709  1.2331 0.2975 0.2570 0.3931
200478 23.5138 24.1289  0.6151 0.2288 0.1035 0.2511
200479 25.4438 25.9319  0.4881 0.4525 0.1798 0.4869
200480 23.8408 24.9849  1.1441 0.2733 0.1891 0.3323
200481 24.1398 25.1179  0.9781 0.2215 0.1186 0.2513
200482 24.9388 25.9329  0.9941 0.5196 0.2309 0.5686
200484 24.9488 26.2439  1.2951 0.5323 0.2770 0.6001
200485 25.2048 25.9919  0.7871 0.4789 0.2282 0.5305
200486 24.4308 25.2469  0.8161 0.3577 0.1609 0.3922
200487 26.4638 25.7239 -0.7399 0.7564 0.2120 0.7855
200488 24.0768 25.2269  1.1501 0.1853 0.1633 0.2470
200489 24.8618 26.0659  1.2041 0.5112 0.2571 0.5722
200490 25.3408 25.9029  0.5621 0.5074 0.2007 0.5457
200491 17.6108 18.2249  0.6141 0.0329 0.0179 0.0375
200492 24.7558 26.3699  1.6141 0.4125 0.3262 0.5259
200493 24.7868 26.2909  1.5041 0.2452 0.2646 0.3607
200494 24.3768 26.2299  1.8531 0.3279 0.3079 0.4498
200495 25.3678 25.8899  0.5221 0.3823 0.2171 0.4396
200496 24.6418 25.0419  0.4001 0.4396 0.1450 0.4629
200497 24.8238 25.9539  1.1301 0.4771 0.2911 0.5589
200498 24.5038 25.8079  1.3041 0.3961 0.2688 0.4787
200500 25.1538 24.4289 -0.7249 0.5886 0.0894 0.5954
200501 24.8378 25.9109  1.0731 0.4828 0.2449 0.5414
200502 25.5008 26.0179  0.5171 0.7135 0.2650 0.7611
200503 24.7978 25.5879  0.7901 0.4098 0.1849 0.4496
200504 25.6178 25.8799  0.2621 1.0774 0.1344 1.0858
200505 24.7868 25.9619  1.1751 0.3242 0.2291 0.3970
200506 24.6078 25.3119  0.7041 0.2581 0.1465 0.2968
200507 24.5708 25.4569  0.8861 0.4262 0.2637 0.5012
200508 24.6788 25.5969  0.9181 0.2987 0.2476 0.3880
200509 24.9238 25.8939  0.9701 0.4812 0.1926 0.5183
    80 18.7898 19.5799  0.7901 0.0186 0.0115 0.0219
200510 24.2038 23.6689 -0.5349 0.3561 0.0687 0.3627
    78 17.7328 18.3269  0.5941 0.0155 0.0117 0.0194
200511 25.0898 25.7749  0.6851 0.4888 0.2201 0.5361
    81 16.7508 17.2939  0.5431 0.0274 0.0249 0.0370
    79 19.5388 20.4999  0.9611 0.0181 0.0134 0.0225
200512 25.3388 26.0249  0.6861 0.3843 0.2742 0.4721
200513 25.1298 25.5509  0.4211 0.6906 0.1748 0.7124
200514 25.0168 25.8819  0.8651 0.4530 0.2144 0.5012
200515 24.5648 25.2759  0.7111 0.4331 0.1604 0.4618
200516 25.6428 26.0109  0.3681 1.1848 0.2489 1.2107
200517 25.5828 25.8009  0.2181 0.6537 0.2002 0.6837
200518 22.9508 24.6959  1.7451 0.0820 0.1004 0.1296
200519 24.6538 25.4569  0.8031 0.2670 0.1404 0.3017
200520 24.6358 26.0549  1.4191 0.3204 0.3217 0.4540
200521 24.9238 25.5179  0.5941 0.4063 0.1963 0.4512
200522 24.7498 24.9479  0.1981 0.4607 0.1199 0.4760
200523 25.7208 24.7589 -0.9619 0.4586 0.1026 0.4699
200524 25.4998 25.9839  0.4841 0.5258 0.2136 0.5675
200525 25.0288 26.2179  1.1891 0.4902 0.2776 0.5633
200526 24.5288 25.6959  1.1671 0.6678 0.1430 0.6829
200527 25.6598 25.3629 -0.2969 0.5174 0.1406 0.5362
200528 25.2518 25.7529  0.5011 0.7239 0.1802 0.7460
200530 25.5098 25.6419  0.1321 0.5330 0.2665 0.5959
    82 18.4488 19.1729  0.7241 0.0171 0.0114 0.0206
200531 25.1618 25.8919  0.7301 0.5544 0.2469 0.6069
200533 23.5548 25.4879  1.9331 0.1742 0.1972 0.2631
200534 25.3628 25.4209  0.0581 0.6213 0.1641 0.6426
    83 19.7258 20.7129  0.9871 0.0215 0.0140 0.0257
200535 24.5908 25.2349  0.6441 0.3041 0.1356 0.3330
    86 18.6718 19.4269  0.7551 0.0166 0.0116 0.0203
200536 24.4798 26.0799  1.6001 0.3571 0.2526 0.4374
200537 24.6368 26.0559  1.4191 0.4211 0.2316 0.4806
200538 20.4158 21.5989  1.1831 0.0242 0.0165 0.0293
200539 25.2008 25.6169  0.4161 0.3265 0.2130 0.3898
    85 19.2798 20.1709  0.8911 0.0217 0.0123 0.0249
200541 24.9598 25.8529  0.8931 0.2999 0.2418 0.3852
200542 22.8638 24.7319  1.8681 0.1242 0.1063 0.1635
200543 24.4108 25.4799  1.0691 0.2916 0.1808 0.3431
200544 24.3878 24.6709  0.2831 0.3911 0.1699 0.4264
200546 24.7798 25.7059  0.9261 0.5190 0.2081 0.5592
200545 25.2168 25.8189  0.6021 0.4586 0.2400 0.5176
200547 24.3408 25.6089  1.2681 0.1776 0.2148 0.2787
    87 17.5468 18.1519  0.6051 0.0173 0.0106 0.0203
200548 19.9338 20.9869  1.0531 0.0236 0.0163 0.0287
200549 25.1268 25.7549  0.6281 0.5566 0.1959 0.5901
200550 22.1618 23.6419  1.4801 0.0545 0.0581 0.0797
200551 25.3178 26.1769  0.8591 0.6030 0.2584 0.6560
200552 24.5958 25.8319  1.2361 0.4744 0.2671 0.5444
200553 24.3128 25.1259  0.8131 0.2927 0.0812 0.3038
200554 23.9418 24.1239  0.1821 0.2286 0.0912 0.2461
200555 24.7608 26.3519  1.5911 0.2831 0.3631 0.4604
200556 25.6208 26.0909  0.4701 0.5672 0.2965 0.6400
200558 21.1358 22.4179  1.2821 0.0330 0.0305 0.0449
200559 24.9468 23.8839 -1.0629 0.3952 0.0739 0.4021
200560 25.6308 26.1999  0.5691 0.5508 0.3434 0.6491
200561 24.3048 25.8659  1.5611 0.2433 0.2779 0.3694
200562 26.0088 25.9739 -0.0349 1.0893 0.2249 1.1123
200563 24.4958 25.2779  0.7821 0.2598 0.1174 0.2851
200564 24.1428 24.6339  0.4911 0.1623 0.0808 0.1813
200565 22.7688 24.3389  1.5701 0.0692 0.0722 0.1000
200566 23.3088 24.0589  0.7501 0.1534 0.0694 0.1684
    89 19.0368 19.8379  0.8011 0.0154 0.0128 0.0200
200567 24.6238 24.0569 -0.5669 0.4642 0.0761 0.4704
200568 26.1348 25.8999 -0.2349 1.0060 0.1940 1.0245
200569 24.5968 25.6819  1.0851 0.3054 0.2233 0.3783
200570 24.6178 25.5019  0.8841 0.2808 0.2199 0.3567
    90 15.7758 16.4669  0.6911 0.0141 0.0101 0.0173
200571 24.9748 26.5359  1.5611 0.3810 0.2820 0.4740
200573 24.3348 25.5239  1.1891 0.2282 0.2018 0.3046
200574 24.3988 25.9439  1.5451 0.2525 0.2887 0.3835
200575 25.4168 26.0509  0.6341 0.4336 0.2595 0.5053
200576 24.9018 26.2279  1.3261 0.3680 0.2801 0.4625
200577 24.6838 25.5579  0.8741 0.3227 0.2206 0.3909
200578 22.4168 22.5909  0.1741 0.0774 0.0569 0.0961
200580 24.0158 25.2329  1.2171 0.1939 0.1086 0.2222
    91 19.6728 20.6579  0.9851 0.0188 0.0134 0.0231
200581 24.7398 25.6949  0.9551 0.3705 0.2461 0.4448
200582 24.9008 25.8519  0.9511 0.4618 0.2545 0.5273
200584 23.9848 23.8159 -0.1689 0.2796 0.0749 0.2895
200587 24.2918 25.5199  1.2281 0.2366 0.2133 0.3186
200588 24.6998 24.2919 -0.4079 0.3334 0.0745 0.3416
200589 24.5588 25.7399  1.1811 0.2995 0.3343 0.4488
    92 16.6798 17.2299  0.5501 0.0165 0.0113 0.0200
200591 23.6818 24.3899  0.7081 0.1689 0.0925 0.1926
200592 24.9668 26.0469  1.0801 0.6725 0.2029 0.7024
200594 23.1908 23.1469 -0.0439 0.2142 0.0675 0.2246
200593 24.7538 25.5859  0.8321 0.3703 0.2474 0.4453
200595 25.4618 25.7139  0.2521 0.7100 0.1746 0.7312
    93 17.6598 18.2479  0.5881 0.0156 0.0108 0.0190
    94 17.2938 17.8679  0.5741 0.0158 0.0108 0.0191
200596 25.8418 25.6609 -0.1809 1.2678 0.2153 1.2860
200597 20.2828 21.4569  1.1741 0.0214 0.0166 0.0271
    96 18.0448 18.6899  0.6451 0.0167 0.0121 0.0206
200598 25.2778 25.8179  0.5401 0.4246 0.2369 0.4862
    95 19.2978 20.2139  0.9161 0.0184 0.0129 0.0225
200599 24.8978 25.2769  0.3791 0.3583 0.2047 0.4127
200600 25.4398 25.9769  0.5371 0.7336 0.2589 0.7779
200601 24.8638 25.6059  0.7421 0.4759 0.2039 0.5177
200602 25.4298 25.9569  0.5271 0.6543 0.2939 0.7173
200603 25.5978 25.7299  0.1321 0.9425 0.2023 0.9640
    98 16.2438 16.7819  0.5381 0.0140 0.0107 0.0176
200605 18.6568 19.3799  0.7231 0.0263 0.0150 0.0303
200606 25.3798 25.8809  0.5011 0.7138 0.3084 0.7776
200607 21.6228 23.1119  1.4891 0.0393 0.0344 0.0522
200608 24.6178 25.5599  0.9421 0.3662 0.1552 0.3977
    97 19.1328 19.9799  0.8471 0.0211 0.0117 0.0241
200609 24.7908 25.6439  0.8531 0.3802 0.2073 0.4330
200610 24.7008 26.0419  1.3411 0.2848 0.1991 0.3475
200611 24.5228 26.3589  1.8361 0.3089 0.3488 0.4659
200614 24.3478 25.4449  1.0971 0.2484 0.1696 0.3008
200613 25.3288 25.5379  0.2091 0.6325 0.1810 0.6579
200612 24.9148 25.9539  1.0391 0.5614 0.2782 0.6266
200615 23.6418 25.2519  1.6101 0.1359 0.1772 0.2233
200616 24.2678 25.4899  1.2221 0.4003 0.1597 0.4310
200617 25.1288 25.7009  0.5721 0.4066 0.1673 0.4397
200618 24.9838 25.2439  0.2601 0.6377 0.1422 0.6534
200619 24.3428 25.2199  0.8771 0.1901 0.1410 0.2367
200620 25.3718 25.7829  0.4111 0.5790 0.1814 0.6068
200621 24.5678 23.8209 -0.7469 0.4047 0.0828 0.4131
200622 25.9948 26.0089  0.0141 1.1829 0.2248 1.2041
200623 24.3978 25.6909  1.2931 0.1734 0.2023 0.2664
200624 26.0998 25.9169 -0.1829 1.5869 0.1976 1.5992
   100 15.8678 16.3099  0.4421 0.0124 0.0094 0.0156
200625 25.0068 25.2929  0.2861 0.6110 0.1469 0.6284
   101 17.0578 17.6169  0.5591 0.0183 0.0096 0.0207
200626 24.6698 24.4579 -0.2119 0.2805 0.1001 0.2978
200627 25.2838 25.8749  0.5911 0.7007 0.2539 0.7453
   102 18.1308 18.7819  0.6511 0.0138 0.0131 0.0190
200628 23.9268 24.2919  0.3651 0.2494 0.0851 0.2635
200629 24.7108 25.5829  0.8721 0.2615 0.2203 0.3419
   103 17.9358 18.5939  0.6581 0.0155 0.0108 0.0189
200630 24.3618 25.6429  1.2811 0.2265 0.1547 0.2743
200631 24.3298 25.6259  1.2961 0.2472 0.1848 0.3086
200632 24.3238 24.7279  0.4041 0.2231 0.0984 0.2438
200633 25.4488 25.4399 -0.0089 0.5006 0.2014 0.5396
200634 22.5338 24.2129  1.6791 0.0715 0.0767 0.1049
200635 24.8888 25.6239  0.7351 0.5011 0.2592 0.5642
200636 24.3958 25.3709  0.9751 0.4154 0.2213 0.4707
200637 25.0128 25.6989  0.6861 0.4080 0.2011 0.4549
   104 18.8158 19.5949  0.7791 0.0177 0.0131 0.0220
200638 24.2378 25.4829  1.2451 0.3538 0.2021 0.4075
200639 24.3348 25.7599  1.4251 0.4865 0.1344 0.5047
200640 25.7648 25.9319  0.1671 0.6414 0.1947 0.6703
200641 25.3588 25.7029  0.3441 0.5480 0.2516 0.6030
200642 25.1938 25.5279  0.3341 0.5600 0.1824 0.5890
   105 18.6358 19.3649  0.7291 0.0170 0.0124 0.0210
200643 24.4608 24.7789  0.3181 0.3512 0.1205 0.3713
200645 24.8068 25.1219  0.3151 0.4217 0.1362 0.4431
200647 23.9178 24.4219  0.5041 0.1833 0.0295 0.1857
200648 24.8608 25.4859  0.6251 0.3911 0.2163 0.4469
200649 24.6358 25.5539  0.9181 0.2672 0.2011 0.3344
200650 25.3038 25.8949  0.5911 0.5718 0.2891 0.6407
200651 24.7508 25.4509  0.7001 0.4969 0.1685 0.5247
   106 18.7498 19.5259  0.7761 0.0162 0.0119 0.0201
200652 25.2888 26.0679  0.7791 0.4917 0.3385 0.5970
200653 23.8698 24.8009  0.9311 0.1952 0.0212 0.1963
200654 23.1728 23.3279  0.1551 0.1040 0.0362 0.1101
200655 25.3808 25.8719  0.4911 0.8486 0.2495 0.8845
200658 25.2958 25.7949  0.4991 0.4463 0.2362 0.5049
   107 18.4788 19.2209  0.7421 0.0176 0.0135 0.0222
200659 21.0508 22.4589  1.4081 0.0342 0.0245 0.0421
200660 26.2388 25.8799 -0.3589 2.0240 0.2210 2.0360
200661 24.7978 25.7219  0.9241 0.3061 0.2017 0.3666
200662 24.6208 24.8279  0.2071 0.2983 0.1178 0.3207
200663 25.5428 25.8139  0.2711 0.8422 0.2104 0.8681
200664 25.0228 25.9729  0.9501 0.4210 0.3655 0.5575
200666 25.2528 26.0049  0.7521 0.3702 0.2431 0.4429
200667 24.5868 24.9059  0.3191 0.3096 0.1251 0.3339
200669 20.2038 21.3039  1.1001 0.0233 0.0155 0.0280
200670 24.8118 25.6399  0.8281 0.5057 0.1530 0.5283
200671 24.8238 25.0409  0.2171 0.4281 0.1401 0.4504
200672 24.4028 26.0399  1.6371 0.3959 0.1679 0.4300
200673 23.7398 24.9469  1.2071 0.1814 0.1140 0.2142
200674 25.6988 25.6269 -0.0719 0.4585 0.1650 0.4873
200676 24.9418 26.3809  1.4391 0.3086 0.2924 0.4251
200677 25.4158 24.0169 -1.3989 1.5135 0.0814 1.5157
200678 22.8828 23.2739  0.3911 0.1366 0.0569 0.1480
200679 24.8228 26.0659  1.2431 0.3670 0.3503 0.5073
   108 18.8058 19.5909  0.7851 0.0186 0.0132 0.0228
200682 24.1908 24.4659  0.2751 0.3243 0.1086 0.3420
200681 25.1238 25.8769  0.7531 0.6091 0.2659 0.6646
   109 17.7868 18.5749  0.7881 0.0161 0.0111 0.0196
200683 25.7788 25.6299 -0.1489 1.0499 0.1833 1.0658
200685 23.9448 24.0249  0.0801 0.1902 0.0786 0.2058
200684 24.6228 24.3079 -0.3149 0.4403 0.0920 0.4498
200686 25.0978 26.0339  0.9361 0.5266 0.2728 0.5931
200688 23.2678 24.4549  1.1871 0.1591 0.1038 0.1900
200689 24.5088 24.1439 -0.3649 0.3736 0.0801 0.3821
200692 25.2138 25.5589  0.3451 0.7320 0.2393 0.7701
200693 19.9768 21.0499  1.0731 0.0215 0.0153 0.0264
200694 24.1098 25.8769  1.7671 0.2068 0.1719 0.2689
200695 25.1658 26.1639  0.9981 0.6365 0.2772 0.6942
200696 25.3568 25.8669  0.5101 0.4888 0.2186 0.5355
200697 24.6178 24.5749 -0.0429 0.4730 0.0924 0.4819
200698 24.4298 26.4219  1.9921 0.2639 0.2624 0.3722
200699 25.2908 25.7359  0.4451 0.4182 0.2117 0.4687
200700 18.4518 19.1719  0.7201 0.0237 0.0127 0.0269
200702 19.9748 21.0279  1.0531 0.0224 0.0152 0.0271
200704 25.4388 25.7839  0.3451 0.7857 0.2157 0.8148
200705 25.1108 26.2349  1.1241 0.3932 0.3156 0.5042
   110 18.5008 19.2129  0.7121 0.0189 0.0119 0.0223
200706 25.7508 25.6749 -0.0759 0.8816 0.2140 0.9072
200707 24.5688 25.9989  1.4301 0.2586 0.2560 0.3639
200708 25.2658 25.6239  0.3581 0.5672 0.2368 0.6146
200709 25.0888 25.5909  0.5021 0.3978 0.3212 0.5113
200710 24.5538 25.5169  0.9631 0.3293 0.1792 0.3749
200711 24.8468 25.5669  0.7201 0.3141 0.2098 0.3777
200712 20.4858 21.6959  1.2101 0.0280 0.0200 0.0344
200714 24.9048 25.2969  0.3921 0.3779 0.1758 0.4168
200717 25.4208 26.3619  0.9411 0.6940 0.2358 0.7330
200718 23.4538 24.2499  0.7961 0.1405 0.0958 0.1701
200720 25.3058 25.8009  0.4951 0.4340 0.2256 0.4891
200719 25.1068 26.0469  0.9401 0.5433 0.2617 0.6030
200721 25.4378 24.5879 -0.8499 1.6450 0.1210 1.6494
200722 25.6188 25.4119 -0.2069 0.9042 0.1772 0.9214
200723 21.8388 23.3889  1.5501 0.0433 0.0370 0.0570
200724 25.2528 25.9779  0.7251 0.4243 0.2720 0.5040
200725 24.7838 25.6659  0.8821 0.3275 0.2048 0.3863
   112 17.7458 18.3399  0.5941 0.0164 0.0119 0.0203
   113 19.6328 20.6319  0.9991 0.0201 0.0137 0.0243
   114 18.4548 19.1429  0.6881 0.0172 0.0116 0.0207
200726 25.5628 25.6539  0.0911 0.7766 0.2238 0.8082
   115 17.3028 17.8649  0.5621 0.0184 0.0100 0.0209
200727 24.7788 25.7779  0.9991 0.4075 0.2194 0.4628
200728 25.3158 25.6179  0.3021 0.9951 0.1958 1.0142
200729 25.8018 25.9099  0.1081 1.5020 0.2625 1.5248
200730 23.7118 23.4999 -0.2119 0.3392 0.0532 0.3433
200731 25.2408 25.9269  0.6861 0.8746 0.2557 0.9112
200732 20.0578 21.1849  1.1271 0.0229 0.0149 0.0273
200733 24.3338 26.1249  1.7911 0.3607 0.2363 0.4312
200737 23.2658 23.3969  0.1311 0.2095 0.0678 0.2202
200738 25.3558 25.4839  0.1281 0.7676 0.2077 0.7952
200739 25.0888 25.9569  0.8681 0.3716 0.2596 0.4533
200740 24.1178 22.3329 -1.7849 0.7065 0.0413 0.7077
200741 24.8798 24.7539 -0.1259 1.0372 0.1027 1.0423
200742 24.6858 25.3649  0.6791 0.4067 0.2284 0.4664
200743 25.5858 26.0249  0.4391 0.7348 0.1990 0.7613
   116 14.6418 15.4639  0.8221 0.0231 0.0178 0.0292
200744 24.8308 26.0499  1.2191 0.4534 0.2372 0.5117
   117 18.1008 18.7499  0.6491 0.0151 0.0111 0.0187
200745 25.1608 26.1989  1.0381 0.4304 0.3283 0.5413
200746 25.8528 23.7659 -2.0869 2.6632 0.0669 2.6640
200747 25.1658 26.0079  0.8421 0.6686 0.2213 0.7043
200748 25.4638 25.5279  0.0641 0.7224 0.1737 0.7430
200750 25.5738 26.0409  0.4671 0.3750 0.2494 0.4504
   118 17.0158 17.5859  0.5701 0.0180 0.0129 0.0221
   119 16.5808 17.1239  0.5431 0.0140 0.0105 0.0175
200751 25.3338 25.8269  0.4931 0.5629 0.2387 0.6114
200752 23.7918 25.1949  1.4031 0.1460 0.1445 0.2054
200753 24.8788 25.6439  0.7651 0.3298 0.1831 0.3772
200754 25.0068 25.7629  0.7561 0.3646 0.2645 0.4504
200755 25.2828 25.0149 -0.2679 0.4101 0.1386 0.4329
   120 15.8338 16.4959  0.6621 0.0121 0.0101 0.0158
200756 24.5898 24.5229 -0.0669 0.2984 0.0951 0.3132
200757 24.2638 25.4249  1.1611 0.2463 0.2040 0.3198
200758 24.9328 25.8089  0.8761 0.4272 0.2296 0.4850
   122 18.5638 19.3159  0.7521 0.0168 0.0110 0.0201
200759 25.2518 26.0309  0.7791 0.4747 0.2502 0.5366
200760 25.2288 25.7469  0.5181 0.8960 0.2083 0.9199
200762 22.4168 24.0689  1.6521 0.0620 0.0715 0.0946
200763 24.0488 24.1869  0.1381 0.1832 0.0639 0.1940
200764 24.9688 25.8199  0.8511 0.5523 0.2253 0.5965
200765 25.3148 25.6169  0.3021 0.7950 0.2122 0.8228
   121 18.3968 19.1129  0.7161 0.0177 0.0109 0.0208
200767 24.6648 25.4789  0.8141 0.4672 0.1704 0.4973
200768 23.2348 25.5179  2.2831 0.1255 0.2247 0.2574
200769 25.3748 25.9289  0.5541 0.4326 0.2996 0.5262
   123 18.8748 19.6539  0.7791 0.0183 0.0123 0.0220
   125 19.5148 20.4799  0.9651 0.0183 0.0131 0.0225
200771 25.1618 25.8269  0.6651 0.4541 0.2809 0.5340
   126 17.7948 18.3879  0.5931 0.0189 0.0109 0.0218
   124 16.9528 17.4899  0.5371 0.0153 0.0115 0.0191
200772 25.2988 25.9519  0.6531 0.5655 0.2402 0.6144
200774 24.6908 25.8739  1.1831 0.3026 0.2527 0.3942
200773 24.8838 23.6699 -1.2139 0.3713 0.0636 0.3767
200776 24.9528 25.4189  0.4661 0.2713 0.1615 0.3157
200775 24.9988 25.8829  0.8841 0.5687 0.2191 0.6094
200778 25.3618 25.6239  0.2621 0.5711 0.1349 0.5868
200779 25.0318 25.7879  0.7561 0.3550 0.2007 0.4078
200780 22.8928 22.4909 -0.4019 0.2603 0.0535 0.2657
200781 24.9268 25.6279  0.7011 0.3394 0.2202 0.4046
   127 19.1408 19.9759  0.8351 0.0200 0.0117 0.0232
200783 25.1438 25.5969  0.4531 0.4809 0.2399 0.5374
200784 24.7568 25.5809  0.8241 0.3275 0.1847 0.3760
200785 25.3278 25.6409  0.3131 1.0151 0.2460 1.0445
200786 25.3588 25.9809  0.6221 0.5253 0.2611 0.5866
200787 22.9948 24.6939  1.6991 0.0911 0.0869 0.1259
   128 18.1178 18.7999  0.6821 0.0182 0.0107 0.0211
200788 24.8618 25.5309  0.6691 0.4737 0.2083 0.5175
   129 18.1188 18.7999  0.6811 0.0136 0.0107 0.0173
   130 18.1858 18.8709  0.6851 0.0149 0.0118 0.0190
200789 25.4248 25.0779 -0.3469 0.9989 0.1403 1.0087
200790 25.3198 25.8819  0.5621 0.5782 0.2157 0.6171
200791 20.8328 22.0449  1.2121 0.0312 0.0196 0.0368
200793 24.5528 25.0349  0.4821 0.3252 0.1804 0.3719
200794 25.1748 25.9629  0.7881 0.3208 0.3221 0.4546
200795 25.2618 25.6349  0.3731 0.5284 0.2079 0.5678
200796 25.7768 25.6959 -0.0809 1.3035 0.1997 1.3187
200797 25.4188 25.9919  0.5731 0.5102 0.2262 0.5581
   131 19.1118 19.9449  0.8331 0.0188 0.0125 0.0226
200798 25.1488 26.1219  0.9731 0.7090 0.2532 0.7529
   132 17.3248 17.9219  0.5971 0.0165 0.0107 0.0197
200799 24.9128 25.6439  0.7311 0.3155 0.2025 0.3749
200800 25.5138 24.5489 -0.9649 1.3007 0.0997 1.3045
200801 24.6728 25.5019  0.8291 0.3594 0.1862 0.4048
200802 23.6468 22.2809 -1.3659 0.4626 0.0410 0.4644
   133 18.8188 19.6049  0.7861 0.0182 0.0121 0.0219
200803 24.8048 25.4199  0.6151 0.6137 0.1800 0.6396
200804 23.6968 23.3539 -0.3429 0.2928 0.0583 0.2985
200805 24.7998 24.1659 -0.6339 0.5150 0.0882 0.5225
200807 20.7498 22.0419  1.2921 0.0320 0.0187 0.0371
200806 25.2028 26.1059  0.9031 0.3963 0.2878 0.4898
200809 24.5528 25.2489  0.6961 0.3341 0.1759 0.3776
200808 25.1838 25.6389  0.4551 0.4459 0.1765 0.4796
200810 25.2648 25.5919  0.3271 0.5180 0.1994 0.5551
200811 21.5608 22.9429  1.3821 0.0340 0.0298 0.0452
200812 24.6478 25.7649  1.1171 0.3032 0.2093 0.3684
200813 24.9488 25.4799  0.5311 0.3821 0.1816 0.4231
200814 24.1098 25.7009  1.5911 0.2476 0.2270 0.3359
200815 24.4988 25.8589  1.3601 0.3833 0.2499 0.4576
200816 25.3178 25.5249  0.2071 0.9470 0.2072 0.9694
   134 18.7318 19.4779  0.7461 0.0160 0.0117 0.0198
200817 23.0138 22.0039 -1.0099 0.1448 0.0515 0.1537
200818 25.2178 25.5339  0.3161 0.5877 0.1670 0.6110
200819 25.4008 25.5879  0.1871 0.8760 0.2072 0.9002
200821 25.3638 26.0789  0.7151 0.4597 0.2015 0.5019
200822 24.7678 24.3269 -0.4409 0.4461 0.0942 0.4559
200824 25.8168 24.2409 -1.5759 1.0800 0.0861 1.0834
200825 24.9158 25.5729  0.6571 0.3913 0.2320 0.4549
200826 24.6988 24.8009  0.1021 0.3829 0.1366 0.4065
   136 13.6568 13.7329  0.0761 0.0318 0.0165 0.0358
200827 20.5468 21.9679  1.4211 0.0202 0.0191 0.0278
200828 24.6388 25.0129  0.3741 0.2698 0.1447 0.3062
200829 25.0098 25.3169  0.3071 0.7052 0.1309 0.7172
200830 24.8768 25.3189  0.4421 0.3332 0.1835 0.3804
   135 19.3848 20.2829  0.8981 0.0192 0.0122 0.0227
200831 25.3788 25.5879  0.2091 0.5795 0.1714 0.6043
200833 24.7628 25.5629  0.8001 0.3596 0.2328 0.4284
200832 24.7358 25.7509  1.0151 0.3629 0.2270 0.4280
200834 24.4978 25.0699  0.5721 0.2927 0.1386 0.3239
200835 25.0978 25.7249  0.6271 0.3609 0.2295 0.4277
200836 18.7438 19.4789  0.7351 0.0280 0.0258 0.0381
   137 15.9628 16.5689  0.6061 0.0164 0.0098 0.0191
200837 24.6418 25.5569  0.9151 0.4155 0.1832 0.4541
200838 24.6158 25.8689  1.2531 0.3286 0.2503 0.4131
200839 25.5378 25.6199  0.0821 0.8673 0.1989 0.8898
200840 24.9778 25.1749  0.1971 0.2729 0.1571 0.3149
200841 24.4148 25.2669  0.8521 0.2845 0.1660 0.3294
200842 25.7648 25.6019 -0.1629 1.4767 0.2339 1.4951
200843 24.9018 25.3579  0.4561 0.4142 0.2059 0.4626
200844 24.3688 24.9189  0.5501 0.2625 0.1464 0.3006
200846 25.0558 25.2469  0.1911 0.7252 0.1701 0.7449
200845 20.2858 21.4389  1.1531 0.0263 0.0170 0.0313
200847 24.4728 25.3619  0.8891 0.2454 0.1203 0.2733
200848 25.0248 25.7629  0.7381 0.4586 0.1959 0.4987
   138 18.6458 19.3739  0.7281 0.0179 0.0133 0.0223
200849 26.1648 24.9389 -1.2259 2.3065 0.1487 2.3113
200850 25.6798 24.8269 -0.8529 1.1416 0.1269 1.1486
200851 24.8958 25.8279  0.9321 0.8220 0.2266 0.8527
   139 19.0338 19.8579  0.8241 0.0223 0.0182 0.0288
   140 19.4158 20.3409  0.9251 0.0207 0.0129 0.0244
